entity_key;title;totalScore;reviewsCount;street;city;categoryName;text;jumlah_teks_untuk_sentimen;sentiment_score;sentimen_confidence
cuanki berkah djaya || jl bali no 15;Cuanki Berkah Djaya;4,7;147;Jl. Bali No.15;Kota Bandung;Restoran Bakso;Penasaran makan cuanki pake bacang. Jadinya nyoba makan di sini.<br>Cuanki nya enakkk.<br>Kuahnya mantep.<br>Cuma saya kurang suka baso acinya.<br>Si Aa nya ramah. Dibolehin duduk berlama2 sambil nunggu hujan reda.<br>Tempatnya ga begitu luas. Duduk di pinggir jalan. Tapi bersih dan ga keujanan pula.<br>Next mau kesini lagi ah.. ||| Salah satu tempat yg ga boleh dilewatkan buat penggemar cuanki di bandung Rasanya pas semua dilidah dengan harga yg terjangkau dikasih gratis kerupuk<br>Lapaknya angkringan meja dan kursi kl siang teduh sama pepohonan kl mlm sepi ga ramai kendaraan melintas ||| Rasanya mirip cuanki;3;1;Tinggi
cuanki boga rasa kang anang || 4j86 r67 jl sangkuriang;CUANKI BOGA RASA kang anang;5;6;4J86+R67, Jl. Sangkuriang;Kota Bandung;Restoran;Mantul ||| Terbaik ||| Jossss ||| Murah Meriah Maknyus;4;1;Tinggi
cuanki clbk || belakang sd sejahtera jl senang no 28 35 a rt 04 rw 09;Cuanki CLBK;4,9;52;Belakang SD Sejahtera, Jl. Senang No.28/35 A, RT.04/RW.09;Kota Bandung;Toko makanan beku;Worth it banget sama rasa cuanki nya , mantulita alias top markotop deh cuanki CLBK...recomended banget deh pokoknya...kalian harus banget coba cuanki CLBK , siomay kering nya itu lho...juaraaa...empuk banget...enak...baso nya juga enak banget...tahu bakso nya ga kalah enaknya juga...hmmm jadi langsung ngiler gini aku...hahaha...kalian order sekarang juga ya CUANKI CLBK nya...yang banyak...karena cuanki CLBK ini bikin nagih dan nagih terus...nyesel banget deh kalau cuma beli sedikit... ||| Tiap bawa oleh2 dari bandung selalu pesen ini. Asal di hotel ada kulkas/freezer mah aman. Pengiriman cepet. Pernah saya bawa ke surabaya, makassar, tulungagung dan balikpapan alhamdulillah aman2 saja.<br>Tetehnya gercep bgt ||| Makan ditempat lebih segerrrr, beda klo dibawa 😁😁;3;1;Tinggi
cuanki dan batagor serayu cabang sidomukti || jl sidomukti no 99a;Cuanki dan Batagor Serayu Cabang Sidomukti;4,6;219;Jl. Sidomukti No.99a;Kota Bandung;Restoran cepat saji;Harganya murah, Layanan cepet, Suasananya nyaman dan sejuk tidak panas ||| Kumuh ||| Mahal tp masih enakan beli di abang2 yg dipikul, apalagi batagornya enggk banget.;3;-1;Tinggi
cuanki kriuk || jl karang tinggal dalam gg rukanta kel no 14 rt 02 rw 11;Cuanki kriuk;5;2;Jl. Karang Tinggal Dalam, Gg. Rukanta Kel No.14, RT.02/RW.11;Kota Bandung;Restoran;Cuanki enak banget murah ||| Cuanki rasa jaman dulu nih,, mantap ikan nya terasa segar ,, mantul banget deh;2;1;Sedang
cuanki mang bray || depan indomaret 12 jl cikutra barat no 17;Cuanki mang bray;5;6;depan indomaret, 12, Jl. Cikutra Barat No.17;Kota Bandung;Restoran;Raos pokok namah ..... ||| Mantap , si mamangnya Ramah , kece , tempatnya jg pas buat nongkrong2 sambil makan cuangki ||| Ok ||| Yang mantep mantep tengah malem ||| mantap mang cunaky ridwan kamil.😁;5;1;Tinggi
cuanki mang deni jimbore || jalan karang tinggal dalan gg r u kantarw11rt02 no 11;Cuanki mang deni(jimbore);5;9;Jalan karang tinggal dalan gg R.U.kantaRw11Rt02 No.11;Kota Bandung;Restoran;Cuanki langganan sejak 2018 ||| Enak👍;2;1;Sedang
cuanki mang jali || jl haji yasin no 23;Cuanki mang jali;4,9;18;Jl. Haji Yasin No.23;Kota Bandung;Restoran;Cuanki yang rasanya benar benar rasa cuanki, perpaduan ikan tenggiri dengan kuah yang pas bikin ketagihan ||| Mantap ||| Lezaat ||| Ok;4;1;Tinggi
cuanki mangkok hitam pusdai || 3jxg wpq jl pusdai;cuanki mangkok hitam pusdai;4;1;3JXG+WPQ, Jl. Pusdai;Kota Bandung;Pengiriman Makanan;Memuaskan;1;1;Rendah
cuanki mboii || jl dr djunjunan no 126 128;Cuanki Mboii;5;1;Jl. Dr. Djunjunan No.126-128;Kota Bandung;Restoran Asia;Just visited a relatively new place in Bandung (about six months). It's called Bhumi Kiwari. They serve this delicious Cuanki Mboii, which is on par with other cuanki in Bandung. The price is relatively affordable, making it suitable for students, college students, and workers in the surrounding area. It won't empty your pocket. Give it a try, you won't be disappointed.;1;1;Rendah
cuanki otten || jl dr otten no 1;Cuanki Otten;4,3;26;Jl. Dr. Otten No.1;Kota Bandung;Pujasera;Delicious food 😎👍🏼 ||| Enak cuanki dan kuahnya;2;1;Sedang
cuanki pangeran || jl batik jonas no 1;Cuanki Pangeran;4,9;36;Jl. Batik Jonas No.1;Kota Bandung;Restoran Bakso;Gokil sih ini enak banget, ga nyesel jauh2 dari jakarta kesini, haabiiiss tak tersisaaa ||| Cuanki naik kelas ini mah.. enak rasanya, kuahnya ngaldu.. es teh manisnya legit.. perpaduan yang sempurna.. mantabz ah.. ||| Cuankinya enak, kuah nya gurih, sambelnya mantull banget pedesnya, tempat nya bersih nyaman 👍👍 ||| baru pertama kali nyobain.. mantap bakso cuanki nya enak, tempatnya bersih, nyaman 🥰🥰🥰;4;1;Tinggi
cuanki pojok || jl tikukur no 16;Cuanki pojok;5;4;Jl. Tikukur No.16;Kota Bandung;Dapur Umum;Kuahnya berasa kaldunya 👍 ||| Aroma harum, cita rasa nikmat, oh betapa sedapnya kuah kaldu sapi nya. Cranking terenak dengan harga melegakan, ciyuz. Wareg sejati. Penjualnya ramah pisan nan kasep laksana artis. Halo kakak R. Kuah banjir selalu ya. ||| Cuanki Pojok is my favourite spot for enjoying cuanki in Bandung. The taste is rich, comforting, and always hits the spot—just like a proper homemade meal. What I love most is the cosy, homely vibe of the place. It feels like you’re being served in someone’s kitchen, with warm service and a relaxed atmosphere. The portions are generous, and the broth is absolutely flavourful. Whenever I’m craving authentic cuanki with a touch of home, this is the first place that comes to mind.;3;1;Tinggi
cuanki pusdai bandung || 3jxc j55 jl diponegoro;Cuanki Pusdai Bandung;3,8;28;3JXC+J55, Jl. Diponegoro;Kota Bandung;Restoran Bakso;Ga expect seporsi nya 25k ||| Kalo bisa jangan asal getok harga. Pelayanan juga yang baik. ||| Jangan anggap penghasilan haram itu cuma dari korupsi uang milyaran, triliuanan. Segala sesuatu yang berasal dari mengambil hak orang lain itu HARAM. Termasuk mengambil hak pejalan kaki. ||| Udah paling endul malem2 di bdg makan cuanki pusdai😁;4;-1;Tinggi
cuanki sahabat || jl pajajaran no 46;Cuanki Sahabat;4,9;8;Jl. Pajajaran No.46;Kota Bandung;Restoran;Behh lurr, enak bgt pak ini, balance, gurih, asin, asem, bakso nya enak pula dapet gedhe ||| a bowl of pleasure that u can get with less than a bucks ||| Cuankinya tipikal cuanki jaman now, bukan yg model ditanggung kayak jaman dulu. Seporsi dibandrol 15rb. Siomai nya lbh mirip ke baso aci bukan siomay goreng mekar khas cuanki. Ada bakso besar juga, tp menurut saya agak berasa bau sapi banget baso nya. Saya lbh suka baso kecilnya. Kuahnya enak berasa, kalo saya lbh suka asin pakai sambal doang udah enak. Overall menurut saya, rasanya lumayan enak lah. Cuma sayang ga ada tempat makannya. ||| Cuanki terlaris di pusat kota Bandung, murah meriah harganya tapi nikmat sekali rasanya ||| good food, pilihannya banyak, bakso uratnya enak, kuahnya enak;5;1;Tinggi
cuanki sulur || 3mxr gjc jl kosar;Cuanki Sulur;5;5;3MXR+GJC, Jl. Kosar;Kota Bandung;Pusat jajanan kaki lima;mantep banget ini cuanki, ukuran cuanki dan batagornya jumbo ||| CUANKI SIOMAYNYA MAKSNYOS, APALAGI ADA KUAH KEJUNYA BIKIN NAGIH, FIX SIH INI REKOMENDED BANGET : ) ||| Enak banget cuanki nya ||| Baso nya enak, rasanya pas mantapsss ||| Cuanki nya enak banget apalagi yg kuah creamy.. Recomended banget buat kalian yg suka cuanki;5;1;Tinggi
cuanki sumber rezeki || 4h4m 8ph jl sukawarna;Cuanki Sumber Rezeki;3,7;6;4H4M+8PH, Jl. Sukawarna;Kota Bandung;Kedai Sarapan & Makan Siang;Cuanki nya enak, harganya murah terjangkau ||| Mesti dicoba, cuanki & bakso nya beneran enak 🤤👍🏼👍🏼 ||| TUTUP;3;1;Tinggi
cuanki tjapsoey || jl padasuka no 128 rt 03 04 pasirlayung;Cuanki tjapsoey;5;8;Jl padasuka no 128 rt 03/04 pasirlayung;Kota Bandung;Warung Makanan Kecil;Cuanki tjapsoey murah enakkk Poko nyaaaa rasa the best 👌🏻😍 ||| Mantap ramah baikhati dan tidak sombong🤩🤩🤩 ||| Murah enak;3;1;Tinggi
cuanki tjendana bandung || jl gatot subroto no 77;Cuanki Tjendana Bandung;4,6;453;Jl. Gatot Subroto No.77;Kota Bandung;Produsen makanan;Rasa makanan lumayan, cuma botol saos kecapnya tanpa tutup dan ditemplokin lalat, waiternya no ramah2 club just say nothing pas nganter makanan, dan ada pegawai (?) rambut panjang berwarna ngerokok ||| Baru tau Cuanki Tjendana bisa jadi stall acara, nyobain buat acara halbil, ternyata recomended dan profesional staf nya 👍🏼 ||| Nyobain makanan yang lagi viral ||| Idih geli makanan ga sesuai tempat. Didepan menunya lengkap pas didalem ga sesuai menunya. Ga lengkap mana asin ga enak mahal doang ||| Nich tjendana gw bawa jastip dari bNdung ke pontianak mang the best dah;5;1;Tinggi
cuanki unpir || pujasera kampus unisba depan bank bjb jl tamansari;Cuanki unpir;5;1;pujasera kampus unisba depan bank bjb, Jl. Tamansari;Kota Bandung;Toko Makanan Sehat;Enak banget sumpah;1;-1;Rendah
cuanki vinno || jl sindang sirna iii no 44;Cuanki Vinno;5;2;Jl. Sindang Sirna III No.44;Kota Bandung;Restoran Indonesia;mantap cuanki nyah ||| Gentong Emas, ATOME88 Siap Tempur;2;1;Sedang
cuanki wildan || jl sirnasari no 7;Cuanki Wildan;4,5;160;Jl. Sirnasari No.7;Kota Bandung;Restoran;(Translated by Google) The location is between Sukajadi and Setiabudi. It used to be easy to find, in front of Papaya. Now you can't go there anymore. It's moved far from Papaya. Turn left and it's in the middle on the right. Parking is not easy for those who drive, but you can park inside if you drive. The meatballs are delicious, especially eaten after swimming.<br>Hopefully the taste doesn't change. Always be successful, bro.<br><br>(Original)<br>Lokasi nya antara sukajadi dan setiabudi, dl mudah cari nya, depan papaya, skrg sudah ga bisa disana pindah ha jauh dari papaya belok ke kiri ada di tengah sebelah kanan, buat yg bawa mobil parkir ga mudah, yg bawa motor di dlm bisa parkir, baso nya enak, aplg dimakan abis pulang renang<br>Semoga rasa nya tidak berubah, sukses selalu mas ||| jujur enak sih menurut lidah saya yaa seger kuahnya balance dibanding yg viral mah cuankie ceker 21rb cekernya mantap lgs lalepas euuuuh pokonamah ajibbb;2;1;Sedang
cukupi coffee || jl cinangka no 127 91;Cukupi Coffee;5;6;Jl. Cinangka No.127-91;Kota Bandung;Kafe;Rasa enak, harga terjangkau, konsep tempat cukup nyaman;1;1;Rendah
cute cake bandung || URL:ChIJd4hUvPvnaC4RUF7HAIg93dQ;Cute Cake Bandung;5;1;;Kota Bandung;Toko;Rotinya enak;1;1;Rendah
cw coffee eatery || jl gegerkalong girang no 27;CW Coffee & Eatery;4,6;334;Jl. Gegerkalong Girang No.27;Kota Bandung;Kedai Kopi;Coffee shop baru daerah dt .. tempatnya lumayan nyaman luas dan cocok buat wfc.. harganya bersahabat dikantong.. cuman rs coffee nya kurang strong sii buat aku. ||| mahal banget mie indomie pake katsu 36.000 😔😔😔 walaupun kopinya enak dan worth tapi makanannya overprice banget. saran aja tolong minimal dengan harga segitu di racik pake bumbu tambahan ga cuman indomie doang ||| Beberapa kali nugas, nongkrong, dan nyantai disini, baru kali ini kasih review.. Tempat cukup nyaman dan variatif, mau pilih indoor atau outdoor.. outdoor ada 3 spot, dihalaman depan atau halaman belakang lantai 1 dan 2.. indoor ada smoking area dan non smoking area... Nah foto ini tanggal 15 Feb 2026 dalam momen munggahan puasa, skaligus esok pulang habis Dr. Verlanda Yuca, M.Pd., Kons setelah slesaikan kuliah doktoral di UPI.. Tentu doi yang traktir kita.. hehe ||| Creamy coffee di is the days, tempatnya sama dengan Wi-Fi yang supercepat lalu ketika siang agak ramai karena banyak mahasiswa UPI iya nongkrong dan belajar di cafe ini. ||| Lagi butuh tempat buat wipi-an daerah UPI dan nemu nih tempat sebrang SD isola, tempatnya mayan gede, ada 3 lantai cuma buat parkiran tentu walaupun luas tapi penuh karena banyak mahasiswa yang parkir disitu keknya. Dari pesen ampe datang menu2nya juga ga begitu lama, ga ampe abis 1 eps drakor laaa, jadi buat yg perutnya keroncongan masih aman sih kata w mah. W mesen chocolate ape dah gitu (lupa) ama tahu cabe garem nya, untuk chocolate nya agak kurang kerasa coklatnya kalau kata w mah, ama itu dikasih kacang2an kan ya, dia agak gede menurut w ukurannya, agak ngeri juga kalau ampe keselek akwkwkw. Buat tahunya sendiri oke aja walau mungkin rasa gurih ama pedesnya bisa ditingkatin dikit lagi 🤏🏻(selera pribadi aja) Nah untuk snack ayam2an nya itu demen w, dia sekitaran 20k-an mirip bener ama shihlin versi Kw nya akkwkwkwk. Overall masih enak kalau buat dipake nugas dan nongki2an maa👌🏻👌🏻👌🏻;5;1;Tinggi
dago panyawangan || jl ir h juanda no 127;Dago Panyawangan;4,5;2987;Jl. Ir. H. Juanda No.127;Kota Bandung;Restoran Sunda;Tempat nyaman, servicenya cepat, makanannya enak bahkan juru parkirnya sangat cekatan dan sopan. Highly recommended 🙏🏻🙏🏻 ||| Suasana Resto'nya agak gelap, entah karena puasa ato emang begini. Nggak tau dah... Tp disini Makanan'nya Lumayan Enak2, Ikan bakar'nya juga fresh manis. Yg paling Recommended Bebek Goreng Dago. Juara lah... Empuk parah ampe lepas2. Mantap. Klo mampir ke BDG, bakal mampir lagi dech kemari... #recommended ||| Kalo nyari rumah makan sunda di daerah dago ya kesini aja, lokasinya gampang ditemukan pinggir jalan banget. Tempat parkir luas, tempatnya khas sunda banget kayak saung bambu / kayu gitu, ada kolam & air terjun kecil gemericik suara airnya syahdu. Meja kursinya banyak, kalo bawa rombongan juga aman kebagian. Menunya masakan khas sunda, dari mulai ikan, ayam, bebek, bakar goreng, tumis’, sayuran dll tinggal pilih aja sesuai selera, paling suka sama gepuknya dagingnya empuk rasanya manis pas sama lidah. Minumannya ada tradisional kayak bandrek, bajigur, ada juga minuman lain kayak jus buah buahan dll, kalo minuman bawaannya udah dikasih teh hangat bisa refill ||| Makan bareng keluarga di Bandung terutama di daerah Dago pas banget kalau ke sini. Makanannya enak2, hidangan daging sapi ayam kambing seafood ada semua. Minumannya juga variatif banget, teh tawar, teh manis, es teler, cendol, jus buah, bajigur, bandrek, STMJ, dll🤭 Ada dining area dgn tempat duduk dan saung/lesehan. Harganya relatif murah juga dibanding resto sunda viral lainnya di Bandung dan yang paling penting ga ngantri di hari libur 😂 ||| Makan malam bersama keluarga besar mendapatkan suasana yang nyaman, makanan juga enak-enak, dan yang juaranya gepuk dan udang. Pelayanan nya cepat dan ramah banget. 👍 Sedikit saran, jika ada rombongan yang cukup banyak, tolong posisi kursinya jangan terlalu di rapatkan, agar bisa keluar masuk dengan mudah;5;1;Tinggi
daifuku mocchii || komplek bandung city view jl pasir impun pertigaan no 1;Daifuku_Mocchii;5;1;komplek BANDUNG City View, Jl. Pasir Impun pertigaan No.1;Kota Bandung;Toko Kue;Enak jugaa💯;1;1;Rendah
dapoer ngeboel bu ai || jl ciumbuleuit no 115 165b;Dapoer Ngeboel Bu Ai;4,5;327;Jl. Ciumbuleuit No.115 165B;Kota Bandung;Restoran Prasmanan;Makan berdua hampir 100 ribu. Mungkin mahal di tempatnya bagus. Masakan rumahan. Pesan kopi adanya cuma kopi instan kapal api. ||| Pesen mie goreng, rasanya asin bgt.. Untuk selera sesuai masing2. Variasi makanan beragamu ||| Kalo ke warung bu ai pasti ngiler terus liat pilihan makananannya, soalnya menu makanannya beragam jadi ga bosenin. Sistemnya parasmanan gitu, tinggal ambil makan nanti bayarnya terakhir. Kalo kesini coba babat, gepuk, ayam pepes, sambel dan jengkolnya itu bestt banget. Nasi merah, putih dan hitamnya juga ready terus tiap hari. Ada aneka gorengan yang kalo pagi masih pada anget, bandrek bajigur dan aneka kue basah juga ada. Harganya memang ga semurah warung warung lain disekitarnya tapi makan disini enak enak dan gratis karedok leunca, sambel terasi, sambel goang, lalapan sama teh anget. Tempat duduknya banyak bisa dilantai satu, 2 dan 3. Cuman tempat parkir mobilnya aja harus ikut parkir di rs salamun tepat disebrangnya. Pelayannannya cepet dan gesit, mau itu yang makan ditempat atau dibawa pulang. Ibu ibu nya juga pada baik minta ini itu pasti dilayanin dan pada ramah hehehhe ||| Tempat makan paling strategis menurut aku karena ga jauh dari kota Bandung, lebih deket dibandingkan ke Punclut. Di sini ada sistem prasmanan, jadi bisa ngambil mana suka, dan yg penting makanannya enak-enak, dan porsinya pada banyak (seriusan). Kalo bawa rombongan lebih dari 20 orang aku saranin booking lt. 2, karena serasa private dan view kota Bandung nya keliatan, ada gratis karokean juga, fasilitas nya sangat memadai. Pelayannya pada ramah semuaaa, apalagi ownernya, ramah bangetttt. Kurangnya kalo bawa rombongan harus parkir di RS. Salamun, karena tempat parkirnya kurang luas. Over all, recomended banget sih! ||| Pilihan mantap untuk mengobati perut kosong di daerah Ciumbuleuit. Semua lauk pauk disajikan sebebas-bebasnya, seterang-terangnya, di depan mata untuk menggoda isi hati dan dompet. Sejauh pantauan intel, semua orang yang datang terserang virus kalap yang bikin mulut terus ngahuap tanpa jeda. Jangankan orang, kucing aja kenyang makan di sini, langsung pingsan di tempat nggak bisa bangun, saking maknyuss-nya 😸;5;1;Tinggi
dapoer pandan wangi dago || jl dago no 356;Dapoer Pandan Wangi - DAGO;4,4;976;Jl. Dago No.356;Kota Bandung;Restoran;"Berkunjung di hari weekdays dan malam hari, kondisi resto termasuk ramai namun waiting listnya tidak begitu menunggu lama jika mau duduk di kursi lesehan. Rasa makanannya cukup enak. Daging gepuknya manis. Sambalnya kurang pedas. Ayam ungkep enak. Terong raos enak dan crispy, cenderung manis. Rasa ayam bakarnya sama seperti resto lainnya, tulang empuk. Dari sekian banyak menu yang dipesan, hanya jus alpukatnya yang cukup berkesan, seperti bukan hanya campuran susu coklat biasa saja di jusnya tsb. ||| Restoran Sunda yang recommended di Bandung, Sajian istimewa yang menghangatkan kumpul keluarga, teman, kerabat, atau rekan kerja. Parkir luas. Bisa makan lesehan maupun di bangku. Terong Raosnya surprisingly enak banget! Ceker ayamnya sopan banget digigit, sambalnya kurang pedas, tipikal sayur asemnya manis. Overall pengalaman kuliner yang menyenangkan di kota kembang. ||| Kalo ke Dago sayang sih gak sempetin makan Pandan Wangi! Area parkir tersedia, namun kalo mau lebih ringkes saya sarankan naik transportasi umum atau taxi online saja lebih gesit. - waiting list cukup panjang kalo weekend - usahakan liat menu lebih awal, sehingga jika dapat meja bisa lebih cepat order nya - waktu penyajian kemarin cukup lama. Menunggu sekitar 20min, tapi karena lagi long weekend jd cukup mengerti - staff ramah - banyak pilihan menu, tapi paling enak sambel2 nya sih - terong raos enak, cm cukup overrated. Dan ini disarankan jadi makanan tengah ya, porsi nya mayan banyak - ayam ungkep nya meresep. Sisanya biasa aja Lokasi ada yang meja, tapi kami pilih yg lesehan. Kids friendly namun harus banyak sabar aja karena menunggu. Thanks Pandan Wangi! Sampai berjumpa kembali ||| Salah satu cabang Resto Pandan Wangi di Dago. Tempatnya lumayan luas ada 2 lantai dan basement juga. Untuk rasa lumayan mirip dengan cabang lainnya, dan makanan juga lumayan cepat datangnya. Wajib order ayam ungkep, babat, terong raos dan sambal jengkol nya. Rasa masakannya nyaman tidak terlalu gurih dan berbumbu pekat. Lumayan rame saat jam makan. Overall wajib dicoba! ||| Tidak menerima comment ""Kok gak pesen terongnya?"" Pesen dong cuma gak semua difoto ye kan - salah satu mandatory versi aku kalau ke Bandung ya makan Dapoer Pandan Wangi. Selain terongnya yang satu2nya yg bs ak makan (bukan fans terong), menu mereka yang lainnya jg proper enaknya. Di tengah gempuran yg viral-viral, tetap makannya disini aja hehe";5;1;Tinggi
dapoer pandan wangi patuha || jl patuha no 38;Dapoer Pandan Wangi - PATUHA;4,5;9496;Jl. Patuha No.38;Kota Bandung;Restoran Sunda;Baru pertama kali diajak kesini karena ditraktir. . Lokasi dekat pasar Palasari, sebelah sekolah Al Azhar. Harus reservasi dulu. Dari depan tampak sederhana tapi dalamnya luas ( tidak terlalu luas untuk RM favorit) dan ada lesehan Menu terong krispi (best seller), ayam bakar dan goreng, jengkol, tempe, karedok, sup ikan gurame kuah merah, jus. Satu porsi bisa untuk 2-3 orang. Terong krispi dan sup ikan nya TOP. Sup ikan nya paling enak, ga amis, kuah pas tidak pedas dan tidak gurih penyedap. Jusnya biasa saja, ada jus kedondong. Toilet dan mushola nya biasa. Pelayanan gercep. Pembayaran cash/cashless. ||| Datang pas di jam makan siang. Restorannya cukup ramai. Ga nunggu terlalu lama, ada tempat di lantai 2. Di dlm 1 ruangan kira2 ada 5 meja. Meskipun ramai, makanan cepat keluarnya. Sy pesan ayam goreng, ikan, karedok, terong raos, memang yang paling enak rasanya cuma terong raos. Ayam kurang rasa. Ikan rasanya biasa aja. ||| Udah sering makan disini dan emang enak sih ... cuma tadi makan terongnya asli super oily sih ... my fave nasi liwet sama karedok tempe nya top 👍🏻👍🏻 ||| Pertama kalinya makan di sini dan makanan di sini rasanya bener bener enaaak bangettt. Lokasinya di sekitaran kota Bandung, Deket sekolah Al Azhar, jadi tinggal ikutin gmaps aja. Untuk parkirannya luas, tapi karena memang ramai pengunjung jadi bisa parkir di pinggir jalan dan ada tukang parkir yang mengatur. Tempatnya nyaman banget, ambiencenya tuh bikin betah lama lama di situ, cukup luas dan yang terpenting adalah bersiih. Ada pilihan tempat buat makan, bisa lesehan dan bisa juga di meja kursi makan. Waiternya sangat membantu, cepat, cekatan dan ramah. Untuk pilihan makanannya gak terlalu banyak, tapi sangat menggiurkan. Kemarin pesan nasi liwet, gurame rica, ayam bakar, empal sama oseng genjer. Untuk nasi liwetnya itu udh sepaket dapet kerupuk, timun dan sambel. Ikan guramenya juga ada pilihan ukuran 5 ons, 6 ons dan 7 ons dan udah tertera harganya, jadi bisa pilih ukuran ikan sesuai yang diinginkan. Terus ada nasi goreng kampung dan cireng buat cemilan. Untuk minumnya kemarin pesan teh aja karena kondisi lagi dingin jadi butuh minum yang hangat. Untuk nasi liwetnya itu polosan, gak ada teri atau kondimen lain, hanya nasi aja, tapi rasanyaa enak bangett, beneran bikin nagih walaupun baru nasinya doang. Ikan guramenya juga sangat rekomen banget, digoreng krispi gitu, terus disiram bumbu rica yang gak pedas, ada kemanginya juga, ini sangat amat enak. Ayam bakarnya enak juga, terus empalnya pun tebal dan lembut banget. Untuk minumnya juga gak pelit, di sini dikasih segelas besar untuk tehnya. Harganya pun buatku termasuk standar dan gak terlalu mahal. Apalagi dengan suasana tempat makan yang nyaman dan makanan yang sangat amat enak ini, sangat memuaskan. Jadi makan di sini sangat amat worth it banget. Kalo ke bandung pasti akan balik ke sini lagii. Terima kasih sudah menyajikan makanan yang enak banget banget dan terima kasih atas pelayanannya yang luar biasa. ||| YA ALLAH INIMAH ENAK BENERAN. Satu menu ke menu lainnya tuh cocok banget, rasa lauknya medok tapi gak bikin bingung dan cocok banget klo diaduk2 sama nasi😭 Terus nanya ke pelayannya “sambel yang paling pedes apa?” Dia saranin sambel goang(?) apa sambel dadak ya lupa wkwk pokoknya cuma cabe sama bawang mentah gitu. BUSET SURGA. Ya Allah pgn beli rumah di sebelah resto ini🤣💚 enak bgt dah;5;1;Tinggi
dapur cokelat delivery point tikukur || jl tikukur no 1;Dapur Cokelat - Delivery Point Tikukur;4,7;86;Jl. Tikukur No.1;Kota Bandung;Toko Kue;"Opera cakenya enak; sponge cake terasa coffeenya & coklatnya ga kemanisan. Kekurangannya hanya sedikit mahal. Untuk Tiramisu rasanya juga pas, tapi jangan dimakan saat beku karena rasanya jadi hambar. --- Update dari bintang 5 turun jadi 3: Nyoba Pudding Cheese cake, koq ada tambahan 4 sidik jari (lihat tanda warna oranye di foto) di lapisan gelatin (pudding)nya? Bayangin klo yang nyentuh juga megang uang 😐😔 mengecewakan.. Oya, semua beli di Grab Kitchen. ||| Outlet Dapur Cokelat yang berlokasi di Jl Tikukur, Bandung ini cukup mudah ditemukan. Lokasinya tidak jauh dari Gedung Sate, Bandung. Walaupun namanya Dapur Cokelat, akan tetapi kita akan menemukan bukan hanya cake cokelat, masih banyak cake lain yang tidak berbahan dasar cokelat. Size yang tersedia juga cukup bervariasi, ada yang personal, persegi dan juga bulat. Favorit saya adalah Opera, Two Season, Pudding Cheese Cake dan Choco Monkey. Selain cake cokelat, di Dapur Cokelat pun tersedia banyak cokelat praline, dengan bentuk yang lucu dan menarik. Iced chocolate nya juara, dengan tingkat kepekatan dan manis yang pas, sehingga meninggalkan jejak yang sulit dilupakan Pelayanan sangat baik, ramah dan cepat. ||| Makasih buat mas nya yang udah ramah banget, bahkan saya request ditulis kata” pun ga nambah biaya, dan katanya cashless tp masih bisa bayar asal uang pass, Dan saya beli cake ini buat ulang tahun keluarga saya, dan dikasih lilin secara free juga (tadinya gabakal pake lilin tp ada nyempil tuh lilin dikasih kwkwkwkw) makasih ya, intinya ramah banget, makasih banyak buat pelayanannya BINTANG 5! ||| Dapur Cokelat Tikukur punya pilihan cake dan dessert yang lengkap bgt dan rasa cakenya enak & murah. Tempatnya bersih dan nyaman untuk pick up. Tampilan kuenya juga rapi dan menarik, pas buat dijadiin hadiah. Pelayanannya sangat oke, staffnya membantu waktu milih. Recommended bgt!! 😍😍 ||| Tempatnya nyaman bersih, es coklatnya enaak banget harga nya oke 💖 dan banyak diskon";5;1;Tinggi
dapur minang lima saudara || jl bagusrangin no 33;Dapur Minang Lima Saudara;4,6;528;Jl. Bagusrangin No.33;Kota Bandung;Kedai Sarapan & Makan Siang;Ownernya plus anak2nya Owner ramah2.. makanannya pun enak2 ga ada dua.. yang paling utama itu harganya terjangkau banget yah.. kmrn pas hari minggu ksini, rasa lontong sayurnya udah sedikiy berbeda hehe.. ||| Rancak bana gak pernah gagal ||| Tempat makan yg bikin silau, karena padang banget✨<br>Enak, banyak pilihan, kursi banyak, harga manuk akal, ga perlu antri2;3;1;Tinggi
