"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","url","categoryName"
"Sate Padang Serasi","4.5","469","Dekat Pangkalan DAMRI, Jl. Haur Pancuh No.76","Kota Bandung","Jawa Barat","ID",,"","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Padang%20Serasi&query_place_id=ChIJGyizhVPmaC4RZnS0f5q1HGA","Restoran Sate"
"Warung Sate Maranggi kura kura","5","1","Jl. Karang Tineung Indah Dalam No.3","Kota Bandung","Jawa Barat","ID",,"+62 822-4002-0755","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sate%20Maranggi%20kura%20kura&query_place_id=ChIJX0qBV8XnaC4R1MaH32rZsgc","Restoran Sate"
"Atok Rizal Jagonya Sate 2 (Depan Showroom Daihatsu)","4.1","391","Jl. Dr. Setiabudi No.105-K","Kota Bandung","Jawa Barat","ID",,"+62 857-4706-9033","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Atok%20Rizal%20Jagonya%20Sate%202%20(Depan%20Showroom%20Daihatsu)&query_place_id=ChIJAXzl54rnaC4RZggg2a0q4_M","Restoran Sate"
"Warung Sate Karting","5","5","Jl. Karang Tinggal Gg. H. Durahman","Kota Bandung","Jawa Barat","ID",,"+62 813-9838-5841","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sate%20Karting&query_place_id=ChIJyf42wwrnaC4RvVF4HzCTErc","Restoran Sate"
"Sate Muh. Bagul Asan","3","39","4JC8+XRM Indomaret","Kota Bandung","Jawa Barat","ID",,"+62 878-2596-1404","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Muh.%20Bagul%20Asan&query_place_id=ChIJwZJL65DnaC4RZiqErh9uq1Y","Restoran Sate"
"Sate Taichan ""Goreng"" Bandung Taman Sari","4.4","1973","Jl. Tamansari No.19A","Kota Bandung","Jawa Barat","ID","http://www.satetaichangoreng.com/frontend/web/index.php?r=site/location_detail&id=6","","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Taichan%20%22Goreng%22%20Bandung%20Taman%20Sari&query_place_id=ChIJP3AykkXmaC4RcIPE4ckyYls","Restoran Sate"
"Warung Sate Maranggi Abah Kayra","5","1","Jl. Prof. Dr. Sutami No.91","Kota Bandung","Jawa Barat","ID",,"+62 812-2244-4182","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sate%20Maranggi%20Abah%20Kayra&query_place_id=ChIJg5m0qk7naC4RsigRuDq2QPU","Restoran Sate"
"Warung sate D.PR Pa Satam","4.8","12","Jl. Gegerkalong Hilir No.118","Kota Bandung","Jawa Barat","ID",,"","Restoran Sate","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20sate%20D.PR%20Pa%20Satam&query_place_id=ChIJf2bpUFbnaC4Rt3vz1uDyvLw","Restoran Sate"
"Nasi Goreng Mas Solah","4.9","10","3MXJ+P6G, Jl. Sindanglaya Gg. Cemp.","Kota Bandung","Jawa Barat","ID",,"+62 838-0341-0589","Restoran Nasi Goreng",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Mas%20Solah&query_place_id=ChIJnyD-sNrdaC4RNUcR0v1sdlc","Restoran Nasi Goreng"
"Baso Malang Sangkuriang","4.9","45","Jl. Cisitu Lama No.2","Kota Bandung","Jawa Barat","ID",,"+62 856-6969-2625","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Malang%20Sangkuriang&query_place_id=ChIJQaiHou7naC4RaJzZhFOYh2w","Restoran Bakso"
"Sate Asin Pedas Mr Monju, Gasibu","4.6","335","Angkringan depan PT Telkom Gasibu, Telkom, Jl. Gasibu Barat Jl. Japati No.5","Kota Bandung","Jawa Barat","ID","https://instagram.com/sate.mrmonju","+62 877-8558-6453","Restoran","Restoran Sate",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Asin%20Pedas%20Mr%20Monju%2C%20Gasibu&query_place_id=ChIJx_m-f1jnaC4RCBZbFB-FNqs","Restoran"
"Sadrasa Kitchen & Bar","5","6788","Jl. Diponegoro No.27","Kota Bandung","Jawa Barat","ID","https://www.pullman-bandung-grandcentral.com/dining/pullman-dining/sadrasa-kitchen-bar/","+62 22 86038888","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sadrasa%20Kitchen%20%26%20Bar&query_place_id=ChIJoQgWQ3rnaC4REmtAU_kfHkg","Restoran"
"Sate Pak H Ahmad","4.5","208","Jl. Gegerkalong Hilir No.124","Kota Bandung","Jawa Barat","ID",,"+62 852-2189-1107","Restoran Sate","Kedai Sarapan","Rumah Makan","Restoran Sunda",,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Pak%20H%20Ahmad&query_place_id=ChIJ30hRGZjmaC4RTARNkio-P7w","Restoran Sate"
"Sate Maranggi Haji Yetty Cabang Bandung","4.4","1261","Jl. Dr. Setiabudi No.158","Kota Bandung","Jawa Barat","ID",,"+62 813-9997-7780","Restoran Sate","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Maranggi%20Haji%20Yetty%20Cabang%20Bandung&query_place_id=ChIJacUsI0znaC4RvPdVQtOaKYs","Restoran Sate"
"SATE ASIN PEDAS MAS ECO BANDUNG","4.9","117","Jl. Kanayakan Baru No.374","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/satemasecobdg/profilecard/?igsh=MTZoMDNpeml2cmcwMg==","+62 857-2437-1986","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=SATE%20ASIN%20PEDAS%20MAS%20ECO%20BANDUNG&query_place_id=ChIJAZncjfTnaC4RrFsMaVKtUc8","Restoran"
"Sate Maranggi dan Sop Hj. Maya Pasteur","4.5","5206","Jl. Dr. Djunjunan No.126- 128","Kota Bandung","Jawa Barat","ID",,"+62 812-2339-9763","Restoran Sate","Restoran Sup",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Maranggi%20dan%20Sop%20Hj.%20Maya%20Pasteur&query_place_id=ChIJpZfSOcDnaC4RYuKqcgthOf8","Restoran Sate"
"Nasi Goreng Aep's","4.1","3328","Jl. Dr. Setiabudi No.143","Kota Bandung","Jawa Barat","ID","https://nasigorengaeps.shop/","","Restoran Nasi Goreng",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Aep's&query_place_id=ChIJQz3osZfmaC4RT12gp-sF1JA","Restoran Nasi Goreng"
"Nasi Goreng Mas Baridin","4.8","45","Jl. H. Hasan No.9","Kota Bandung","Jawa Barat","ID",,"","Restoran Nasi Goreng",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Mas%20Baridin&query_place_id=ChIJN19qu03maC4RMFoWHexDm7g","Restoran Nasi Goreng"
"Nasi Goreng Putra Bengawan","4.7","26","Jl. Dipati Ukur No.47","Kota Bandung","Jawa Barat","ID",,"","Restoran Nasi Goreng",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Putra%20Bengawan&query_place_id=ChIJIyVLbVTmaC4RmPd-ZFGes9A","Restoran Nasi Goreng"
"Nasi Goreng NKA II","4.8","177","Jl. Cisitu Indah I No.7d","Kota Bandung","Jawa Barat","ID",,"+62 856-2199-491","Restoran Nasi Goreng","Kafe",,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20NKA%20II&query_place_id=ChIJewoGCMDnaC4RnTn37uUJfWI","Restoran Nasi Goreng"
"Nasi Goreng Dona","4.4","280","Jl. Tubagus Ismail No.26","Kota Bandung","Jawa Barat","ID",,"+62 813-1220-9281","Restoran Nasi Goreng","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Dona&query_place_id=ChIJ03sfDf_maC4RVMVAdKJdy1w","Restoran Nasi Goreng"
"Nasi Goreng Mas Yono","4.3","1908","Jl. Bungur No.41","Kota Bandung","Jawa Barat","ID",,"","Restoran Nasi Goreng",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Mas%20Yono&query_place_id=ChIJAQAAAI3maC4RUm_SWdOWkHg","Restoran Nasi Goreng"
"Nasi goreng Jaman Now","4.1","189","Jl. Gagak No.54","Kota Bandung","Jawa Barat","ID",,"","Restoran Nasi Goreng",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20goreng%20Jaman%20Now&query_place_id=ChIJh1EHudHnaC4RDbgX9G9KO60","Restoran Nasi Goreng"
"Nasi Goreng Aep's","4.6","103","3JXW+GP3","Kota Bandung","Jawa Barat","ID",,"+62 22 2023324","Restoran Nasi Goreng",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Aep's&query_place_id=ChIJn0OGRK7naC4R99W1FdNn5k8","Restoran Nasi Goreng"
"Nasi Goreng Bandung Juara","4.4","11","Jl. Pahlawan No.45","Kota Bandung","Jawa Barat","ID",,"","Restoran Nasi Goreng",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Bandung%20Juara&query_place_id=ChIJH2OtQzTnaC4RFAmN9LPYFtI","Restoran Nasi Goreng"
"Nasi Goreng JEEBOTZ Cisangkuy","4.1","184","3JXC+C8V, Jl. Cisangkuy","Kota Bandung","Jawa Barat","ID",,"","Restoran Nasi Goreng","Pujasera",,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20JEEBOTZ%20Cisangkuy&query_place_id=ChIJgx-VMLnnaC4RyVzJiPEanUQ","Restoran Nasi Goreng"
"Nasi Goreng Tiarbah Bandung Timur","4.9","98","Jl. Cigadung Raya Tengah No.16","Kota Bandung","Jawa Barat","ID","https://nasgortiarbahbandungtimur.com/","+62 822-6222-2465","Restoran Nasi Goreng",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Tiarbah%20Bandung%20Timur&query_place_id=ChIJ510cgVDdaC4RquR8MwdOfPc","Restoran Nasi Goreng"
"Pondok Nasi Goreng Cak Jali","4.5","311","Jl. Cikapayang No.2 - 4","Kota Bandung","Jawa Barat","ID",,"+62 821-2828-7836","Restoran Nasi Goreng","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Pondok%20Nasi%20Goreng%20Cak%20Jali&query_place_id=ChIJfblmv0_maC4R3Wo5XGKXDlY","Restoran Nasi Goreng"
"Nasi Goreng Solo","4.5","275","Jl. Cikutra Barat No.87","Kota Bandung","Jawa Barat","ID",,"+62 819-1000-9540","Restoran Nasi Goreng",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Solo&query_place_id=ChIJBfJ5RLDnaC4RZQcRk_ehj-8","Restoran Nasi Goreng"
"Nasi Goreng Merakyat - Martadinata","4.8","22","Jl. L. L. R.E. Martadinata No.12a","Kota Bandung","Jawa Barat","ID",,"+62 895-3394-69175","Restoran Nasi Goreng",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Merakyat%20-%20Martadinata&query_place_id=ChIJV3EwPqrnaC4RZK3DbCmJXH0","Restoran Nasi Goreng"
"Nasi Goreng Rempah Mafia Dipati Ukur","4.2","4382","Jl. Dipati Ukur No.51A","Kota Bandung","Jawa Barat","ID","https://nasigorengmafia.id/","+62 858-6441-4722","Restoran Nasi Goreng","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Rempah%20Mafia%20Dipati%20Ukur&query_place_id=ChIJMSkAilPmaC4RvPw_4PefGWw","Restoran Nasi Goreng"
"RM. Do'a Mande","4.5","82","Jl. Terusan Cimuncang No.52","Kota Bandung","Jawa Barat","ID","https://shopee.co.id/universal-link/now-food/shop/20200729?deep_and_deferred=1&share","+62 812-2270-5056","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM.%20Do'a%20Mande&query_place_id=ChIJG0HytpbnaC4R7B4lV3Nh9k0","Restoran Padang"
"Nasi Goreng Pinggir Jalan",,,"Jl. Lembong No.18","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Pinggir%20Jalan&query_place_id=ChIJa003DfDnaC4Rfr3QPu1eAmk","Restoran Indonesia"
"Nasi Goreng Solo","4.4","363","Jl. Tamansari No.67","Kota Bandung","Jawa Barat","ID",,"+62 813-9522-3982","Restoran Nasi Goreng",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Solo&query_place_id=ChIJLdZe-E_maC4Rr1mr-jOhD54","Restoran Nasi Goreng"
"Rumah Makan Padang Sambalado","4.5","104","Jl. Dr. Setiabudi No.229","Kota Bandung","Jawa Barat","ID",,"+62 812-1973-9543","Restoran","Rumah Makan","Restoran Padang",,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Padang%20Sambalado&query_place_id=ChIJldopV77maC4RnnWgb1-mCVo","Restoran"
"Nasi Goreng Portal GG","4.7","373","gor citra arena, Jl. Cikutra sebrang masjid baitunnur No.201 Samping","Kota Bandung","Jawa Barat","ID",,"+62 813-1227-9398","Restoran Nasi Goreng","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Portal%20GG&query_place_id=ChIJd4S3DKPnaC4Ru6xk8H8sDSY","Restoran Nasi Goreng"
"RM. Doa Mande","4","73","Jl. Pasir Kaliki No.225 B","Kota Bandung","Jawa Barat","ID",,"+62 897-3670-978","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM.%20Doa%20Mande&query_place_id=ChIJJYb0B2jmaC4R0soyX74XV7I","Restoran Padang"
"RM Mini Baru","4.4","341","Jl. Dr. Setiabudi No.151","Kota Bandung","Jawa Barat","ID",,"+62 22 2016847","Restoran Padang","Makanan",,,,,,,"https://www.google.com/maps/search/?api=1&query=RM%20Mini%20Baru&query_place_id=ChIJgWx5tZXmaC4Rn5c-0KwiLw4","Restoran Padang"
"Rumah Makan Padang Nan Kanduang","5","4","Jl. Cihampelas No.304B","Kota Bandung","Jawa Barat","ID",,"+62 821-1109-1170","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Padang%20Nan%20Kanduang&query_place_id=ChIJV8eupMjnaC4RlHKsM0qAGjU","Rumah Makan"
"Putra Minang","4.3","240","Rm putra minang, Jl. Cigadung Raya Timur No.34","Kota Bandung","Jawa Barat","ID",,"+62 821-1688-4035","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Putra%20Minang&query_place_id=ChIJDzIaIKnnaC4RDSC4ldY6S1g","Restoran Padang"
"Cuanki unpir","5","1","pujasera kampus unisba depan bank bjb, Jl. Tamansari","Kota Bandung","Jawa Barat","ID",,"+62 897-9815-351","Toko Makanan Sehat",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20unpir&query_place_id=ChIJBWfciPrnaC4RZSgrlHNrexw","Toko Makanan Sehat"
"Cuanki EJ",,,"jl. Panumbang jaya dalam, RT 04/ RW 04 cidadap","Kota Bandung","Jawa Barat","ID",,"+62 812-3593-2643","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20EJ&query_place_id=ChIJBfd0gJPnaC4RPhB4MozouPw","Restoran Bakso"
"Cuanki Vinno","5","2","Jl. Sindang Sirna III No.44","Kota Bandung","Jawa Barat","ID",,"+62 819-3134-1007","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20Vinno&query_place_id=ChIJ90R-0yfnaC4R9fX48BDB2us","Restoran Indonesia"
"Dono House (PT Ari Utsaha Nusantara)","4.6","632","Jl. Belakang Ps. No.24, RT./RW/RW.010/015","Kota Bandung","Jawa Barat","ID","http://linktr.ee/baksodonoreborn","","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Dono%20House%20(PT%20Ari%20Utsaha%20Nusantara)&query_place_id=ChIJVVP6ZKznaC4R50Zq-nqn0sE","Restoran Bakso"
"Baso Solo Nuansa","4.4","82","Jl. Sersan Bajuri No.15","Kota Bandung","Jawa Barat","ID",,"+62 818-0952-6331","Restoran Bakso","Restoran Sate",,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Solo%20Nuansa&query_place_id=ChIJowkk3bnmaC4RVjlf4KswlWU","Restoran Bakso"
"Bakso kejar Defauri Putra Delima","4.8","57","Jl. Sadang Saip No.17b","Kota Bandung","Jawa Barat","ID",,"+62 831-4410-0832","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20kejar%20Defauri%20Putra%20Delima&query_place_id=ChIJSTcv1onnaC4R7Wuz8vHGukk","Restoran Bakso"
"Dwifa (Batagor, Baso Tahu, Cuanki )","5","27","Jl. Haur Pancuh No.7","Kota Bandung","Jawa Barat","ID",,"+62 812-2052-990","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dwifa%20(Batagor%2C%20Baso%20Tahu%2C%20Cuanki%20)&query_place_id=ChIJXbzQeC7naC4RDQQpik4MjcE","Restoran Bakso"
"Mie Bakso Barokah","4.6","300","Jl. Gagak No.30","Kota Bandung","Jawa Barat","ID",,"+62 821-1564-9364","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Bakso%20Barokah&query_place_id=ChIJU8kjfbLnaC4RMZcdEWzzOQ0","Restoran Bakso"
"Bakso Sono, Cikutra","5","750","Jl. Khp Hasan Mustopa Gg. Pelita II No.41A, RT.02/RW.02","Kota Bandung","Jawa Barat","ID",,"+62 812-2828-2292","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Sono%2C%20Cikutra&query_place_id=ChIJWalkIUznaC4RBvH95BqeiNA","Restoran Bakso"
"Bakso Bang Ucok Cidadap","4.5","123","Jl. Cidadap Girang","Kota Bandung","Jawa Barat","ID",,"+62 823-1668-7708","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Bang%20Ucok%20Cidadap&query_place_id=ChIJJ5TZ2rfmaC4Roa7LF4X-4m4","Restoran Bakso"
"BSA - BAKSO SEMAR ASLI, PAHLAWAN","4.4","426","Jl. Pahlawan No.73","Kota Bandung","Jawa Barat","ID",,"+62 819-1313-2323","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BSA%20-%20BAKSO%20SEMAR%20ASLI%2C%20PAHLAWAN&query_place_id=ChIJIzAxpu_naC4RFjohyx8421c","Restoran Indonesia"
"Baso Mang Asep","4.6","123","Jl. Sukagalih No.119","Kota Bandung","Jawa Barat","ID",,"+62 896-7924-4129","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Mang%20Asep&query_place_id=ChIJZ3oc72PmaC4RREpDASX7IIA","Restoran Bakso"
"Toko Bakso Budi","4.9","607","Jl. Dr. Setiabudi No.224","Kota Bandung","Jawa Barat","ID",,"+62 812-9898-1900","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Bakso%20Budi&query_place_id=ChIJwUbRDjHnaC4RvEfkTWBkQ34","Restoran"
"Bakso Kabayan Cikutra","4.5","199","Jl. Cikutra No.117","Kota Bandung","Jawa Barat","ID",,"+62 822-1617-6850","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Kabayan%20Cikutra&query_place_id=ChIJr87wxr3naC4R4WAkb241Kh8","Restoran Bakso"
"Mie Ayam Baso Cipaganti","4.5","2338","Jl. Cipaganti No.85","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/invites/contact/?i=gquhydnjmlyk&utm_content=kgcstdp","+62 895-0467-6886","Restoran Mie","Restoran Bakso",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Ayam%20Baso%20Cipaganti&query_place_id=ChIJZb_zaFzmaC4RTgd0x0hvju8","Restoran Mie"
"Minang Raya","4","62","Jl. Sukajadi No.7A","Kota Bandung","Jawa Barat","ID",,"+62 853-1761-4314","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Minang%20Raya&query_place_id=ChIJz-l_iGfmaC4RNW5bIzwIedQ","Restoran Padang"
"Bakso Malang Prasmanan 336","4.5","81","Jl. Dago Asri IV No.13","Kota Bandung","Jawa Barat","ID",,"+62 856-2175-183","Restoran Bakso","Restoran Prasmanan","Restoran Mie",,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Malang%20Prasmanan%20336&query_place_id=ChIJR-ibJ-PmaC4Rc23-xh60yD8","Restoran Bakso"
"Baso Solo Pasteur","4.4","67","Jl. Dr. Djunjunan No.27","Kota Bandung","Jawa Barat","ID",,"+62 813-2230-6401","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Solo%20Pasteur&query_place_id=ChIJcWRzVmjmaC4RqM_Y_OuR3bI","Restoran Bakso"
"Bakso Malang Tetelan ARTOMORO","5","7","Jl. Tubagus Ismail Bawah No.37","Kota Bandung","Jawa Barat","ID",,"+62 821-2686-1466","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Malang%20Tetelan%20ARTOMORO&query_place_id=ChIJvxUxG2XnaC4Rdc_Kw3aI78E","Restoran"
"Baso Enak","5","8","Jl. Jalaprang No.24","Kota Bandung","Jawa Barat","ID",,"+62 821-2645-0242","Toko Makanan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Enak&query_place_id=ChIJc8ecnkHnaC4Rz0lYgY90ZvY","Toko Makanan"
"Warung Nasi Padang Wa'Uda","4.5","76","Jl. Sukamulya No.32","Kota Bandung","Jawa Barat","ID",,"+62 821-1725-0037","Restoran Padang","Warung nasi",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Padang%20Wa'Uda&query_place_id=ChIJvSbKcmPmaC4RqbaZVEq-PyA","Restoran Padang"
"Rumah Makan Koto Baru","4.9","25","Jl. Sadang Serang No.6","Kota Bandung","Jawa Barat","ID",,"+62 853-2001-5517","Restoran Padang","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Koto%20Baru&query_place_id=ChIJeZ5Eg6vnaC4RSmv15bMGaFs","Restoran Padang"
"Nasi Padang ""Surya Minang"" Dago Barat","4.4","58","Jl. Dago Barat blk No.16","Kota Bandung","Jawa Barat","ID",,"+62 856-0131-8815","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Padang%20%22Surya%20Minang%22%20Dago%20Barat&query_place_id=ChIJWwLgn9HnaC4RiWLo1RM7rMk","Restoran Padang"
"Nasi Goreng Padang Surya Bundo, Dago","4.5","423","Jl. Ir. H. Juanda No.400","Kota Bandung","Jawa Barat","ID",,"+62 813-2007-5155","Warung nasi","Restoran Nasi Goreng",,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Padang%20Surya%20Bundo%2C%20Dago&query_place_id=ChIJe1eAXOLmaC4RvNjY5HG29rY","Warung nasi"
"Masakan Padang Panorama","4.6","31","Jl. Sukahaji No.51","Kota Bandung","Jawa Barat","ID",,"+62 818-0976-0215","Restoran Padang","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Masakan%20Padang%20Panorama&query_place_id=ChIJOTkk7JrmaC4Rv69DEUp7z5E","Restoran Padang"
"Restoran Paduko","4.7","66","Jl. Ir. H. Juanda No.183","Kota Bandung","Jawa Barat","ID",,"+62 877-7745-1863","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Restoran%20Paduko&query_place_id=ChIJ1wsPh-XnaC4RdvQ8GoRzv5I","Restoran Padang"
"Lamun Ombak","4.1","247","Jl. Cikutra Barat No.125","Kota Bandung","Jawa Barat","ID",,"+62 812-2471-1334","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lamun%20Ombak&query_place_id=ChIJX54nA6znaC4RPnfBIylECMg","Restoran Padang"
"Rumah Makan Pak Datuak","4.8","36","4J46+385, Jl. Gelap Nyawang","Kota Bandung","Jawa Barat","ID",,"+62 812-8173-1151","Restoran Padang","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Pak%20Datuak&query_place_id=ChIJJcRqYVDmaC4RhxGQSKlKmDk","Restoran Padang"
"Rumah Makan Padang","4.2","29","Jl. Jurang No.1","Kota Bandung","Jawa Barat","ID",,"","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Padang&query_place_id=ChIJG32-S17maC4RGb12WL13LMg","Restoran Padang"
"RM. Padang Cinto Raso 313","4.5","167","Belakang Toko Emas Sinar Jaya, Jl.Sukajadi Gg. Murdasan No.75","Kota Bandung","Jawa Barat","ID","https://cintoraso313.blogspot.com/","+62 821-1540-9101","Restoran Padang","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=RM.%20Padang%20Cinto%20Raso%20313&query_place_id=ChIJIXCdSWfmaC4R0EULxn2uJaA","Restoran Padang"
"Rumah Makan Padang Sambalado","4.2","45","Jl. Ciumbuleuit No.172","Kota Bandung","Jawa Barat","ID",,"+62 821-1784-0417","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Padang%20Sambalado&query_place_id=ChIJhbsZScLmaC4Rmv2uDO2FxIU","Restoran Padang"
"Masakan Padang","4.4","70","4H4W+QJP, Jl. Sukagalih","Kota Bandung","Jawa Barat","ID",,"","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Masakan%20Padang&query_place_id=ChIJMRF5SWfmaC4RahDFkWLmO-A","Restoran Padang"
"Nasi Padang Sarumpun Rayo","4.8","22","4J38+96J Gerobak Bandung, Jl. Dipati Ukur","Kota Bandung","Jawa Barat","ID",,"+62 813-1275-7482","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Padang%20Sarumpun%20Rayo&query_place_id=ChIJ_7kLvC_naC4RF5oChPTtnj8","Restoran Padang"
"Takana Raso 1","4.5","132","Jl. Cigadung Raya Timur No.71","Kota Bandung","Jawa Barat","ID",,"+62 812-2187-6600","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Takana%20Raso%201&query_place_id=ChIJWVw4jgfnaC4Rd_bpzoWz8XI","Restoran Padang"
"Nasi padang + sunda berkah 38","4.7","15","Jl. Sadang Serang gg. Pasir kaliki reuma No.38, RT.05/RW.19","Kota Bandung","Jawa Barat","ID",,"+62 812-2295-0314","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20padang%20%2B%20sunda%20berkah%2038&query_place_id=ChIJL1wWlsvnaC4RC64wZT1T1E4","Restoran Padang"
"RM sinar minang dago","4.9","12","Jl. Kanayakan No.2","Kota Bandung","Jawa Barat","ID",,"","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM%20sinar%20minang%20dago&query_place_id=ChIJPV6WCu3naC4Rw7unksg64FE","Restoran Padang"
"Rumah Makan Padang Sari Buana 10,000;","4.2","29","Jl. Cibarengkok No.47-46","Kota Bandung","Jawa Barat","ID",,"","Restoran Padang","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Padang%20Sari%20Buana%2010%2C000%3B&query_place_id=ChIJweEhygbnaC4RNjY3sw-psUI","Restoran Padang"
