"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Bengkel Panggilan Bandung","4.6","9","Jl. Cikutra Barat.97A, Cikutra, Kec. Cibeunying Kaler","Kota Bandung","Jawa Barat","ID",,"+62 821-1844-5814","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Panggilan%20Bandung&query_place_id=ChIJGQ5UulHnaC4R0y7BTu6g1Ts","Bengkel Sepeda Motor"
"Apotek City Farma","5","2","3MW5+W3R, Jl. Antapani Lama","Kota Bandung","Jawa Barat","ID",,"+62 22 92206579","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20City%20Farma&query_place_id=ChIJ7eP1hY3naC4Rwvk5LkTlt5A","Apotek"
"GarageTechSpeed","4.8","36","Jl. Cisitu Lama gang 4 No.57","Kota Bandung","Jawa Barat","ID",,"+62 898-8688-192","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GarageTechSpeed&query_place_id=ChIJuytcMfrmaC4RWwz4tj8aERw","Bengkel Sepeda Motor"
"Bengkel motor mas marno","4.9","19","4HFV+RQ5, Jl. Babakan Sukajadi","Kota Bandung","Jawa Barat","ID",,"+62 823-1223-89632","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%20mas%20marno&query_place_id=ChIJZ9uqkannaC4Rx5Hf6RutIxw","Bengkel Mobil"
"Deartofmine & Co.","5","6","Jl. Ir. H. Juanda No.273a","Kota Bandung","Jawa Barat","ID","http://instagram.com/deartofmine","+62 813-2440-0954","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Deartofmine%20%26%20Co.&query_place_id=ChIJW_JfcfzmaC4RHiFhSNogrHA","Bengkel Sepeda Motor"
"Apotek Cigadung","4.7","84","Jl. Cigadung Raya Timur No.24","Kota Bandung","Jawa Barat","ID","https://wa.me/6285173294232","+62 851-7329-4232","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Cigadung&query_place_id=ChIJw5GaJb3naC4RVeWvTDxZMVA","Apotek"
"Bengkel Damai Motor 95","5","35","Jl. Sukarajin I No.3 RT 08/13","Kota Bandung","Jawa Barat","ID","https://www.google.com/localservices/preprofile?spp=Cg0vZy8xMXNndmh0NHA4GhQSEgkHKE4mqOdoLhEAQI1NzwulATp8V2hzUUFCQUJFQUlpRTJKbGJtZHJaV3dnWkdGdFlXa2diVzkwYjNLcUFUd1FBU29YSWhOaVpXNW5hMlZzSUdSaGJXRnBJRzF2ZEc5eUtDWXlIeEFCSWh0Rmw1S0xDdnpRVXNwSHdFV2pTS2pmMldobGNlVVVTSzJsUTdJPQ%3D%3D&scp=ChtnY2lkOm1vdG9yY3ljbGVfcmVwYWlyX3Nob3ASFBISCQcoTiao52guEQBAjU3PC6UBGhNiZW5na2VsIGRhbWFpIG1vdG9yIhNiZW5na2VsIGRhbWFpIG1vdG9yKhNiZW5na2VsIGRhbWFpIG1vdG9y&q=bengkel%20damai%20motor&gfved=2ahUKEwip952w8eT9AhURpo4KHX5kB1IQm68HegQIABAa&ved=2ahUKEwip952w8eT9AhURpo4KHX5kB1IQhIwIKAF6BAgAEBk&vet=12ahUKEwip952w8eT9AhURpo4KHX5kB1IQhIwIKAF6BAgAEBk..i&hl=id-ID&gl=id&g2lbs=ALIxsqqQwE_dVvzwN9C1tVYi5llZgyahPkrz6UVanVbOu2yZh-NbLIlL1keYYNtH634Z1rLU62ZScZ1XVWajQmXlBcF9JyEd6FnSXfbiWmbMY8Der24bs1uZeQ5x2","+62 882-1817-4560","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Damai%20Motor%2095&query_place_id=ChIJ8Vh0SuXnaC4R0mVhP7gtLyI","Bengkel Sepeda Motor"
"Champion sederhana motor","2.8","30","Bengkel Sederhana Motor, Jl. Sederhana No.32","Kota Bandung","Jawa Barat","ID",,"+62 22 64404031","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Champion%20sederhana%20motor&query_place_id=ChIJAxOEfaXnaC4RyKIdO8SEovM","Bengkel Motor Skuter"
"Sinar Mulia Motor","4.5","92","Jl. Ir. H. Juanda No.331 A","Kota Bandung","Jawa Barat","ID",,"+62 22 2534024","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sinar%20Mulia%20Motor&query_place_id=ChIJKdlSKePmaC4Rf50g_eC--so","Bengkel Mobil"
"JOKER Variasi + Modifikasi motor Bandung. Rek BCA: . . . . 0176. a/n. Andre Wiguna (selain nama ini palsu).","4.2","321","Jl. Sukamaju No.45","Kota Bandung","Jawa Barat","ID",,"+62 813-2030-8008","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=JOKER%20Variasi%20%2B%20Modifikasi%20motor%20Bandung.%20Rek%20BCA%3A%20.%20.%20.%20.%200176.%20a%2Fn.%20Andre%20Wiguna%20(selain%20nama%20ini%20palsu).&query_place_id=ChIJXSmEs1_maC4R2ld7SxZ8fck","Bengkel Sepeda Motor"
"Bengkel motor Sabila jaya","4.7","160","sebelah hotel moscato, Jl. Raya Lembang","Kota Bandung","Jawa Barat","ID",,"+62 857-2421-7992","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%20Sabila%20jaya&query_place_id=ChIJ_6oFUNThaC4RTkA0eQWOa9g","Bengkel Sepeda Motor"
"Benz motorsport","5","29","Dago pojok tanggulan","Kota Bandung","Jawa Barat","ID",,"+62 821-2080-3771","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Benz%20motorsport&query_place_id=ChIJhRdA2-XnaC4RHCsyELEJjNA","Bengkel Sepeda Motor"
"Gm 07 (home garage)bengkel motor","4.9","59","Jl. Mukti","Kota Bandung","Jawa Barat","ID",,"+62 815-5935-535","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gm%2007%20(home%20garage)bengkel%20motor&query_place_id=ChIJG4wHGYTnaC4RgqmckjycLu4","Bengkel Sepeda Motor"
"Apotek Tubagus","4.6","342","Jl. Tubagus Ismail No.10","Kota Bandung","Jawa Barat","ID","https://lynk.id/apotektubagus","+62 851-6184-7480","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Tubagus&query_place_id=ChIJl12vzLHnaC4RhLzV9imaYfg","Apotek"
"Bengkel panggilan mobil dan motor kota bandung jawa barat","4.9","192","jln","Kota Bandung","Jawa Barat","ID","http://www.montirmotordanmobil24jam.com/","+62 895-2688-3592","Montir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20panggilan%20mobil%20dan%20motor%20kota%20bandung%20jawa%20barat&query_place_id=ChIJ9_EW3A7naC4Rc77C96DdQ6Y","Montir"
"Ledeng Motor Bandung","4.5","2139","Jl. Dr. Setiabudi No.237","Kota Bandung","Jawa Barat","ID","http://ledengmotor.com/","+62 878-8555-5071","Bengkel Sepeda Motor","Toko Suku Cadang Mobil","Bengkel Motor Skuter",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ledeng%20Motor%20Bandung&query_place_id=ChIJX7_Lq7nmaC4RouKBCOYm7ak","Bengkel Sepeda Motor"
"Bengkel motor family 18","3.4","5","depan indomaret pas pangkalan ojeg, Jl. Bojong Koneng","Kota Bandung","Jawa Barat","ID",,"+62 896-3634-3448","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%20family%2018&query_place_id=ChIJ1dfxWQDnaC4RA_5Qr_Ljst8","Bengkel Sepeda Motor"
"Fen Motor 52","4.5","34","Jl. Pelesiran No.52","Kota Bandung","Jawa Barat","ID",,"+62 813-2279-7767","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fen%20Motor%2052&query_place_id=ChIJGz8FHVvmaC4R-3biWAQyHdE","Bengkel Sepeda Motor"
"Sinar Motor","4","74","Jalan TBS. Ismail No.1 A","Kota Bandung","Jawa Barat","ID",,"+62 882-1838-8499","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sinar%20Motor&query_place_id=ChIJBedu86rnaC4R9ymwGzNOnvM","Bengkel Sepeda Motor"
"Surapati Motor","3.9","102","Jl. Surapati No.153","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Surapati%20Motor&query_place_id=ChIJZVLUDLHnaC4RCqevjsDn4XI","Bengkel Sepeda Motor"
"Chibenk Motor","4.6","119","Jl. Cikutra Barat No.46","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor","Toko Suku Cadang Motor","Layanan reparasi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chibenk%20Motor&query_place_id=ChIJYRzYRa_naC4RJH5NjJlLiEM","Bengkel Sepeda Motor"
"Dipoera87 Motor Sport","4.5","63","Jl. Sadang Saip No.88","Kota Bandung","Jawa Barat","ID",,"+62 857-7077-8092","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dipoera87%20Motor%20Sport&query_place_id=ChIJGz2F2qznaC4RqBKN3uRu850","Bengkel Sepeda Motor"
"SRB.MOTOR (bengkel yusup)","4.9","48","4J2Q+2RQ, Gg. Suka Bersih","Kota Bandung","Jawa Barat","ID",,"+62 851-7314-6130","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SRB.MOTOR%20(bengkel%20yusup)&query_place_id=ChIJF8Ukl9XnaC4Rv6urAdc5FJc","Bengkel Sepeda Motor"
"Nur Cholis Motor","4.1","212","Jl. Cikutra No.256","Kota Bandung","Jawa Barat","ID",,"+62 878-7768-9445","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nur%20Cholis%20Motor&query_place_id=ChIJR4HnxKLnaC4RGWZaKZsKzJY","Bengkel Sepeda Motor"
"Bengkel mobil panggilan bandung 24 jam (RJ AUTO CAR)","4.8","74","Jl.djunjunan No.154","Kota Bandung","Jawa Barat","ID","https://maps.app.goo.gl/iJeGbrikSY9tmyor6?g_st=aw","+62 895-3958-64950","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20mobil%20panggilan%20bandung%2024%20jam%20(RJ%20AUTO%20CAR)&query_place_id=ChIJtWtMRg3naC4RBWqL6nJ8Uec","Bengkel Mobil"
"Gins motor","4.9","38","Jl. Gama No.88m, RT.03/RW.05","Kota Bandung","Jawa Barat","ID",,"+62 882-1462-3207","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gins%20motor&query_place_id=ChIJ3TwoBADnaC4RjZJg6jm-H9Q","Bengkel Sepeda Motor"
"Palem Motor Bandung","4.9","15","Jl. Sadang Serang","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Palem%20Motor%20Bandung&query_place_id=ChIJzxi4S6rnaC4RU4Vq02Rz7Dg","Bengkel Sepeda Motor"
"Bengkel Motor Abila Pratama / Abila Pratama Motor",,"35",,,,,,"",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Abila%20Pratama%20%2F%20Abila%20Pratama%20Motor&query_place_id=ChIJoSjm_vDnaC4RTZHEvQKloRU",
"Top Jaya Motor","4.1","32","Jl. Ir. H. Juanda No.413","Kota Bandung","Jawa Barat","ID",,"+62 878-2193-0646","Bengkel Motor Elektrik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Top%20Jaya%20Motor&query_place_id=ChIJsZGMO-DmaC4RvHyC1dMCrDA","Bengkel Motor Elektrik"
"Championship Motor","3.6","278","4J77+MW6, Jl. Tubagus Ismail","Kota Bandung","Jawa Barat","ID","http://www.pinkclips.com/","+62 22 2504233","Bengkel Sepeda Motor","Toko",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Championship%20Motor&query_place_id=ChIJUbiUuPjmaC4RT_JT00OIcrM","Bengkel Sepeda Motor"
"Auto Jaya Motor","4.8","148","Jl. Cikutra Barat No.27","Kota Bandung","Jawa Barat","ID",,"+62 822-1323-1000","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Auto%20Jaya%20Motor&query_place_id=ChIJgUt5XK_naC4Rk1z_mzD-unE","Bengkel Sepeda Motor"
"Bengkel CTS","4.6","103","4J69+FHJ, Jl. Sekeloa Sel. I No.1","Kota Bandung","Jawa Barat","ID","http://shopee.co.id/bengkelcts","+62 821-1921-8286","Bengkel Sepeda Motor","Tempat Ibadah",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20CTS&query_place_id=ChIJTeGEBlXmaC4R-bhUU0hGLcI","Bengkel Sepeda Motor"
"Dewa Motor Indonesia - Cikutra Barat, Bandung","5","9","Jl. Cikutra Barat No.123","Kota Bandung","Jawa Barat","ID","https://dewamotor.com/","","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dewa%20Motor%20Indonesia%20-%20Cikutra%20Barat%2C%20Bandung&query_place_id=ChIJncxpbgDnaC4R2aEdmaGofSo","Bengkel Sepeda Motor"
"Montir Mobil Panggilan 24 Jam Bandung Pramudana Motor","4.9","54","Jl. Dr. Setiabudi No.254","Kota Bandung","Jawa Barat","ID","http://www.montirmobilpanggilan22.web.id/","+62 896-6821-6861","Montir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Montir%20Mobil%20Panggilan%2024%20Jam%20Bandung%20Pramudana%20Motor&query_place_id=ChIJJXmG9XzlaC4RxjRe0TZPNcw","Montir"
"Hadi Motor Bandung","4.4","152","Jl. Khp Hasan Mustopa No.153","Kota Bandung","Jawa Barat","ID",,"+62 22 7200108 ext. 7232403","Bengkel Mobil","Bengkel Mobil Antik","Bengkel Rem","Toko Aki Mobil","Layanan reparasi","Toko Ban",,,,,"https://www.google.com/maps/search/?api=1&query=Hadi%20Motor%20Bandung&query_place_id=ChIJTcpN7pPnaC4RpvkiDwQnfik","Bengkel Mobil"
"YANK MOTOR","3.1","282","Jl. Cikutra No.158-138","Kota Bandung","Jawa Barat","ID",,"","Toko",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=YANK%20MOTOR&query_place_id=ChIJ-8jR7J7naC4RCMoGxpdKb5c","Toko"
"batara motor","4.9","37","Jalan gagak 45, Jl. Gagak No.45","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=batara%20motor&query_place_id=ChIJU_-DIo7naC4R5XfC-q-xdhc","Bengkel Sepeda Motor"
"MI Tech (Rakit PC Bandung)","5","92","Jl. Alkateri Gg. Masjid Jami Al-Falah No.275/13D, RT.04/RW.01","Kota Bandung","Jawa Barat","ID","https://www.youtube.com/channel/UCvYazsgq34O7gSi2vpV_x5Q","+62 857-3013-3690","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MI%20Tech%20(Rakit%20PC%20Bandung)&query_place_id=ChIJYxS5WrnnaC4RfmHh-llHYYo","Toko Komputer"
"Service Laptop Bandung (GawaiKita)","4.9","1414","Jalan traktor 123 dekat cicukang belakang kantor PU ujung berung","Kota Bandung","Jawa Barat","ID","https://gawaikita.com/","+62 811-2221-201","Toko Komputer","Servis Komputer","Layanan reparasi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Service%20Laptop%20Bandung%20(GawaiKita)&query_place_id=ChIJKawQGtLnaC4RiL_SvWUHAlc","Toko Komputer"
"Veezee Computindo","4.5","11","Komplek Graha Pesona, Jl. Pesona II No.B15","Kota Bandung","Jawa Barat","ID","https://linktr.ee/veezeecomp","+62 822-2777-4317","Toko Komputer","Grosir komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Veezee%20Computindo&query_place_id=ChIJtb1dpkbdaC4RQ5Bj8vYDLHk","Toko Komputer"
"Star Jaya Motor","2.3","51","Jl. Cikutra Barat No.75","Kota Bandung","Jawa Barat","ID",,"+62 22 91151771","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Star%20Jaya%20Motor&query_place_id=ChIJmbl32K7naC4RygwCn2I6B-w","Bengkel Sepeda Motor"
"Santika Agrapana Tech","4.9","79","Jl. Setra Dago Raya No.7","Kota Bandung","Jawa Barat","ID","https://www.tokopedia.com/agrapana-tech","+62 878-2333-8246","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Santika%20Agrapana%20Tech&query_place_id=ChIJv_EbVZbnaC4RcQydavLIztk","Toko Komputer"
"Sentral Motor","4.7","70","Jl. Cikondang No.1 A","Kota Bandung","Jawa Barat","ID",,"+62 22 2500489","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sentral%20Motor&query_place_id=ChIJqYPmKK_naC4RnBWDT_Pumvo","Bengkel Sepeda Motor"
"Pacific Computer Bandung","4.9","13","Jalan Jenderal Ahmad Yani No.238, Komplek Pertokoan Jaya Plaza Lantai Dasar, Blok i. 1","Kota Bandung","Jawa Barat","ID",,"+62 813-1246-7573","Toko Komputer","Servis Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pacific%20Computer%20Bandung&query_place_id=ChIJJfNDCdLnaC4RIXIAbvE36NE","Toko Komputer"
"MSI Store by Sakura","4.6","80","Istana Bandung Electronic Centre 2, Jl. Purnawarman No.13-15 Lantai 2 blok Z-07","Kota Bandung","Jawa Barat","ID",,"+62 811-2143-839","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MSI%20Store%20by%20Sakura&query_place_id=ChIJez7XDzjmaC4R3wh6r9MsOWc","Toko Komputer"
"GMP Comp / Golden Multi Prima / Game Mod Prime ( Marketplace)","4.7","30","Jl. A. Yani No.330","Kota Bandung","Jawa Barat","ID","https://lynk.id/gmp","+62 877-8450-6868","Toko Komputer","Toko Aksesori Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GMP%20Comp%20%2F%20Golden%20Multi%20Prima%20%2F%20Game%20Mod%20Prime%20(%20Marketplace)&query_place_id=ChIJc9FlwCHmaC4RHTjkbGBVrIA","Toko Komputer"
"Wariz Notebook Bandung store","5","34","Jl ibrahim adjie no 47 BTM (Bandung Trade Mall) Cicadas lt 2 Blok AA03 BTM Cicadas lantai 2 Blok AA No 03","Kota Bandung","Jawa Barat","ID",,"+62 813-2405-8460","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wariz%20Notebook%20Bandung%20store&query_place_id=ChIJITpuzVDpaC4Rfjg7DcTC8XY","Toko Komputer"
"bandung laptop service ( jual beli laptop - service laptop - sparepart laptop)","4.9","87","MALL ISTANA, Bandung Electronic Center, lantai 2 blok t29","Kota Bandung","Jawa Barat","ID",,"+62 815-7332-7735","Servis Komputer","Toko Aksesori Komputer","Jasa Reparasi Komputer","Toko Komputer","Jasa perbaikan mesin",,,,,,"https://www.google.com/maps/search/?api=1&query=bandung%20laptop%20service%20(%20jual%20beli%20laptop%20-%20service%20laptop%20-%20sparepart%20laptop)&query_place_id=ChIJd8xVAiznaC4Rc8DbNJZQ9Rs","Servis Komputer"
"Makmur Jaya Motor","5","27","Jl. PHH Mustofa No129 B, Cibeunying Kaler","Kota Bandung","Jawa Barat","ID",,"+62 878-2132-1479","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Makmur%20Jaya%20Motor&query_place_id=ChIJ_SVF0ZXnaC4RT9ecJ93weGc","Bengkel Sepeda Motor"
"Bengkel Honda AHASS 06541 Sampurna Motor Bandung","4.9","1118","Jl. Surapati No.185","Kota Bandung","Jawa Barat","ID",,"+62 22 2504675","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Honda%20AHASS%2006541%20Sampurna%20Motor%20Bandung&query_place_id=ChIJZRgGT1HnaC4RmCQw-6aQX4I","Bengkel Sepeda Motor"
"Frontcomp - Toko Komputer Bandung","4.6","16","Komp.Jaya Plaza, Jl. A. Yani No.238 Lantai 1, Blok D1","Kota Bandung","Jawa Barat","ID","https://tk.tokopedia.com/ZSSpJdeHU/","+62 895-1230-8009","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Frontcomp%20-%20Toko%20Komputer%20Bandung&query_place_id=ChIJYyd-ENLnaC4RUNQJUHGVE4k","Toko Komputer"
"Bhineka Global Solutions Bandung","5","2","Jl. Soekarno Hatta, Ruko Jl. MTC Barat No.590 Blok H","Kota Bandung","Jawa Barat","ID","https://bhinekaglobalsolutions.com/","+62 813-8042-9056","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bhineka%20Global%20Solutions%20Bandung&query_place_id=ChIJhYwAfrfpaC4R2tzBmlkZbms","Toko Komputer"
"Indo Rental Bandung","4.8","30","Jalan Soekarno Hatta. 590, Ruko MIM BLOK H. 55","Kota Bandung","Jawa Barat","ID","https://www.indorentalmedia.com/","+62 812-2888-4845","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indo%20Rental%20Bandung&query_place_id=ChIJszWXnxnoaC4R9HfmQXQyzRc","Toko Komputer"
"Dan's Komputer","4.1","9","Jl. Ciwastra Ruko A 3 No.147","Kota Bandung","Jawa Barat","ID",,"+62 895-2502-2211","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dan's%20Komputer&query_place_id=ChIJm7AfujroaC4RoqCn_tM7wyI","Toko Komputer"
"GT Computer","3.2","29","Kompel Setradago Blok IV No 1","Kota Bandung","Jawa Barat","ID","https://shopee.co.id/shop/98542647/?page=0","+62 812-2226-9501","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GT%20Computer&query_place_id=ChIJvRMnVS3naC4RieDoV3tWBQU","Toko Komputer"
"TJ MOTOR","5","15","3JXV+XF6, Jl. Khp Hasan Mustopa","Kota Bandung","Jawa Barat","ID",,"+62 831-3137-3532","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TJ%20MOTOR&query_place_id=ChIJtQYbddnnaC4RxMOpVFXJ68Y","Bengkel Sepeda Motor"
"Issota Store","5","1","Jl. Ciwastra No.82A","Kota Bandung","Jawa Barat","ID",,"+62 878-2451-8565","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Issota%20Store&query_place_id=ChIJlSES_i_oaC4R0Ot4yWlB8dk","Toko Komputer"
"XT komputer","3.8","32","Jl. Arcamanik Endah No.127","Kota Bandung","Jawa Barat","ID","https://tokopedia.link/pvUXnd3IzCb","+62 821-1536-4446","Toko Komputer","Layanan dan Dukungan Komputer","Toko Komputer Bekas",,,,,,,,"https://www.google.com/maps/search/?api=1&query=XT%20komputer&query_place_id=ChIJu-ly8y_daC4RQ0fBZ188oYo","Toko Komputer"
"AA Computer Bandung","5","178","Bandung Trade Mall, Jl. Ibrahim Adjie No.47","Kota Bandung","Jawa Barat","ID","https://sites.google.com/view/aa-computer-bandung/beranda","+62 896-6447-7562","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AA%20Computer%20Bandung&query_place_id=ChIJy_6BLOLvaC4RYKbviJ8Kf48","Toko Komputer"
"PT.Gallery Notebook Indonesia","4.8","24","Jl. Madani Regency No.B7","Kota Bandung","Jawa Barat","ID",,"+62 811-2001-307","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PT.Gallery%20Notebook%20Indonesia&query_place_id=ChIJ9WTPgMLnaC4Rml6wn_KnrRE","Toko Elektronik"
"AGRES ID BANDUNG ELECTRONIC CENTER 3","5","296","Istana BEC, Jl. Purnawarman No.13-15 Lantai 1 Blok D01","Kota Bandung","Jawa Barat","ID",,"+62 811-1997-2604","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AGRES%20ID%20BANDUNG%20ELECTRONIC%20CENTER%203&query_place_id=ChIJNdnRzXLnaC4RGVCa8WrBL9c","Toko Komputer"
"Raja Laptop x Eksklusif Komputer","5","23","Istana BEC, Jl. Purnawarman No.13-15 LANTAI 2 BLOK R2","Kota Bandung","Jawa Barat","ID","https://id.shp.ee/H78d1Uk","+62 819-0102-5421","Toko Elektronik","Toko Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Raja%20Laptop%20x%20Eksklusif%20Komputer&query_place_id=ChIJaZUOu4HnaC4RlFxMOjYVqVQ","Toko Elektronik"
"BRADER COMPUTER (Jual Beli & Service Laptop)","4.6","52","BEC MALL, Jl. Purnawarman No.13-15 LT.2 BLOK T28","Kota Bandung","Jawa Barat","ID","http://bandungservicelaptop.com/","+62 821-1828-7963","Toko Komputer","Jasa Reparasi Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BRADER%20COMPUTER%20(Jual%20Beli%20%26%20Service%20Laptop)&query_place_id=ChIJVUhMlBHnaC4RDGk_K41lEhg","Toko Komputer"
"Retail Solution BEC","4","42","RETAIL SOLUTION Istana BEC Bandung Elektronik Center lantai 1 blok A-11, Jl. Purnawarman No.13-15","Kota Bandung","Jawa Barat","ID","http://www.tokopedia.com/retailsolution","+62 813-9488-8677","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Retail%20Solution%20BEC&query_place_id=ChIJ4XKNDzjmaC4RGxlBd97IRG0","Toko Komputer"
"Jual-Beli Laptop di Bandung (Hatena ReTech)","4.9","59","Jl. Griya Sukaati No.13","Kota Bandung","Jawa Barat","ID","https://wa.me/6282317959708","+62 823-1795-9708","Toko Komputer Bekas","Toko Aksesori Komputer","Klub komputer","Konsultan Komputer","Jasa Reparasi Komputer","Servis Komputer","Toko Software Komputer","Toko Komputer","Layanan dan Dukungan Komputer","Grosir komputer","https://www.google.com/maps/search/?api=1&query=Jual-Beli%20Laptop%20di%20Bandung%20(Hatena%20ReTech)&query_place_id=ChIJSVTE3LvpaC4R5C-4u9y95to","Toko Komputer Bekas"
"GX COMPUTER","4.7","119","Ruko Segitiga Emas Kosambi, Jl. A. Yani No.c05","Kota Bandung","Jawa Barat","ID","http://tokopedia.com/gxcompbandung","+62 877-7444-1999","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GX%20COMPUTER&query_place_id=ChIJk4gjtGLnaC4RqyNP2zNrtgg","Toko Komputer"
"Platinum Store | Bandung","5","124","Jl. Kartini No.9","Kota Bandung","Jawa Barat","ID","https://platinumkomputer.com/","+62 821-3153-5370","Toko Elektronik","Toko Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Platinum%20Store%20%7C%20Bandung&query_place_id=ChIJaUDn7i3maC4RDoZO2aSXn_g","Toko Elektronik"
"AL - AZIZ Computer","4.6","45","Pertokoan Jaya Plaza, 7 Jl. A. Yani No.238 L1 BLOK H6","Kota Bandung","Jawa Barat","ID",,"+62 813-1396-1069","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AL%20-%20AZIZ%20Computer&query_place_id=ChIJO0F2ENLnaC4RHRsMRwMXo0Y","Toko Komputer"
