"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","url","categoryName"
"Warung Nasi Ampera","3.9","1117","Jl. Cihampelas No.118","Kota Bandung","Jawa Barat","ID",,"+62 852-2030-0680","Restoran Sunda","Warung nasi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Ampera&query_place_id=ChIJZXAZrETmaC4RHaY4e8VQN34","Restoran Sunda"
"Saung Priangan","4.8","4","Jl. Sirnagalih No.15","Kota Bandung","Jawa Barat","ID",,"","Restoran Sunda","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Saung%20Priangan&query_place_id=ChIJi472oY3maC4RJFWBOW_kTXY","Restoran Sunda"
"Jalan Tubagus Ismail No.2 Lebak Gede Kecamatan Coblong Kota Bandung",,,"Jl. Tubagus Ismail No.2","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jalan%20Tubagus%20Ismail%20No.2%20Lebak%20Gede%20Kecamatan%20Coblong%20Kota%20Bandung&query_place_id=ChIJUcBkIQDnaC4RuE2RqqoyFlk","Warung tegal"
"Nasi Sunda Warung","4.5","12","4HJR+WJV, Jl. Gegerkalong Tengah","Kota Bandung","Jawa Barat","ID",,"+62 22 2020274","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Sunda%20Warung&query_place_id=ChIJmWTMEZbmaC4RZeq2cojWstQ","Restoran Sunda"
"Rumah Makan Sunda","4.7","3","Jl. Merak No.11","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Sunda&query_place_id=ChIJaeSGQGDnaC4RmZBrlCRmoIk","Restoran"
"Ampera Rumah Makan","4.1","377","JL. Doktor Setiabudi, No. 286 RT. 01 RW. 03, Ledeng Cidadap, Bandung","Kota Bandung","Jawa Barat","ID",,"+62 22 2014034","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ampera%20Rumah%20Makan&query_place_id=ChIJ85k1I77maC4RXeSfqChbKJg","Restoran Sunda"
"RM. Ariajipang","4.5","95","sebelah Dapen Telkom, Jl. Surapati No.153C","Kota Bandung","Jawa Barat","ID",,"+62 821-2828-1916","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM.%20Ariajipang&query_place_id=ChIJ53zWajTmaC4RLDensgIme6s","Restoran Sunda"
"Griya Dahar Ibu Kadi","4.1","170","JL. Dr Djundjunan Kav No.178","Kota Bandung","Jawa Barat","ID",,"+62 811-208-178","Restoran Sunda","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Griya%20Dahar%20Ibu%20Kadi&query_place_id=ChIJ--DFgjDmaC4RxjnMHPRIZYY","Restoran Sunda"
"Warung Sunda Kang @wan","4.3","35","Jl. Dr. Djunjunan No.71","Kota Bandung","Jawa Barat","ID",,"+62 856-5926-8693","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sunda%20Kang%20%40wan&query_place_id=ChIJLaYT3WXmaC4RBbBACv_jXz8","Restoran Sunda"
"Warteg Nabilah Zaki","4.8","4","4HHR+VVV","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Nabilah%20Zaki&query_place_id=ChIJcURcJpTmaC4Rbsr-Ufrtz44","Warung tegal"
"Warung Khas Sunda Pawon Bu Yuli","5","2","Jl. Sarimanah No.102 blok 10","Kota Bandung","Jawa Barat","ID",,"+62 838-6333-6572","Restoran Sunda","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Khas%20Sunda%20Pawon%20Bu%20Yuli&query_place_id=ChIJN4yQAVvnaC4RBgpCCeeNbCY","Restoran Sunda"
"Warung Nasi Khas Sunda Laksana Sutami","4.3","581","Jl. Prof. Dr. Sutami No.67","Kota Bandung","Jawa Barat","ID","http://www.warungnasilaksana.wordpress.com/","+62 22 2003723","Restoran Sunda","Rumah Makan","Warung nasi","Restoran",,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Khas%20Sunda%20Laksana%20Sutami&query_place_id=ChIJQc4tJ47maC4RLi9N6flDhYE","Restoran Sunda"
"Warung nasi","4","2","Jl. Sidomukti","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20nasi&query_place_id=ChIJncBwVq7naC4RbnPsq-4NHCk","Warung tegal"
"Warteg Barokah Jaya Tubagus","4.4","9","Jl. Tubagus Ismail Dalam No.51","Kota Bandung","Jawa Barat","ID",,"+62 856-2282-986","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Barokah%20Jaya%20Tubagus&query_place_id=ChIJgfTqtVXmaC4RNwTPmp5NP8Y","Warung tegal"
"WARTEG ABAH","5","2","Jl. Puyuh No.1","Kota Bandung","Jawa Barat","ID",,"+62 22 5223449","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=WARTEG%20ABAH&query_place_id=ChIJlx0PxP7naC4R9As5yY2fu1E","Warung tegal"
"Warteg Harapan Jaya 2","4","9","Jl. Gegerkalong Girang No.88","Kota Bandung","Jawa Barat","ID",,"+62 877-3013-7265","Warung tegal","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Harapan%20Jaya%202&query_place_id=ChIJQ7BH9bzmaC4RFMlBAXCtMTY","Warung tegal"
"Warteg Sutarno","5","3","4J2F+7F6","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Sutarno&query_place_id=ChIJFxAf9kXnaC4Rs75xv-e1Cco","Warung tegal"
"Resto sunda",,,"Jl. Karang Tineung No.1a","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Resto%20sunda&query_place_id=ChIJfZs9GgDnaC4Rk6mJntXvNrs","Restoran Indonesia"
"Warteg Kj Kembar Jaya","4.8","4","Jl. Sekeloa No.2","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Kj%20Kembar%20Jaya&query_place_id=ChIJQVfjOFTmaC4RSP_L56JFwmE","Warung tegal"
"Padasuka Park C3-6, Pasirlayung, Cibeunying Kidul, Kota Bandung","5","4","4M46+W3G","Kota Bandung","Jawa Barat","ID",,"","Restoran Masakan Ayam",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Padasuka%20Park%20C3-6%2C%20Pasirlayung%2C%20Cibeunying%20Kidul%2C%20Kota%20Bandung&query_place_id=ChIJiZR5P0HnaC4RFttipmfq77s","Restoran Masakan Ayam"
"Warteg Bahari Bu Harti","5","10","Jl. Cibogo No.63b","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Bahari%20Bu%20Harti&query_place_id=ChIJxZ8pS8LnaC4RCLCeLHXNnhU","Warung tegal"
"Warteg Kharisma Bahari Tubagus Ismail",,,"Jl. Tubagus Ismail No.2","Kota Bandung","Jawa Barat","ID",,"+62 877-8401-5551","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Kharisma%20Bahari%20Tubagus%20Ismail&query_place_id=ChIJNTKvHwnnaC4RYpACJCe8tPs","Warung tegal"
"Tunas Mekar Gunung Batu Kota Bandung",,,"Jl. Gn. Batu No.62 D","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/tunasmekar_gnbatu","+62 812-8915-0875","Toko Peralatan dan Bahan Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tunas%20Mekar%20Gunung%20Batu%20Kota%20Bandung&query_place_id=ChIJd0WPPXHlaC4RzBcvNPfmKfw","Toko Peralatan dan Bahan Kue"
"Warung Makan Sunda Sejati","4.5","2","Jl. Dagopojok No.29","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Makan%20Sunda%20Sejati&query_place_id=ChIJ4WpT9KHnaC4R4tTiErD4cFA","Restoran Indonesia"
"Warteg aura bahari","4","6","Jl. Sirnamanah No.12-4","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20aura%20bahari&query_place_id=ChIJGbUZ5SXnaC4R2OsAzl1vADE","Warung tegal"
"Warteg Azzah","3.4","5","Jl. Cihampelas No.207","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Azzah&query_place_id=ChIJM_AMqlzmaC4R0-3kmvaGuco","Warung tegal"
"SARI WANGI Makanan Lembur Sunda Asli",,,"4JG3+4XJ, Jl. Ciumbuleuit","Kota Bandung","Jawa Barat","ID",,"+62 822-5986-733","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SARI%20WANGI%20Makanan%20Lembur%20Sunda%20Asli&query_place_id=ChIJR44h-U7naC4RceYHZrQh5fA","Restoran Sunda"
"Dumuk Bareto","4.5","1629","Jl. Sukawangi No.1A","Kota Bandung","Jawa Barat","ID",,"","Restoran Sunda","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dumuk%20Bareto&query_place_id=ChIJL7UpQmfnaC4Ry-ylRJBtwdg","Restoran Sunda"
"Saung Baraya","5","2","Jl. Cihampelas No.147","Kota Bandung","Jawa Barat","ID",,"+62 22 2038957","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Saung%20Baraya&query_place_id=ChIJmQz6i1vmaC4Rdb1Lcsij1WU","Restoran Sunda"
"Lalapan Ikan Laut & Ayam Goreng","4","610","Jl. Gn. Batu","Kota Bandung","Jawa Barat","ID",,"+62 812-2246-4785","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lalapan%20Ikan%20Laut%20%26%20Ayam%20Goreng&query_place_id=ChIJpSfq8M3laC4RC1Yo5DoYD64","Restoran Sunda"
"Roti Sri-Kaya SKJ Bandung","3.2","9","Jl. H. Hasan No.19","Kota Bandung","Jawa Barat","ID","https://instagram.com/rotisrikayaskj.bandung?utm_medium=copy_link","","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Roti%20Sri-Kaya%20SKJ%20Bandung&query_place_id=ChIJ-70mB9_naC4RofAGLrKjTj0","Toko Roti"
"Kantin Tamansari 21","4.5","1192","Jl. Tamansari No.21","Kota Bandung","Jawa Barat","ID",,"+62 22 4219080","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kantin%20Tamansari%2021&query_place_id=ChIJf132j0XmaC4RNdYFpEfhQEQ","Restoran Sunda"
"Rumah Makan Sunda Asep Jaja","3.8","4","Jl. Cemara Selatan No.19, RT.1/Rw2","Kota Bandung","Jawa Barat","ID",,"","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Sunda%20Asep%20Jaja&query_place_id=ChIJ05RPcWjnaC4Riw7Xt3gJhNE","Restoran Sunda"
"Warteg Sahabat","3","4","Jl. Cikondang No.29","Kota Bandung","Jawa Barat","ID",,"+62 857-4264-1486","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Sahabat&query_place_id=ChIJuZmgIannaC4R8Vd9swySY1U","Warung tegal"
"Gepuk Ny Yong","4.5","580","Jl. Dr. Setiabudi No.144","Kota Bandung","Jawa Barat","ID",,"+62 22 2035036","Restoran Sunda","Makanan dan Minuman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gepuk%20Ny%20Yong&query_place_id=ChIJl0mFH5PmaC4RFqOTzSaKzXk","Restoran Sunda"
"Punclut","4.7","784","No.180m, Jl. Bukit Raya Atas No.180","Kota Bandung","Jawa Barat","ID",,"","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Punclut&query_place_id=ChIJzXTHFGPnaC4RUdd1bD-3RyQ","Restoran Sunda"
"Cemilan Keto | Kue Gluten Free, Sugar Free, Snack Sehat Halal","5","7","Jl. Cipaku Indah II No.kavling 14","Kota Bandung","Jawa Barat","ID","http://www.cemilanketo.com/","+62 852-2040-5800","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cemilan%20Keto%20%7C%20Kue%20Gluten%20Free%2C%20Sugar%20Free%2C%20Snack%20Sehat%20Halal&query_place_id=ChIJY26XbDvnaC4R4l1mV3hNIhw","Toko Roti"
"PD. Djitu","3.3","3","Balubur Town Square, Jl. Tamansari No.3 Lt.D2 O-19","Kota Bandung","Jawa Barat","ID",,"+62 815-6070-866","Toko Peralatan Hiasan Kue","Minimarket",,,,,,,,"https://www.google.com/maps/search/?api=1&query=PD.%20Djitu&query_place_id=ChIJ5QkWFUXmaC4RucQ9QRW6NFk","Toko Peralatan Hiasan Kue"
"Cute Cake Bandung","5","1",,"Kota Bandung","Jawa Barat","ID",,"","Toko",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cute%20Cake%20Bandung&query_place_id=ChIJd4hUvPvnaC4RUF7HAIg93dQ","Toko"
"Waroeng Sunda","4.6","5","Jl. Gagak No.5","Kota Bandung","Jawa Barat","ID",,"+62 22 61561308","Restoran Sunda","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Waroeng%20Sunda&query_place_id=ChIJJ_g25bLnaC4RgHIIY0OW88U","Restoran Sunda"
"Aneka Kue Basah & Kue Kering, Setia Rasa, Bandung",,,"Jl. Gegerkalong Tengah No.71","Kota Bandung","Jawa Barat","ID",,"+62 812-2226-6357","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aneka%20Kue%20Basah%20%26%20Kue%20Kering%2C%20Setia%20Rasa%2C%20Bandung&query_place_id=ChIJ7261RG3naC4RR3H9JKZA3Eo","Toko Kue"
"Eulis cake","5","3","Jl. Kiputih Dalam No.30, RT.04/RW.5","Kota Bandung","Jawa Barat","ID",,"+62 877-2858-4598","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Eulis%20cake&query_place_id=ChIJUylOAz3naC4Rqiw0CJwwZRM","Toko Kue"
"Puding Aroma","3.8","5","3JX3+77H, Jl. Dr. Hatta","Kota Bandung","Jawa Barat","ID",,"+62 817-736-600","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Puding%20Aroma&query_place_id=ChIJHQNu8UPmaC4RPdk4LOeSHAk","Toko Kue"
"Warteg Amalia","5","3","Jl. Gegerkalong Girang No.39","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Amalia&query_place_id=ChIJlzfu1o7naC4R2E-JAdZSp7U","Warung tegal"
"Ibu Haji Ciganea","4.2","288","Jl. Dr. Djunjunan No.84","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ibu%20Haji%20Ciganea&query_place_id=ChIJp4HNhunnaC4RbV1k7ih3pRA","Restoran"
"Pandan Wangi oleh2 bandung","4.9","7","Jl. Gegerkalong Girang No.57","Kota Bandung","Jawa Barat","ID",,"+62 813-9905-3808","Toko Suvenir","Toko Kue",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pandan%20Wangi%20oleh2%20bandung&query_place_id=ChIJdcL1N7zmaC4RROL_Em1nDqU","Toko Suvenir"
"Warteg Podomoro","3.8","4","Jl. Dagopojok No.7","Kota Bandung","Jawa Barat","ID",,"+62 895-3103-7614","Warung tegal","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Podomoro&query_place_id=ChIJW7ZJFMznaC4R_JRoolgzjfI","Warung tegal"
"Warteg Mulya Jaya",,,"Jl. Sarimanah No.78, RW.01","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Mulya%20Jaya&query_place_id=ChIJOyXFxJzmaC4REr1JqfSTSgc","Warung tegal"
"Ditacakesandcookies","5","3","Jl. Cipaku Indah II No.8","Kota Bandung","Jawa Barat","ID",,"+62 811-2223-927","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ditacakesandcookies&query_place_id=ChIJ1WEa8urnaC4RN-o3KTKgZeE","Toko Roti"
"Delici's Cake Bakery & Cookies Baltos",,,"Balubur Town Square, Jl. Tamansari No.3 Lt.D2 O-25","Kota Bandung","Jawa Barat","ID",,"+62 812-2147-2222","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Delici's%20Cake%20Bakery%20%26%20Cookies%20Baltos&query_place_id=ChIJ69cCakXmaC4Rs4QYxp957PY","Toko Kue"
"Kantin AA - Sekeloa","4.5","1740","Jl. Sekeloa Sel. I No.14","Kota Bandung","Jawa Barat","ID",,"+62 821-1706-4545","Restoran","Restoran Sunda",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kantin%20AA%20-%20Sekeloa&query_place_id=ChIJNT5DTFTmaC4RFjgDCQxVGqg","Restoran"
"Warung Urang Sunda Bpk. Endi/Ibu Dewi","5","5","Jl. Sekeloa Tengah kel No.135/152 c, RT.03/RW.04","Kota Bandung","Jawa Barat","ID",,"+62 812-1448-5328","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Urang%20Sunda%20Bpk.%20Endi%2FIbu%20Dewi&query_place_id=ChIJw1zYrhLnaC4RDJPiwyYsOqE","Restoran Sunda"
"Warung Sunda Pak Cepi","5","2","Jl. Sukamaju No.46","Kota Bandung","Jawa Barat","ID",,"","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sunda%20Pak%20Cepi&query_place_id=ChIJTf-Sy1_maC4RsLdkOA7UxRc","Restoran Sunda"
"Rumah Makan Ohana","5","4","Jl. Sersan Sodik No.38","Kabupaten Bandung Barat","Jawa Barat","ID",,"","Restoran Sunda","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Ohana&query_place_id=ChIJ6-C8GDbhaC4RfU5ZpD-GxAg","Restoran Sunda"
"Mille Crepes by Cute Cake Bandung",,,"Jl. Sukamantri I","Kota Bandung","Jawa Barat","ID",,"","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mille%20Crepes%20by%20Cute%20Cake%20Bandung&query_place_id=ChIJnyqbV7PnaC4Rjxd8nWNFOs8","Toko Kue"
"WARTEG RESTU IBU PENGKOLAN","5","1","Jl. Tubagus Ismail Bawah No.2","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=WARTEG%20RESTU%20IBU%20PENGKOLAN&query_place_id=ChIJv5N2WgDnaC4R_De0Ii_lWKw","Warung tegal"
"Warteg dan Cafe eNZet","3","3","Jl. Gegerkalong Girang No.1","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20dan%20Cafe%20eNZet&query_place_id=ChIJVRBiWb7maC4RfGv9BzgviKY","Warung tegal"
"Ping Ping Cake","4.6","38","Jl. Tamansari No.66","Kota Bandung","Jawa Barat","ID",,"","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ping%20Ping%20Cake&query_place_id=ChIJXR2eLADnaC4RZGT4kP2wcms","Toko Kue"
"Rumah Makan Dapur Kuring","4.5","17","Jl. Gegerkalong Girang No.20","Kota Bandung","Jawa Barat","ID",,"+62 812-2002-994","Restoran Sunda","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Dapur%20Kuring&query_place_id=ChIJ-USGOrzmaC4Rl49mBns3_J8","Restoran Sunda"
"786 Warteg Bahari","4.2","5","Jalan Babakan Cianjur No.31, Sukaraja, Cicendo","Kota Bandung","Jawa Barat","ID",,"+62 819-3138-3442","Warung tegal","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=786%20Warteg%20Bahari&query_place_id=ChIJs-I1LtLlaC4RRNr03zFfqXY","Warung tegal"
"Dapoer Ngeboel Bu Ai","4.5","327","Jl. Ciumbuleuit No.115 165B","Kota Bandung","Jawa Barat","ID",,"+62 22 2042766","Restoran Prasmanan","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dapoer%20Ngeboel%20Bu%20Ai&query_place_id=ChIJJ_BjtcPmaC4Rtkv4nub7_UQ","Restoran Prasmanan"
"Warung Sunda Teh Eneng","5","5","4JC6+F89","Kota Bandung","Jawa Barat","ID",,"","Kedai Sarapan & Makan Siang",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sunda%20Teh%20Eneng&query_place_id=ChIJCcPs21bnaC4RaEf4Ebnm-Sg","Kedai Sarapan & Makan Siang"
"Warteg Sami Asih","3.8","13","Jl. Kebon Bibit No.1","Kota Bandung","Jawa Barat","ID",,"+62 856-2420-8995","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Sami%20Asih&query_place_id=ChIJKcbzqFrmaC4R9sajvZHah3o","Warung tegal"
"Warteg Sri Rejeki","4.4","7","Jl. Dr. Setiabudi No.139","Kota Bandung","Jawa Barat","ID",,"+62 815-4819-4501","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Sri%20Rejeki&query_place_id=ChIJVZv-NZTmaC4ROY3ySecMSXw","Warung tegal"
"Tbk Dago Baking Center","4.5","11","Jl. Bukit Dago Utara No.20","Kota Bandung","Jawa Barat","ID",,"","Toko Peralatan dan Bahan Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tbk%20Dago%20Baking%20Center&query_place_id=ChIJM2lgdyXdaC4Ruw9bTKnUqWo","Toko Peralatan dan Bahan Kue"
"Warteg ""Cempaka""","4.5","4","Jl. Gegerkalong Hilir No.46","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20%22Cempaka%22&query_place_id=ChIJlw_xV5bmaC4RGDhRF-8JkcQ","Warung tegal"
"Warteg Bahari","3","6","Jl. Lamping No.18","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Bahari&query_place_id=ChIJb5H0gfXmaC4RCayW1mFvBcY","Warung tegal"
"Warteg RAWON","4.7","11","Jl. Ciumbuleuit No.dekat","Kota Bandung","Jawa Barat","ID",,"+62 859-4767-6428","Restoran","Warung tegal",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20RAWON&query_place_id=ChIJRYgBhd_naC4RTFovL-ZkzcU","Restoran"
"Warteg d'cepot","4.9","9","Jl. Ir. H. Juanda No.448","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20d'cepot&query_place_id=ChIJSUTlXHbnaC4RLb2bOil_sHA","Warung tegal"
"Sunda Kawangi","3","2","4J35+4CM","Kota Bandung","Jawa Barat","ID",,"+62 812-2457-4613","Kedai Sarapan & Makan Siang",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sunda%20Kawangi&query_place_id=ChIJNVF1oHHnaC4RAsDMkc-73DQ","Kedai Sarapan & Makan Siang"
"Batagor Hanjuang","4.6","98","4H7M+J6V, Jl. Terusan Babakan Jeruk 1","Kota Bandung","Jawa Barat","ID",,"+62 813-9568-9564","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Batagor%20Hanjuang&query_place_id=ChIJ1aRBB4fmaC4RFqoNMO1vRVw","Restoran Sunda"
"Warteg Sami Asih","4.8","6","4J2J+C9P, Jl. Surapati","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Sami%20Asih&query_place_id=ChIJaUX2VrDnaC4R94GaP0VmJkg","Warung tegal"
"Warteg Marga Jaya","4.8","4","Jl. Tamansari No.15","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Marga%20Jaya&query_place_id=ChIJHZrqQEbmaC4RDrmVx6XFfkE","Warung tegal"
"Warteg Poci","5","3","Jl. Terusan Babakan Jeruk 1 No.10","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Poci&query_place_id=ChIJC6qG4obmaC4RUrnOUcDMuYM","Warung tegal"
"Warteg sumber jaya","4.5","6","Jl. Raya Cimindi No.196","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20sumber%20jaya&query_place_id=ChIJ2YI-Y87laC4R-KQ_x1IUvSs","Warung tegal"
"Batagor Arsya","5","2","Jl. Arcamanik No.36","Kota Bandung","Jawa Barat","ID",,"+62 898-0717-141","Restoran Sunda","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Batagor%20Arsya&query_place_id=ChIJi8_EAmbdaC4Rz9T-Q-cKbqU","Restoran Sunda"
"Warteg 64","4.8","11","Jl. Padasuka No.64","Kota Bandung","Jawa Barat","ID",,"+62 856-2001-002","Rumah Makan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%2064&query_place_id=ChIJu_mnU5DnaC4RPVu3sqoETMI","Rumah Makan"
"WARUNG NASI MASAKAN SUNDA IBU DEDEH","5","1","3JXG+JPJ","Kota Bandung","Jawa Barat","ID",,"+62 821-2860-0690","Restoran Sunda","Warung nasi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=WARUNG%20NASI%20MASAKAN%20SUNDA%20IBU%20DEDEH&query_place_id=ChIJH6vWTQznaC4RtHmWWNLw6GU","Restoran Sunda"
"Zainal","4.1","33","Jl. Cihampelas No.144","Kota Bandung","Jawa Barat","ID",,"","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Zainal&query_place_id=ChIJAdH5YFvmaC4RoyDdHPtpPiA","Restoran Sunda"
"Rumah Makan Rasa Utama","3.2","13","4M23+MPH","Kota Bandung","Jawa Barat","ID",,"+62 812-2399-4050","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Rasa%20Utama&query_place_id=ChIJLZ7XBOPnaC4RoqjLs2Jb9gA","Restoran"
"Kedai Mie Dago","4.4","696","Jl. Ir. H. Juanda No.209","Kota Bandung","Jawa Barat","ID",,"+62 22 2509327","Restoran Mie","Restoran Bakso","Restoran Sunda",,,,,,,"https://www.google.com/maps/search/?api=1&query=Kedai%20Mie%20Dago&query_place_id=ChIJG9hl6k7maC4RJ9PoYxTFeI4","Restoran Mie"
