title;totalScore;reviewsCount;street;city;state;countryCode;website;phone;categories/0;categories/1;categories/2;categories/3;categories/4;categories/5;categories/6;categories/7;categories/8;categories/9;url;categoryName;;;;;;;
Exodos57 Store;4.7;73;Jl. K.H. Ahmad Dahlan No.50;Kota Bandung;Jawa Barat;ID;;+62 811-1370-057;Pusat Perbelanjaan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Exodos57%20Store&query_place_id=ChIJq6pWQIfoaC4RXaSKoHgs2nI;Pusat Perbelanjaan;;;;;;;
Koku Footwear;4.8;108;Taman Cibaduyut Indah 1, Blk. L No.20, RT.003/RW.011;Kabupaten Bandung;Jawa Barat;ID;http://www.koku.co.id/;+62 813-2185-4111;Grosir alas kaki;Toko Sepatu Boot;Pabrik sepatu;Toko Sepatu;;;;;;;https://www.google.com/maps/search/?api=1&query=Koku%20Footwear&query_place_id=ChIJHckG5OPoaC4RzypB8_r0EY4;Grosir alas kaki;;;;;;;
DSO Bandung (Department Sports Outlet);4.9;11;Jl. Gandapura No.71B, RT.06/RW.06;Kota Bandung;Jawa Barat;ID;https://department.co.id/;+62 812-9250-6962;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=DSO%20Bandung%20(Department%20Sports%20Outlet)&query_place_id=ChIJL6ijy7fnaC4RCLJQ2hKdDBg;Toko Sepatu;;;;;;;
Hoops Indonesia Paskal 23;4.8;267;Jalan Pasir Kaliki No. 25-27, Kebon Jeruk Cicendo, Andir #L2-46;Kota Bandung;Jawa Barat;ID;http://hoopsindonesia.co.id/;+62 858-7106-7757;Toko Sepatu;Toko Pakaian Olahraga;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Hoops%20Indonesia%20Paskal%2023&query_place_id=ChIJmU8HcjDnaC4R88ovNaY153A;Toko Sepatu;;;;;;;
Myrainbow;4.6;9;Jl. Astana Anyar No.36;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/myrainbowbandung/?hl=id;+62 22 6046421;Toko Boneka;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Myrainbow&query_place_id=ChIJU2h6wCHmaC4RWoRt_SyEk-A;Toko Boneka;;;;;;;
MARQUE.CO - Warehouse / Store;4.5;11;Jl. Mekar Setia I Komplek No.7A;Kota Bandung;Jawa Barat;ID;https://instagram.com/marque.co?igshid=YmMyMTA2M2Y=;+62 823-2033-9103;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=MARQUE.CO%20-%20Warehouse%20%2F%20Store&query_place_id=ChIJI6AuVxLpaC4RMi6jnHCP26I;Toko Sepatu;;;;;;;
Toko Mainan Bandung - YK Toys;4.3;6;Jl. Astana Anyar No.288;Kota Bandung;Jawa Barat;ID;;+62 813-2051-1999;Toko Mainan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Mainan%20Bandung%20-%20YK%20Toys&query_place_id=ChIJ11lfRQDpaC4RhttzO6foLLs;Toko Mainan;;;;;;;
MACADAMIA LITTLE GLAMZ;4.7;189;Jl. Bahureksa No.12;Kota Bandung;Jawa Barat;ID;https://macadamialittleglamz.com/;+62 812-2048-3200;Toko Pakaian Anak;Toko Tas;;;;;;;;;https://www.google.com/maps/search/?api=1&query=MACADAMIA%20LITTLE%20GLAMZ&query_place_id=ChIJ4bsmmknmaC4RFALugcF9SKE;Toko Pakaian Anak;;;;;;;
Cibaduyut Plaza;4.3;726;Jl. Cibaduyut No.122;Kota Bandung;Jawa Barat;ID;;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Cibaduyut%20Plaza&query_place_id=ChIJARhv3cPoaC4Rx_u-7rX5AsM;Toko Sepatu;;;;;;;
Istana Boneka Buah Batu (Isbon);5;780;3J4J+64H, Jl. Buah Batu No.239;Kota Bandung;Jawa Barat;ID;;+62 811-3001-651;Toko Boneka;Layanan Restorasi Boneka;Toko Mainan;;;;;;;;https://www.google.com/maps/search/?api=1&query=Istana%20Boneka%20Buah%20Batu%20(Isbon)&query_place_id=ChIJXex09mboaC4RfJsNZVYVIPI;Toko Boneka;;;;;;;
ShaeShoes - Sandal Sepatu Lokal Cibaduyut;5;1;;Kota Bandung;Jawa Barat;ID;;+62 889-0161-4574;Toko;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=ShaeShoes%20-%20Sandal%20Sepatu%20Lokal%20Cibaduyut&query_place_id=ChIJXz-WO7rpaC4RHAXOYsBoSJM;Toko;;;;;;;
Aneka Grosir;4.4;35;Jalan Leuwi Panjang No.130, Kebon Lega, Bojongloa Kidul;Kota Bandung;Jawa Barat;ID;;+62 813-2021-4424;Toko Mainan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Aneka%20Grosir&query_place_id=ChIJScZ9cb7oaC4R9qMfLjz__mM;Toko Mainan;;;;;;;
SPORTS STATION TRUNOJOYO;4.5;2023;RUKO TRUNOJOYO Jl. Trunojoyo No.7;Kota Bandung;Jawa Barat;ID;https://www.sportsstation.id/;+62 22 4241178;Toko Pakaian Olahraga;Toko Sepatu;;;;;;;;;https://www.google.com/maps/search/?api=1&query=SPORTS%20STATION%20TRUNOJOYO&query_place_id=ChIJrelPb0aNaS4RHoVJqWJR_tI;Toko Pakaian Olahraga;;;;;;;
Pakaian Naga;4.7;73;Jln Permata Permai Raya no. 105 RT 008 / 011;Kota Bandung;Jawa Barat;ID;https://naclogarmen.id/;+62 812-7717-7720;Toko Kaos;Toko Kaos Custom;Toko Tekstil;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pakaian%20Naga&query_place_id=ChIJJcs9BxvdaC4RFImAjgCToYk;Toko Kaos;;;;;;;
Cekhas Store;4.8;314;Jl. Solontongan No.2;Kota Bandung;Jawa Barat;ID;;+62 811-2007-0666;Toko;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Cekhas%20Store&query_place_id=ChIJ05jawkXpaC4Rs6C2vt2Y0qo;Toko;;;;;;;
Borsa Shoes;4.3;36;Jl. Kopo Jaya I No.3;Kota Bandung;Jawa Barat;ID;;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Borsa%20Shoes&query_place_id=ChIJy9VQtSnpaC4RCK8nsVy7Wc4;Toko Sepatu;;;;;;;
PABRIK SEPATU BANDUNG PT NIKOLA SAPUTRA INDONESIA;4.9;45;Jalan. Pitaloka Rt.06 rw.02 no.28.Kel.cibaduyut wetan;Kota Bandung;Jawa Barat;ID;https://nikolasaputraindonesia.my.id/;+62 822-2888-9068;Pusat Bisnis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=PABRIK%20SEPATU%20BANDUNG%20PT%20NIKOLA%20SAPUTRA%20INDONESIA&query_place_id=ChIJlZnwDojpaC4RIRHzZE6lVuw;Pusat Bisnis;;;;;;;
Toko CBA stationery;4.3;72;Jl. Cibadak No.97;Kota Bandung;Jawa Barat;ID;;+62 22 4202721;Toko Alat Tulis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20CBA%20stationery&query_place_id=ChIJ63PPZUbnaC4Rja8t-kNnWBo;Toko Alat Tulis;;;;;;;
Black ID Clothing;4.7;43;Jl. Burangrang No.3;Kota Bandung;Jawa Barat;ID;;+62 812-2020-6060;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Black%20ID%20Clothing&query_place_id=ChIJ02wf9kjmaC4RCxvfAhryZNQ;Toko Pakaian;;;;;;;
Omuniuum;4.6;319;Jl. Ciumbuleuit No.151 B lt. 2;Kota Bandung;Jawa Barat;ID;;+62 878-2183-6088;Toko Buku;Toko Kaos;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Omuniuum&query_place_id=ChIJL23SPunmaC4R5E9tQtVc3EY;Toko Buku;;;;;;;
Sepatu PDL - Ciarmy;4.5;122;Jl. Cibaduyut Gg. Ma.Meja No.35;Kota Bandung;Jawa Barat;ID;https://www.tokopedia.com/sepatuciarmy;+62 818-0206-0232;Toko Sepatu Boot;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sepatu%20PDL%20-%20Ciarmy&query_place_id=ChIJj459pknpaC4R6bGG5mtI1Po;Toko Sepatu Boot;;;;;;;
Toko buku restu group;4.9;13;Pasar buku Palasari TB/59.60, 61, RW.62;Kota Bandung;Jawa Barat;ID;;+62 811-233-812;Toko Buku;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20buku%20restu%20group&query_place_id=ChIJcanoIn7oaC4RInQkIE1-xXM;Toko Buku;;;;;;;
Fhundred 500 Store;5;306;Jl. Martanegara No.44;Kota Bandung;Jawa Barat;ID;http://www.fhundred.com/;+62 823-6867-5000;Toko Kaos;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Fhundred%20500%20Store&query_place_id=ChIJf9nFWg7paC4RXPvMISDqIQ8;Toko Kaos;;;;;;;
Toko Buku Jaya Utama;5;9;Jl. Raya Kopo No.144;Kota Bandung;Jawa Barat;ID;http://bit.ly/2CmJnrL;+62 22 20589045;Toko Alat Tulis;Toko Fotokopi;Grosir alat-alat tulis;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Buku%20Jaya%20Utama&query_place_id=ChIJzSfWfd3paC4RTHUJy-lucPI;Toko Alat Tulis;;;;;;;
Toko Kita - Buku dan Alat Tulis;4.4;30;Jl. Pajagalan No.28;Kota Bandung;Jawa Barat;ID;;+62 22 4204505;Toko Alat Tulis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Kita%20-%20Buku%20dan%20Alat%20Tulis&query_place_id=ChIJk7OnqSHmaC4RQ7WauYvhmtU;Toko Alat Tulis;;;;;;;
Starting Lane Running Store Concept (Toko Sepatu Olahraga Lari);5;1189;Paskal 23 (Sebelah Ichiyo Rame, Jl. Pasir Kaliki No.1B;Kota Bandung;Jawa Barat;ID;https://startinglane.co.id/;+62 896-2171-6655;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Starting%20Lane%20Running%20Store%20Concept%20(Toko%20Sepatu%20Olahraga%20Lari)&query_place_id=ChIJYTWmA_XnaC4RR7lKoaKBI3Y;Toko Sepatu;;;;;;;
Toko grosir alat tulis kantor pasar caringin;3.9;68;Pusat Perdagangan Caringin, Jl. Soekarno-Hatta A2 No 35;Kota Bandung;Jawa Barat;ID;;+62 22 5430754;Toko Alat Tulis Kantor;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20grosir%20alat%20tulis%20kantor%20pasar%20caringin&query_place_id=ChIJeeNp57DoaC4Rbp7uyLAqz_g;Toko Alat Tulis Kantor;;;;;;;
greaclogo | Konveksi Kaos & Seragam Bandung;4.9;18;Jl. Malangbong 5 No.48;Kota Bandung;Jawa Barat;ID;http://www.greaclogo.com/;+62 813-1257-7030;Toko Pakaian Seragam;Pemasok Pakaian;Layanan cetak digital;Jasa Bordir;Perusahaan manufaktur produk kain;Toko Sablon;Perusahaan jahit;Produsen Pakaian Olahraga;;;https://www.google.com/maps/search/?api=1&query=greaclogo%20%7C%20Konveksi%20Kaos%20%26%20Seragam%20Bandung&query_place_id=ChIJbeZY5_nnaC4RCfCctjPz5j0;Toko Pakaian Seragam;;;;;;;
Grosir mainan aksesoris;3;2;Jl. Raya Kopo No.378b;Kota Bandung;Jawa Barat;ID;;+62 856-2419-4223;Toko Model Mainan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Grosir%20mainan%20aksesoris&query_place_id=ChIJ9TRTELTpaC4RMOnoy97flWQ;Toko Model Mainan;;;;;;;
VendorBaju.com – Konveksi Kaos Promosi & Sablon;4.7;34;Jl. Arcamanik Endah No.B 10;Kota Bandung;Jawa Barat;ID;https://vendorbaju.com/;+62 823-1911-2727;Toko Kaos Custom;Produsen pakaian dan kain;Percetakan Komersial;Penjahit Pesanan Khusus;Toko Sablon;Produsen Pakaian Olahraga;Penjahit;;;;https://www.google.com/maps/search/?api=1&query=VendorBaju.com%20%E2%80%93%20Konveksi%20Kaos%20Promosi%20%26%20Sablon&query_place_id=ChIJyZd1YNbnaC4R2eyA_YR-lUQ;Toko Kaos Custom;;;;;;;
Toko Surya Agung;4.5;77;Jl. Cibadak No.38;Kota Bandung;Jawa Barat;ID;;+62 22 4220271;Toko Alat Tulis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Surya%20Agung&query_place_id=ChIJYbbegBjmaC4RPRuSse38GYU;Toko Alat Tulis;;;;;;;
IRIS Konveksi;5;115;Jl. Atletik XI No.15;Kota Bandung;Jawa Barat;ID;http://www.iriskonveksi.com/;+62 812-2165-6780;Toko outlet;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=IRIS%20Konveksi&query_place_id=ChIJWel5dG7daC4RTkLOqoiG-lQ;Toko outlet;;;;;;;
Konveksi Bandung - Finest Garment;4.9;131;Jl. Vijayakusuma XVII No.47D;Kota Bandung;Jawa Barat;ID;https://bandung.finest-garment.com/;+62 813-9393-5511;Toko Kaos;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Konveksi%20Bandung%20-%20Finest%20Garment&query_place_id=ChIJNzpQ5J3daC4Rk74MZgM-5sM;Toko Kaos;;;;;;;
Atlas Records Bandung;4.9;36;Jl. Trunojoyo No.4;Kota Bandung;Jawa Barat;ID;;+62 816-628-658;Toko Piringan Hitam;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Atlas%20Records%20Bandung&query_place_id=ChIJexGTRRvnaC4RQQT6jkL91W4;Toko Piringan Hitam;;;;;;;
Toko Istana - Alat Tulis Kantor;4.7;26;Jl. Cibadak No.82;Kota Bandung;Jawa Barat;ID;;+62 22 4233554;Toko Alat Tulis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Istana%20-%20Alat%20Tulis%20Kantor&query_place_id=ChIJSTwAlCPmaC4REDhMOnsjFs4;Toko Alat Tulis;;;;;;;
Jumbo Stationery;4.5;93;Jl. Karapitan No.61;Kota Bandung;Jawa Barat;ID;https://instabio.cc/303081196ymYN;+62 851-1736-1619;Toko Alat Tulis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Jumbo%20Stationery&query_place_id=ChIJzTonEyrmaC4R9_RwU8Yalcg;Toko Alat Tulis;;;;;;;
Atk Bandung CV. Niaga Jaya Mulia / CV. Mitra Niaga Abadi;4.5;17;Jl. Ence Azis No.6;Kota Bandung;Jawa Barat;ID;;+62 896-2718-2025;Toko Alat Tulis Kantor;Distributor Kertas;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Atk%20Bandung%20CV.%20Niaga%20Jaya%20Mulia%20%2F%20CV.%20Mitra%20Niaga%20Abadi&query_place_id=ChIJN7UQakXmaC4R1lbP5wxf8Dc;Toko Alat Tulis Kantor;;;;;;;
MR Shoelaces (Tali Kulit & Tali Lilin; Sepatu Handmade Kulit Boots; Sneakers Pria);4.9;7;Jl. Tlk. Buyung Kaler No.17;Kota Bandung;Jawa Barat;ID;https://www.mrshoelaces.com/;+62 22 20576545;Gudang;Toko Sepatu Boot;Pabrik sepatu;;;;;;;;https://www.google.com/maps/search/?api=1&query=MR%20Shoelaces%20(Tali%20Kulit%20%26%20Tali%20Lilin%2C%20Sepatu%20Handmade%20Kulit%20Boots%2C%20Sneakers%20Pria)&query_place_id=ChIJ-f__vxTmaC4RgZnvrUcY1rU;Gudang;;;;;
Anjaya Sejati;4.1;27;Jl. Cibadak No.138;Kota Bandung;Jawa Barat;ID;http://anjayasejati.com/;+62 22 4237111;Toko Alat Tulis Kantor;Toko Alat Tulis;Grosir;;;;;;;;https://www.google.com/maps/search/?api=1&query=Anjaya%20Sejati&query_place_id=ChIJXcu1jCPmaC4RC1Wc8qPn4U4;Toko Alat Tulis Kantor;;;;;;;
Prima ATK;4.4;60;Jl. Cijagra No.19;Kota Bandung;Jawa Barat;ID;;;Toko Alat Tulis Kantor;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Prima%20ATK&query_place_id=ChIJkZi4NWHoaC4RsMHfBgjGyRo;Toko Alat Tulis Kantor;;;;;;;
ATK CENTER;4.2;133;Jl. Mekar Laksana No.11 C;Kota Bandung;Jawa Barat;ID;;+62 811-2400-389;Toko Alat Tulis Kantor;Toko Alat Tulis;;;;;;;;;https://www.google.com/maps/search/?api=1&query=ATK%20CENTER&query_place_id=ChIJZ1BlDezoaC4R1yUvs7A1HUo;Toko Alat Tulis Kantor;;;;;;;
Sepatu Handmade Cibaduyut;4.5;17;53, Jl. Cibaduyut No.53;Kota Bandung;Jawa Barat;ID;;+62 812-2408-2933;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sepatu%20Handmade%20Cibaduyut&query_place_id=ChIJKQEfoz_paC4R_QaWvOpSu9c;Toko Sepatu;;;;;;;
Toko ATK • Sinar Baru;4.6;36;Jl. Cibadak No.33A;Kota Bandung;Jawa Barat;ID;;+62 22 4240232;Toko Alat Tulis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20ATK%20%E2%80%A2%20Sinar%20Baru&query_place_id=ChIJ73vikiPmaC4RLPatFxzcpZQ;Toko Alat Tulis;;;;;;;
Toko Nusantara;4.9;23;Jl. Cibadak No.103;Kota Bandung;Jawa Barat;ID;;+62 22 4207925;Toko Alat Tulis;Toko Buku;Toko Alat Tulis Kantor;Toko Buku & Alat Sekolah;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Nusantara&query_place_id=ChIJ-9BrVxjmaC4Rr_lce_gVcG4;Toko Alat Tulis;;;;;;;
Konveksi Sablon Kaos ZipZip;4.8;41;Perumahan De Marrakesh B5 No 20;Kota Bandung;Jawa Barat;ID;https://zipzip.co.id/;+62 812-2111-1398;Pemasok Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Konveksi%20Sablon%20Kaos%20ZipZip&query_place_id=ChIJiYT2C_XDaC4R63n9JFumobA;Pemasok Pakaian;;;;;;;
Prima Toy's;4.7;14;3H5W+292, Jl. Leuwi Panjang;Kota Bandung;Jawa Barat;ID;;+62 22 70062818;Toko Mainan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Prima%20Toy's&query_place_id=ChIJF76EvL3oaC4RrYnddMjiXZE;Toko Mainan;;;;;;;
SDLR Manufacturing Konveksi & Sablon;5;19;Jl. Permata Elok III No.21, RT.004/RW.012;Kota Bandung;Jawa Barat;ID;http://www.instagram.com/sdlr.manufacturing/;+62 877-7888-8748;Pemasok Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=SDLR%20Manufacturing%20Konveksi%20%26%20Sablon&query_place_id=ChIJ8XfZzwHoaC4REPMzbOTFhbg;Pemasok Pakaian;;;;;;;
Yabatex Indonesia;3.7;23;Jl. Sindangsari No.168;Kota Bandung;Jawa Barat;ID;https://www.yabatex.com/;+62 821-1782-5049;Kantor Perusahaan;Eksportir garmen;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Yabatex%20Indonesia&query_place_id=ChIJVVQzODjdaC4RCgzksU0jmI4;Kantor Perusahaan;;;;;;;
TORCH - Head Office & Store;4.9;252;Jl. Lembong No.30;Kota Bandung;Jawa Barat;ID;http://www.torch.id/;+62 22 20539523;Toko Alat Tulis Kantor;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=TORCH%20-%20Head%20Office%20%26%20Store&query_place_id=ChIJ-WYsOhLnaC4R3ntZNJ46QAk;Toko Alat Tulis Kantor;;;;;;;
Puskopad Alat Tulis Kantor dan Foto Copy;3.7;3;Jl. Gudang Selatan No.2;Kota Bandung;Jawa Barat;ID;;+62 22 4235185;Toko Fotokopi;Toko Alat Tulis Kantor;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Puskopad%20Alat%20Tulis%20Kantor%20dan%20Foto%20Copy&query_place_id=ChIJrXCaYtLnaC4RFAgaZuCTWnI;Toko Fotokopi;;;;;;;
TOKO ATK NATA ONE;5;2;Jl. Pasir Luyu Utara No.1;Kota Bandung;Jawa Barat;ID;;+62 895-3118-4055;Toko Alat Tulis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=TOKO%20ATK%20NATA%20ONE&query_place_id=ChIJg8UwHMrpaC4R159dZPfcHkw;Toko Alat Tulis;;;;;;;
Tidar Art & Design Supplies;4.6;280;Jl. Sabang No.71;Kota Bandung;Jawa Barat;ID;;+62 896-8024-0939;Toko Perlengkapan Kesenian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tidar%20Art%20%26%20Design%20Supplies&query_place_id=ChIJDcGxb7XnaC4RqmfK9ShJs4E;Toko Perlengkapan Kesenian;;;;;;;
PD. IDOLA;4.6;22;Jl. Buah Batu No.101;Kota Bandung;Jawa Barat;ID;;+62 22 7310260;Toko Alat Tulis Kantor;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=PD.%20IDOLA&query_place_id=ChIJ5dXG-kXoaC4RF65OgAirCwM;Toko Alat Tulis Kantor;;;;;;;
Toko Asean;4.6;53;Jl. Moch. Toha No.64;Kota Bandung;Jawa Barat;ID;https://www.tokopedia.com/aseanmt64;+62 878-2467-2534;Toko Alat Tulis Kantor;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Asean&query_place_id=ChIJRy1xeproaC4RNYCZ1jIz1vU;Toko Alat Tulis Kantor;;;;;;;
Toko Alat Tulis Kantor Point Samudra;4.3;58;Jalan Merdeka. 62A Samping BIP Citarum Bandung Wetan;Kota Bandung;Jawa Barat;ID;;+62 22 4209808;Toko Alat Tulis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Alat%20Tulis%20Kantor%20Point%20Samudra&query_place_id=ChIJu-pT4TfmaC4Rp1Y6ugTLSPE;Toko Alat Tulis;;;;;;;
Graha Lukis;4.7;662;Jl. Pajajaran No.18;Kota Bandung;Jawa Barat;ID;https://www.youtube.com/channel/UCCg9YQa0hsamrsdSose1WVg;+62 898-7997-227;Toko Perlengkapan Kesenian;Toko Kerajinan Tangan;Kursus menggambar;;;;;;;;https://www.google.com/maps/search/?api=1&query=Graha%20Lukis&query_place_id=ChIJme6JQSvmaC4R5KEyf7o-RJ0;Toko Perlengkapan Kesenian;;;;;;;
Toko SEMERU;4.7;59;Jl. Maleber Barat Gg. Sejahtera 3 No.231;Kota Bandung;Jawa Barat;ID;http://semerutoko.blogspot.co.id/;+62 22 6033378;Toko Alat Tulis;Toko Fotokopi;Printer Digital;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20SEMERU&query_place_id=ChIJ7eNBVt7laC4ReXypPxwksYM;Toko Alat Tulis;;;;;;;
Toko Sandal Makmur;4.5;151;Jl. Sudirman No.181;Kota Bandung;Jawa Barat;ID;https://www.tokosandalmakmur.com/;+62 877-2237-6588;Grosir;Toko Sepatu Boot;Layanan Distribusi;Toko Sepatu;Toko;Gudang;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Sandal%20Makmur&query_place_id=ChIJU0MJnSLmaC4RllpLzXp705M;Grosir;;;;;;;
Unity Dept Store;5;3;Jl. Sultan Agung No.11;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/unity_dept?igsh=YTNzaHU4anc5bzln&utm_source=qr;+62 858-9350-8754;Toko Pakaian Pria;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Unity%20Dept%20Store&query_place_id=ChIJlShRWgDnaC4RGW-8coOxOKA;Toko Pakaian Pria;;;;;;;
Toko Asta;4.3;189;Pusat Perdagangan Caringin, Jl. Soekarno-Hatta B2 No 36;Kota Bandung;Jawa Barat;ID;;+62 857-2196-5322;Toko Alat Tulis Kantor;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Asta&query_place_id=ChIJXVRp3rDoaC4RB9w6unhChUM;Toko Alat Tulis Kantor;;;;;;;
Pd. Serba Makmur;4.1;77;Jl. Cibadak No.23;Kota Bandung;Jawa Barat;ID;http://www.officemate.com/;+62 898-6702-139;Toko Alat Tulis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pd.%20Serba%20Makmur&query_place_id=ChIJafE3jSPmaC4RZO3uYFSzJHU;Toko Alat Tulis;;;;;;;
KONVEKSI LIMA DELAPAN;5;5;Jl. Margaluyu No.42 C;Kota Bandung;Jawa Barat;ID;;+62 895-7045-00666;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=KONVEKSI%20LIMA%20DELAPAN&query_place_id=ChIJLUI62vjpaC4RXo_G9srDLeA;Toko Pakaian;;;;;;;
Konveksi baju murah;4.9;8;3MG5+4HG;Kota Bandung;Jawa Barat;ID;;+62 857-5921-7779;Penjahit;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Konveksi%20baju%20murah&query_place_id=ChIJcxdFEf3naC4RAXurTEfFnsU;Penjahit;;;;;;;
Stationery Bandung;4.6;34;Jl. Cikawao Dalam I No.35F;Kota Bandung;Jawa Barat;ID;https://stationerybandung.com/;+62 812-1116-1161;Grosir alat-alat tulis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Stationery%20Bandung&query_place_id=ChIJkxlB0sTpaC4Rhbp58LnaQtA;Grosir alat-alat tulis;;;;;;;
Pitshop Sport Shoes;4.7;29;3J65+VQF, Jl. BKR;Kota Bandung;Jawa Barat;ID;;+62 813-1028-9206;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pitshop%20Sport%20Shoes&query_place_id=ChIJJZiOuproaC4RFPSnErwT7zY;Toko Sepatu;;;;;;;
Sepatu boots AP;4.9;35;Jl. Sudirman;Kota Bandung;Jawa Barat;ID;;+62 895-6060-71054;Toko Sepatu Boot;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sepatu%20boots%20AP&query_place_id=ChIJvwSkfz_naC4R057CCIiOXiE;Toko Sepatu Boot;;;;;;;
Glosir Sandal PD HASIL KOPO;4.9;151;Jl. Raya Kopo No.417;Kota Bandung;Jawa Barat;ID;https://www.tiktok.com/@hasil_kopo417;+62 818-0970-1368;Grosir alas kaki;Toko Sepatu Boot;Toko Sepatu;Grosir;;;;;;;https://www.google.com/maps/search/?api=1&query=Glosir%20Sandal%20PD%20HASIL%20KOPO&query_place_id=ChIJU6FbbbjoaC4RBVYUpSgQmFU;Grosir alas kaki;;;;;;;
KONVEKSI SABLON VENDOR KAOS - JERSEY - KEMEJA;4.4;16;graha aura panyileukan No.7;Kota Bandung;Jawa Barat;ID;http://www.instagram.com/wifhycloth/?hl=id;+62 888-6398-985;Toko Kaos Custom;Konversi LPG;Toko Sablon;;;;;;;;https://www.google.com/maps/search/?api=1&query=KONVEKSI%20SABLON%20VENDOR%20KAOS%20-%20JERSEY%20-%20KEMEJA&query_place_id=ChIJ2WXsAD7naC4Rb0mb2hReIY0;Toko Kaos Custom;;;;;;;
PD. Bintang Baru;4.3;57;Jl. Astana Anyar;Kota Bandung;Jawa Barat;ID;http://www.spotec.co.id/;+62 22 6015104;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=PD.%20Bintang%20Baru&query_place_id=ChIJ7RyJgyLmaC4RQG6ziStwOpE;Toko Sepatu;;;;;;;
Toko Trijaya;4.5;296;Jl. Pajagalan No.11;Kota Bandung;Jawa Barat;ID;;+62 22 4240070;Toko Alat Tulis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Trijaya&query_place_id=ChIJPZvrSiLmaC4RaA4DmG2BAeQ;Toko Alat Tulis;;;;;;;
Mekar Jaya;4.3;39;Jl. Jend. Sudirman No.81;Kota Bandung;Jawa Barat;ID;;+62 22 4233877;Toko Alat Tulis;Pabrik Kertas;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Mekar%20Jaya&query_place_id=ChIJYR0XBiPmaC4R8CGxBKAks6Q;Toko Alat Tulis;;;;;;;
