"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","url","categoryName"
"Molaundry (Laundry Service)","4.9","54","Jl. Gegerkalong Girang No.70","Kota Bandung","Jawa Barat","ID",,"+62 896-8663-1333","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Molaundry%20(Laundry%20Service)&query_place_id=ChIJ0YLBHADnaC4R_GK6sHhj7Ng","Layanan Binatu"
"Hen's Salon","4.8","148","Komplek PLN 1 No.14, Jl. PLN Ciateul","Kota Bandung","Jawa Barat","ID",,"+62 22 88884834","Penata Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hen's%20Salon&query_place_id=ChIJxzXOuoToaC4RPY_M577JlhE","Penata Rambut"
"BE Laundry Coin","5","147","Jl. Sukahaji No.86","Kota Bandung","Jawa Barat","ID",,"+62 898-1012-581","Binatu","Layanan Binatu",,,,,,,"https://www.google.com/maps/search/?api=1&query=BE%20Laundry%20Coin&query_place_id=ChIJr-45cQDnaC4RUChEofUSaLY","Binatu"
"Laundry Hari Ini - Gagak","4.9","125","Jl. Gagak No.168","Kota Bandung","Jawa Barat","ID","https://laundry-hariini.com/","+62 811-1116-9689","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Hari%20Ini%20-%20Gagak&query_place_id=ChIJHTE3HFznaC4RmLiaOVn83N8","Binatu"
"LaundryKlin Point PVJ","4.9","238","Paris Van Java, Jl. Sukajadi","Kota Bandung","Jawa Barat","ID",,"+62 877-0429-0001","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=LaundryKlin%20Point%20PVJ&query_place_id=ChIJSwD3x8XnaC4Rqv0mrqGb5lc","Layanan Binatu"
"Sorcha Laundry Arcamanik (Laundry Antar Jemput Bandung)","4.9","756","Ruko Radenia, Jl. Cisaranten Kulon No.3, RT.04/RW.05","Kota Bandung","Jawa Barat","ID","http://sorchalaundry.com/","+62 811-1111-2731","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sorcha%20Laundry%20Arcamanik%20(Laundry%20Antar%20Jemput%20Bandung)&query_place_id=ChIJJbblApfdaC4RUjkExvMbshs","Binatu"
"Indo Express Laundry (Apartemen Grand Setiabudi)","4.8","37","Hotel &, Jl. Dr. Setiabudi No.130-134","Kota Bandung","Jawa Barat","ID","http://indolaundry.id/","+62 819-4546-6155","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indo%20Express%20Laundry%20(Apartemen%20Grand%20Setiabudi)&query_place_id=ChIJXbWIKkrnaC4RE4SfA622H94","Layanan Binatu"
"SUPER LONDRI","4","35","Jl. Sukagalih No.12","Kota Bandung","Jawa Barat","ID",,"","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=SUPER%20LONDRI&query_place_id=ChIJpSdnklDnaC4RVvyK1c6bf3k","Layanan Binatu"
"Rdy salon kecantikan 245","4.8","50","Rdy salon kecantikan 245, Depan rumah bikin bajoe(produksi baju, Jl. Sukagalih GG.h.gozali No.245, RT.07/RW.07","Kota Bandung","Jawa Barat","ID","http://salonkecantikan.com/","","Salon Kecantikan","Salon Rambut",,,,,,,"https://www.google.com/maps/search/?api=1&query=Rdy%20salon%20kecantikan%20245&query_place_id=ChIJ_5bJJjrnaC4RvYrskpCkJhE","Salon Kecantikan"
"Peekaboo Hair & Beauty | Salon Bandung (Hijab Room)","5","618","Jl. Gatot Subroto No.78","Kota Bandung","Jawa Barat","ID",,"+62 877-7878-7801","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Peekaboo%20Hair%20%26%20Beauty%20%7C%20Salon%20Bandung%20(Hijab%20Room)&query_place_id=ChIJC3qlSpTnaC4Rkh2r0Cfa8Ic","Salon Rambut"
"Laundry Club Antapani Kidul (Laundry Express Antar dan Jemput)","4.9","245","Jl. Indramayu Kecamatan No.49, RT.001/RW.006","Kota Bandung","Jawa Barat","ID","https://desty.page/laundryclubofficial","+62 851-3646-8249","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Club%20Antapani%20Kidul%20(Laundry%20Express%20Antar%20dan%20Jemput)&query_place_id=ChIJgxbSVojnaC4RZ-AP8yvA__s","Layanan Binatu"
"Chingu Laundry Express Ciumbuleuit","5","43","Jl. Ciumbuleuit No. 73 (Sebelah GCA 3","Kota Bandung","Jawa Barat","ID","https://chingu-laundry.com/outlet-post/chingu-laundry-ciumbuleuit/","","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chingu%20Laundry%20Express%20Ciumbuleuit&query_place_id=ChIJqbjDfrrnaC4RVApw9X44844","Layanan Binatu"
"Chingu Laundry Express Dago","5","72","Jl. Ir. H. Juanda No.186","Kota Bandung","Jawa Barat","ID","https://chingu-laundry.com/outlet-post/chingu-laundry-dago/","+62 811-2008-1012","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chingu%20Laundry%20Express%20Dago&query_place_id=ChIJ3_RfKBbnaC4RkLJYhHIvFBg","Layanan Binatu"
"Chingu Laundry Express Sukajadi","5","277","Jl. Sukajadi No.120B, RT.7/RW.11","Kota Bandung","Jawa Barat","ID","https://chingu-laundry.com/outlet-post/chingu-laundry-sukjadi/","+62 811-2008-1012","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chingu%20Laundry%20Express%20Sukajadi&query_place_id=ChIJfR3ItkjnaC4RKgl4Z1PxrUc","Binatu"
"Laundry Kiloan Sinicuci","4.4","99","Jl. Garunggang Kulon No.62/65","Kota Bandung","Jawa Barat","ID",,"+62 857-9552-3868","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Kiloan%20Sinicuci&query_place_id=ChIJ-XJfsT_naC4RlQ4y9Xwd96M","Layanan Binatu"
"LaundryDay Sukajadi • Laundry Antar Jemput","4.9","567","Jl. Sukagalih No.45","Kota Bandung","Jawa Barat","ID","https://www.laundryday.id/","+62 811-2029-9977","Layanan Binatu","Binatu",,,,,,,"https://www.google.com/maps/search/?api=1&query=LaundryDay%20Sukajadi%20%E2%80%A2%20Laundry%20Antar%20Jemput&query_place_id=ChIJo22Yk6LnaC4Rw8p58_n2IuM","Layanan Binatu"
"Moza Laundry & Vacuum Bandung","3.7","1023","Jl. Purbasari Raya No.3","Kota Bandung","Jawa Barat","ID",,"+62 812-2411-1202","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Moza%20Laundry%20%26%20Vacuum%20Bandung&query_place_id=ChIJxXF0yU_daC4RUzoPOgl_65Q","Binatu"
"Salon_Gins_Bandung","4.4","36","Jl. Sukarajin I Jl. Suka Indah No.11","Kota Bandung","Jawa Barat","ID",,"+62 821-1781-7158","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Salon_Gins_Bandung&query_place_id=ChIJ43pUc7znaC4RjKf-a7tsTBQ","Salon Kecantikan"
"Ghesty Salon","4.2","135","Jl. Tikukur No.35","Kota Bandung","Jawa Barat","ID",,"+62 22 92020255","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ghesty%20Salon&query_place_id=ChIJKSXLorLnaC4RZYsm0W6uD18","Salon Kecantikan"
"Maestro Sablon",,,"Jalan Padasuka Gg. Babakan cihapit 2 No.27, 006, RT./RW/RW.: 002","Kota Bandung","Jawa Barat","ID",,"+62 831-4269-3921","Toko Sablon",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maestro%20Sablon&query_place_id=ChIJU4iL9yXnaC4R5sC1YrkxFB0","Toko Sablon"
"Hetty Hair","4.4","66","Jl. Bagusrangin No.7","Kota Bandung","Jawa Barat","ID",,"+62 22 2501270","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hetty%20Hair&query_place_id=ChIJlRbiOlHmaC4RcANQSgH_V54","Salon Kecantikan"
"Doni Salon","4.6","98","Jl. Jurang No.89","Kota Bandung","Jawa Barat","ID",,"+62 22 2032377","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Doni%20Salon&query_place_id=ChIJtbrOB_XmaC4RRQ-uIrboGlY","Salon Kecantikan"
"R Seven Salon","4.7","66","Jl. DR. Rum No.7","Kota Bandung","Jawa Barat","ID",,"+62 22 4264916","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=R%20Seven%20Salon&query_place_id=ChIJl9db2kHmaC4R5tscNHKd2pk","Salon Rambut"
"Nose Beauty Bandung","4.9","27","73b, Jl. Gegerkalong Tengah No.94","Kota Bandung","Jawa Barat","ID",,"","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nose%20Beauty%20Bandung&query_place_id=ChIJnfm4YLnnaC4RQkLIBuoKQwE","Salon Kecantikan"
"Laundry Hari Ini Kiaracondong","4.9","245","Jl. Babakan Sari No.152 A","Kota Bandung","Jawa Barat","ID",,"+62 858-7150-0070","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Hari%20Ini%20Kiaracondong&query_place_id=ChIJrxrPyQ7naC4RPb-4qniwEX8","Binatu"
"R'six laundry express (Antar Jemput Bandung Kota)","4.8","57","Jl. H. Basar No.66","Kota Bandung","Jawa Barat","ID",,"+62 838-6503-6500","Binatu Cucian Kering","Layanan Binatu",,,,,,,"https://www.google.com/maps/search/?api=1&query=R'six%20laundry%20express%20(Antar%20Jemput%20Bandung%20Kota)&query_place_id=ChIJgSxOGgDnaC4Rt51QOXB4azI","Binatu Cucian Kering"
"Laundry Express Bandung","4.9","654","Jl. Pasundan No.58","Kota Bandung","Jawa Barat","ID",,"+62 851-7248-8338","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Express%20Bandung&query_place_id=ChIJ9150zBbnaC4R41yDXuUES60","Layanan Binatu"
"Hanny Hair Studio Salon","4.8","147","Cihampelas Walk, Lt 1 Unit 29","Kota Bandung","Jawa Barat","ID",,"+62 815-8688-8688","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hanny%20Hair%20Studio%20Salon&query_place_id=ChIJ7x1vzwXnaC4Ry3UXhpgaDDk","Salon Kecantikan"
"Salon Bu Dede","5","43","Jl. Gegerkalong Girang No.2","Kota Bandung","Jawa Barat","ID","https://salondede.taplink.bio/","+62 821-1506-0894","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Salon%20Bu%20Dede&query_place_id=ChIJWYj8b5bmaC4RKcm8dAijdhg","Salon Kecantikan"
"Mutiara Salon","4.9","31","hotel wiena) Pasteur, Jl. Sukamulya No.55","Kota Bandung","Jawa Barat","ID",,"+62 813-2111-5925","Salon Rambut","Salon Kecantikan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mutiara%20Salon&query_place_id=ChIJ8XiCLmHmaC4RnpOfZIG-FM0","Salon Rambut"
"Sacco Laundry Batununggal (Laundry Antar Jemput)","4.9","131","Jl. Batununggal Indah Raya No.172","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/sacco.laundry/","+62 851-5691-8485","Binatu Cucian Kering",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sacco%20Laundry%20Batununggal%20(Laundry%20Antar%20Jemput)&query_place_id=ChIJC65biAzpaC4RKBb4jDAexqA","Binatu Cucian Kering"
"Fresh Clean Laundry Bandung","4.7","79","Jl. Cijawura Hilir No.14","Kota Bandung","Jawa Barat","ID","http://freshcleanlaundrybandung.blogspot.com/","+62 896-5662-3999","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fresh%20Clean%20Laundry%20Bandung&query_place_id=ChIJmSGkAB7paC4RveW4jZrNiK8","Binatu"
"Briwash Laundry Express - Ciwastra","4.9","303","Jl. Margasari No.28","Kota Bandung","Jawa Barat","ID","https://briwash.id/ciwastra/","+62 811-2008-1011","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Briwash%20Laundry%20Express%20-%20Ciwastra&query_place_id=ChIJNZZ4Qh_paC4RtH1yH40qZa0","Layanan Binatu"
"jarijari hair&beauty","4.2","291","Jl. Jurang No.27","Kota Bandung","Jawa Barat","ID","https://linktr.ee/Jarijari_salonnspa","+62 895-0237-8928","Spa","Salon Kecantikan","Tukang Pijat Refleksi",,,,,,"https://www.google.com/maps/search/?api=1&query=jarijari%20hair%26beauty&query_place_id=ChIJa5lHfvXmaC4RyqnoberSv_4","Spa"
"Laundry Club Reog (Laundry Express Antar dan Jemput)","5","101","Jl. Reog No.11","Kota Bandung","Jawa Barat","ID","https://desty.page/laundryclubofficial","+62 851-6520-5061","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Club%20Reog%20(Laundry%20Express%20Antar%20dan%20Jemput)&query_place_id=ChIJY2KW8ofpaC4RFFPDReuRIBs","Layanan Binatu"
"MY's Salon","4.4","70","Jl. Sukajadi No.8, RT.02","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/myssalonstudio","+62 852-2057-8222","Salon Kecantikan","Persewaan Kostum","Klub senam","Salon Rambut",,,,,"https://www.google.com/maps/search/?api=1&query=MY's%20Salon&query_place_id=ChIJX9XNlWfmaC4RBzvQvIAzfJw","Salon Kecantikan"
"UBR Laundry Bandung Timur 24 Jam","5","100","Jl. Sukamulya IV No.23, RT.04/RW.04","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/ubr.laundry?igsh=YTk1bGRwcWMxdWpj","+62 858-1305-1305","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=UBR%20Laundry%20Bandung%20Timur%2024%20Jam&query_place_id=ChIJtZX-cvndaC4RDl-2I-84GX8","Binatu"
"Premium & Hygienic Laundry (P H Laundry) l Kota Bandung","4.7","119","Jl. Mekar Utama No.1e","Kota Bandung","Jawa Barat","ID",,"+62 878-1110-7999","Layanan Binatu","Binatu Cucian Kering","Binatu",,,,,,"https://www.google.com/maps/search/?api=1&query=Premium%20%26%20Hygienic%20Laundry%20(P%20H%20Laundry)%20l%20Kota%20Bandung&query_place_id=ChIJ9cUKcTnpaC4Rg6jMvCHLzm4","Layanan Binatu"
"Sorcha Laundry Buah Batu (Laundry Antar Jemput Bandung)","4.9","1298","Jl. Jati Indah Raya No.24","Kota Bandung","Jawa Barat","ID","https://www.sorchalaundry-buahbatu.com/","+62 811-1111-2731","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sorcha%20Laundry%20Buah%20Batu%20(Laundry%20Antar%20Jemput%20Bandung)&query_place_id=ChIJzRSfTw7paC4RT_nTooYbfUY","Binatu"
"Chingu Laundry Express Toha","4.9","413","Jl. Moch. Toha No.157","Kota Bandung","Jawa Barat","ID",,"","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chingu%20Laundry%20Express%20Toha&query_place_id=ChIJ4S4pfgDpaC4RE28IbZ6-E-U","Binatu"
"Waroenk laundry Batu Indah | Laundry Express 2 jam beres | wash dry fold","4.8","129","Jl. Batu Indah Raya No.36","Kota Bandung","Jawa Barat","ID",,"+62 811-1319-500","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Waroenk%20laundry%20Batu%20Indah%20%7C%20Laundry%20Express%202%20jam%20beres%20%7C%20wash%20dry%20fold&query_place_id=ChIJa9YEjcXpaC4R79a2KvrQD2A","Layanan Binatu"
"Harina Laundry Jasa Cuci, Setrika, Vacum, Dry Clean, & Antar Jemput","4.7","109","Jl. AH. Nasution No.39","Kota Bandung","Jawa Barat","ID","https://harinalaundry.com/","+62 812-5891-2345","Kantor Perusahaan","Layanan Binatu",,,,,,,"https://www.google.com/maps/search/?api=1&query=Harina%20Laundry%20Jasa%20Cuci%2C%20Setrika%2C%20Vacum%2C%20Dry%20Clean%2C%20%26%20Antar%20Jemput&query_place_id=ChIJNw6EUSfdaC4R_-01nhwGJZk","Kantor Perusahaan"
"Superclean Laundry Bandung #1","5","4","Jl. Sukasari I No.11A","Kota Bandung","Jawa Barat","ID",,"","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Superclean%20Laundry%20Bandung%20%231&query_place_id=ChIJNz-2PlLnaC4RXwRwWI_-2fo","Binatu"
"VARA LAUNDRY","5","67","Jl. Ciganitri Mukti No.37","Kabupaten Bandung","Jawa Barat","ID",,"+62 821-3012-4288","Binatu Cucian Kering","Layanan Kebersihan",,,,,,,"https://www.google.com/maps/search/?api=1&query=VARA%20LAUNDRY&query_place_id=ChIJPYZTuHbpaC4RNA8ZwjhS1EM","Binatu Cucian Kering"
"The Fifth Professional Salon","5","194","Jl. Ciumbuleuit No.42D","Kota Bandung","Jawa Barat","ID",,"+62 851-8322-0669","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Fifth%20Professional%20Salon&query_place_id=ChIJpy-evxDnaC4RHUIag2Mdu7Q","Salon Rambut"
"Laundry She Bee Bee","4.5","31","Gg. Lurah Hormat No.29","Kota Bandung","Jawa Barat","ID",,"+62 856-2230-053","Binatu Cucian Kering",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20She%20Bee%20Bee&query_place_id=ChIJk2bZ9VrmaC4Ri64Yfs_EO4o","Binatu Cucian Kering"
"Princess Laundry 3","5","43","Jl. Banteng No.65","Kota Bandung","Jawa Barat","ID",,"+62 851-6888-8965","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Princess%20Laundry%203&query_place_id=ChIJ8-rhbOjpaC4RxmZF8dY6urA","Binatu"
"You Can Laundry Self Service Aceh","4.8","153","Jl. Aceh No.39","Kota Bandung","Jawa Barat","ID","https://wa.me/6288806398000","+62 888-0639-8000","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=You%20Can%20Laundry%20Self%20Service%20Aceh&query_place_id=ChIJ3dGVoAjnaC4RfYs6-NDo-zw","Layanan Binatu"
"Cakrawala Express Laundry","4.8","64","Jl. Lombok No.4s","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/cakrawalalaundry?igsh=NGVhN2U2NjQ0Yg==","+62 819-0408-6795","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cakrawala%20Express%20Laundry&query_place_id=ChIJsaUTfDTmaC4RrmBWoPW0KFw","Binatu"
"ELLEQUINN BEAUTY BAR & HAIR STUDIO BANDUNG","4.8","176","Jl. Mekar Laksana","Kota Bandung","Jawa Barat","ID",,"+62 817-333-229","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=ELLEQUINN%20BEAUTY%20BAR%20%26%20HAIR%20STUDIO%20BANDUNG&query_place_id=ChIJJ7oMnODpaC4RFHiNVk8-wO4","Salon Kecantikan"
"Amala Express Laundry Bandung & Wet Cleaning","4.7","131","Jl. Merdeka No.25 - 27","Kota Bandung","Jawa Barat","ID",,"+62 819-0819-6626","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Amala%20Express%20Laundry%20Bandung%20%26%20Wet%20Cleaning&query_place_id=ChIJRYY0HJHnaC4RCVqCmIkQuoc","Binatu"
"Indo Express Laundry (DAGO)","4.8","49","Jl. Tubagus Ismail No.2B","Kota Bandung","Jawa Barat","ID","https://indolaundry.id/","+62 818-832-880","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indo%20Express%20Laundry%20(DAGO)&query_place_id=ChIJfS5YahHnaC4RH20zObIvpGk","Binatu"
"Sorcha Laundry Batununggal (Laundry Antar Jemput Bandung)","4.9","866","Jl. Suka Ati Raya No.14","Kota Bandung","Jawa Barat","ID","http://sorchalaundry.com/","+62 811-1111-2731","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sorcha%20Laundry%20Batununggal%20(Laundry%20Antar%20Jemput%20Bandung)&query_place_id=ChIJK__bE0PpaC4RJ96m47T4EDc","Binatu"
"Indo express laundry (parahyangan residence)","4.8","72","4JF3+37Q","Kota Bandung","Jawa Barat","ID","http://www.indolaundry.id/","+62 817-200-193","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indo%20express%20laundry%20(parahyangan%20residence)&query_place_id=ChIJleQhA_LmaC4R9zC5vc374s8","Layanan Binatu"
"Regesh salon","4.5","26","Jl. Sabang No.95","Kota Bandung","Jawa Barat","ID",,"+62 22 4202838","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Regesh%20salon&query_place_id=ChIJN2NmaXDnaC4RnxQZPDnHAm8","Salon Kecantikan"
"Rosye Beauty Bar","4.7","435","Jl. Bengawan No.83","Kota Bandung","Jawa Barat","ID",,"+62 858-0111-1956","Salon bulu mata","Salon Kecantikan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Rosye%20Beauty%20Bar&query_place_id=ChIJzf510VPnaC4RzH9vX2ZQQ48","Salon bulu mata"
"Salon Tantri Kitty","4.3","30","Jl. Cikutra No.266","Kota Bandung","Jawa Barat","ID",,"+62 812-2032-3795","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Salon%20Tantri%20Kitty&query_place_id=ChIJg-dZ3KLnaC4REZQ-FOx-N30","Salon Kecantikan"
"Poise & Polish - Nail & Beauty House","5","259","Jl. Gegerkalong Hilir No.33","Kota Bandung","Jawa Barat","ID",,"+62 818-638-003","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Poise%20%26%20Polish%20-%20Nail%20%26%20Beauty%20House&query_place_id=ChIJ2b-KmeznaC4R4Yn1azNEh8g","Salon Kecantikan"
"AQI LAUNDRY","4.7","60","Jl. Gegerkalong Tengah No.59","Kota Bandung","Jawa Barat","ID",,"+62 813-8276-5737","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=AQI%20LAUNDRY&query_place_id=ChIJBZV21SLnaC4RHwD2eoN8VoA","Layanan Binatu"
"Three Brothers Laundry","4.4","19","Jl. Bukit Jarian No.56","Kota Bandung","Jawa Barat","ID",,"+62 899-0912-797","Binatu Cucian Kering","Layanan Binatu",,,,,,,"https://www.google.com/maps/search/?api=1&query=Three%20Brothers%20Laundry&query_place_id=ChIJuS4LOe7maC4RTt6lgIg-SY4","Binatu Cucian Kering"
"We Wash Laundry Turangga Laundry Express Antar dan Jemput","5","52","Jl. Salendro Raya No.9","Kota Bandung","Jawa Barat","ID","https://desty.page/laundryclubofficial","+62 851-6813-9212","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=We%20Wash%20Laundry%20Turangga%20Laundry%20Express%20Antar%20dan%20Jemput&query_place_id=ChIJuacwB3bpaC4Rf4KGpDIrXKM","Layanan Binatu"
"Laundry Club Setiabudi","5","261","Jl. Dr. Setiabudi No.282","Kota Bandung","Jawa Barat","ID","https://www.the-laundryclub.com/outlet/outlet-bandung-cimahi-jatinangor-karawang-tasikmalaya/laundry-club-setiabudi-laundry-antar-jemput-bandung","+62 851-3766-7954","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Club%20Setiabudi&query_place_id=ChIJd7A2HwDnaC4RxtbDwRhDj_A","Layanan Binatu"
"Tabita Salon","4.6","30","Jl. Muararajeun Lama 2 No.05, RT.05","Kota Bandung","Jawa Barat","ID","https://instagram.com/tabitasalonbandung?utm_medium=copy_link","+62 812-2030-6135","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tabita%20Salon&query_place_id=ChIJa6VP47DnaC4R_TNVwaICNEw","Salon Kecantikan"
"Bandung Wash Cikutra Barat","4.1","81","Jl. Cikutra Barat No.125-A","Kota Bandung","Jawa Barat","ID",,"","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bandung%20Wash%20Cikutra%20Barat&query_place_id=ChIJbRroMCDnaC4RJSK54mnCs_4","Binatu"
"Strawberry Salon Mochamad Toha","4.7","178","Jl. Moch. Toha No.413","Kota Bandung","Jawa Barat","ID",,"+62 822-3346-1408","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strawberry%20Salon%20Mochamad%20Toha&query_place_id=ChIJUbKdzf7paC4Rbe2XJ1XUOl0","Salon Kecantikan"
"Irene salon Bandung","3.9","45","Jl. Surapati No.131","Kota Bandung","Jawa Barat","ID",,"+62 857-9775-3605","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Irene%20salon%20Bandung&query_place_id=ChIJQ12Ez37naC4RrWHnHKzrlkY","Salon Kecantikan"
"Salon Yung","4.7","45","Jl. Cukang Kawung No.10","Kota Bandung","Jawa Barat","ID",,"+62 821-1563-7448","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Salon%20Yung&query_place_id=ChIJhSau-KXnaC4RIGLE30z66yg","Salon Kecantikan"
"Happy wash laundry","4.6","59","Jl. Tubagus Ismail Jl. Terusan Tubagus Ismail Raya No.17","Kota Bandung","Jawa Barat","ID",,"+62 859-0956-3747","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Happy%20wash%20laundry&query_place_id=ChIJZ3-18qnnaC4RzUjobNXIkMg","Layanan Binatu"
"Salon Muslimah Amalia Noor","4.3","85","Jl. Gegerkalong Girang No.26","Kota Bandung","Jawa Barat","ID",,"","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Salon%20Muslimah%20Amalia%20Noor&query_place_id=ChIJmwpeOLzmaC4RasDe69CD9xA","Salon Kecantikan"
"Ardy Salon","4.5","104","Hasan Mustapa, Jl. Khp Hasan Mustopa No.18","Kota Bandung","Jawa Barat","ID",,"+62 857-4635-7009","Salon Rambut","Salon Kecantikan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Ardy%20Salon&query_place_id=ChIJjeK67LrnaC4RQ8yhs59UlPM","Salon Rambut"
"Laundry Antapani","5","393","Jl. Kuningan Raya No.37","Kota Bandung","Jawa Barat","ID",,"","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Antapani&query_place_id=ChIJgacEb-rnaC4REUlbWvYQnD4","Layanan Binatu"
"Rei Salon","4.7","87","Jl. Kesatriaan No.23","Kota Bandung","Jawa Barat","ID",,"+62 811-231-383","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rei%20Salon&query_place_id=ChIJUcX8wBXmaC4Rh0hk4sVVMu4","Salon Kecantikan"
"Kutekulash","4.6","149","Jl. Ranggamalela No.8","Kota Bandung","Jawa Barat","ID",,"+62 878-8877-1171","Salon Kuku","Salon bulu mata",,,,,,,"https://www.google.com/maps/search/?api=1&query=Kutekulash&query_place_id=ChIJ8zRoK0zmaC4R6JS20sjhmnE","Salon Kuku"
"Elisabeth Salon Supplier","4.5","489","Jl. Sudirman No.285","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/elisabethsalonsupplier","+62 22 6076862","Toko Alat Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Elisabeth%20Salon%20Supplier&query_place_id=ChIJ9dQjkSLmaC4ROv9euaN5ngs","Toko Alat Kecantikan"
"Briwash Laundry Express - Buah Batu","4.9","376","Jl. Karawitan No.119","Kota Bandung","Jawa Barat","ID","https://briwash.id/buah-batu/","+62 811-2008-1011","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Briwash%20Laundry%20Express%20-%20Buah%20Batu&query_place_id=ChIJo366thrpaC4RrrlzvohH1Ls","Layanan Binatu"
