"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Qatarin Games | Jasa Isi Game PS1,PS2,PS3,PS4,PSP,PC, NINTENDO, XBOX 360 & AKSESORIS KONSOL, DLL.","5","115","Jl. Negla Tengah No.39","Kota Bandung","Jawa Barat","ID",,"+62 838-2947-2516","Toko Video Game","Servis Komputer","Toko Komputer","Toko Game","Toko Penyewaan Video Game",,,,,,"https://www.google.com/maps/search/?api=1&query=Qatarin%20Games%20%7C%20Jasa%20Isi%20Game%20PS1%2CPS2%2CPS3%2CPS4%2CPSP%2CPC%2C%20NINTENDO%2C%20XBOX%20360%20%26%20AKSESORIS%20KONSOL%2C%20DLL.&query_place_id=ChIJTbJQHonnaC4R9zZgF2a-O7g","Toko Video Game"
"TOKO Meubel",,,"4H3W+VW2, Jalan","Kota Bandung","Jawa Barat","ID",,"","Toko Perlengkapan Rumah",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TOKO%20Meubel&query_place_id=ChIJO4hHnibnaC4RpViqGV8UTlk","Toko Perlengkapan Rumah"
"Mulia Electronic","4.2","6","Jl. Cijambe No.42","Kota Bandung","Jawa Barat","ID",,"","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mulia%20Electronic&query_place_id=ChIJEZ19aEDdaC4Rbtur_XIqWxA","Toko Elektronik"
"Hartono Bandung","5","6202","Jl. Diponegoro No.2","Kota Bandung","Jawa Barat","ID","http://www.myhartono.com/","+62 31 7321212","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hartono%20Bandung&query_place_id=ChIJ72pzqqXnaC4RiwngV5XlHkQ","Toko Elektronik"
"Shop & Drive - Setiabudi, Bandung","4.9","328","Jl. Dr. Setiabudi No.167c","Kota Bandung","Jawa Barat","ID","https://www.shopanddrive.com/","+62 895-3867-61070","Toko Aki Mobil","Bengkel Rem","Bengkel Ganti Oli","Bengkel Mesin",,,,,,,"https://www.google.com/maps/search/?api=1&query=Shop%20%26%20Drive%20-%20Setiabudi%2C%20Bandung&query_place_id=ChIJWf5bvmTnaC4RCS_U0zXOUcQ","Toko Aki Mobil"
"PPS Autoshine Bandung","4.7","22","Jl. Ciumbuleuit No.126","Kota Bandung","Jawa Barat","ID","http://www.ppsindonesia.co.id/","+62 811-2299-744","Bengkel Perbaikan Bodi Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PPS%20Autoshine%20Bandung&query_place_id=ChIJmzNO-4ToaC4R9iWQpzAU6_c","Bengkel Perbaikan Bodi Mobil"
"Bengkel Mobil","4.4","30","Jl. Bukit Raya Atas Jl. Punclut No.488","Kota Bandung","Jawa Barat","ID",,"+62 813-1443-334","Bengkel Mobil","Jasa perbaikan mesin","Bengkel Mesin",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Mobil&query_place_id=ChIJcYc3AyDnaC4R0vNAeff_O68","Bengkel Mobil"
"Toko Jaya Elektronik","3","7","Jl. Cilengkrang II No.12","Kota Bandung","Jawa Barat","ID",,"+62 813-1340-1812","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Jaya%20Elektronik&query_place_id=ChIJo3Q0HCvdaC4RAy8ga4hPLgo","Toko Elektronik"
"Bengkel Cat Mobil Inline","4.7","96","Jalan Palad Jaya Raya. 41, Jl. Cikutra Baru VI No.41","Kota Bandung","Jawa Barat","ID",,"+62 822-1627-3600","Bengkel Perbaikan Bodi Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Cat%20Mobil%20Inline&query_place_id=ChIJU6wtE67naC4Rdyn60yejr_A","Bengkel Perbaikan Bodi Mobil"
"Mitra Komputer","5","6","Jalan Sadang Tengah IV No. 9 Sadang Serang Coblong","Kota Bandung","Jawa Barat","ID",,"+62 822-1648-8300","Jasa Reparasi Komputer","Toko Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mitra%20Komputer&query_place_id=ChIJ2Z1Ts6vnaC4RWGg23lP8250","Jasa Reparasi Komputer"
"SUMBER AGUNG ELECTRONIC STORE","4.8","1477","Jl. ABC No.29 - 31","Bandung IT","Jawa Barat","ID",,"","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SUMBER%20AGUNG%20ELECTRONIC%20STORE&query_place_id=ChIJn_SGfjnnaC4RVVKSsXhyiUM","Toko Elektronik"
"Sinarmaju Elektronics","4.7","1239","Jl. A. Yani No.308","Kota Bandung","Jawa Barat","ID","http://www.sinarmaju.co.id/","+62 877-0870-8128","Toko Elektronik","Toko Alat Dapur",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sinarmaju%20Elektronics&query_place_id=ChIJbVSpmsXnaC4RDBJEtxpjx8w","Toko Elektronik"
"Lunar","5","1","Jl. Terusan Tubagus Ismail Raya No.19","Kota Bandung","Jawa Barat","ID",,"+62 22 92203939","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lunar&query_place_id=ChIJY4zZnqrnaC4RDH86JQUpa5U","Toko Komputer"
"DONZ COMP (Toko Komputer Maintenance)","4.9","23","Gg. H. Gojali No.3, RT.01/RW.05","Kota Bandung","Jawa Barat","ID","https://www.donzcompany.asia/","+62 896-9989-1871","Layanan Keamanan Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DONZ%20COMP%20(Toko%20Komputer%20Maintenance)&query_place_id=ChIJg6CK-8rnaC4RS0P0vsMog2c","Layanan Keamanan Komputer"
"Esolusindo Kencana. PT","3","1","Cihampelas Walk, Ground Floor, Black Building, JL. Cihampelas, No. 160, Bandung","Kota Bandung","Jawa Barat","ID",,"+62 22 2061190","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Esolusindo%20Kencana.%20PT&query_place_id=ChIJu1PNe1vmaC4RWswCNkFmGNc","Toko Komputer"
"NEW RNB Instalasi Software Bandung",,,"4J46+342, Jl. Gelap Nyawang","Kota Bandung","Jawa Barat","ID",,"+62 813-2226-2630","Toko Komputer","Toko Software Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NEW%20RNB%20Instalasi%20Software%20Bandung&query_place_id=ChIJ4xxGibnnaC4RLvhQWCovHRc","Toko Komputer"
"Long Komputer","5","3","Jl. Sukajadi No.15B","Kota Bandung","Jawa Barat","ID",,"+62 22 2032921","Toko Aksesori Komputer","Toko Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Long%20Komputer&query_place_id=ChIJZcahnGfmaC4RqmEQQXLDPGY","Toko Aksesori Komputer"
"Tratika Computer","5","1","Mall Baltos Lantai 1 Blok F/11, Jl Taman Sari Bandung 40132, Cicendo","Kota Bandung","Jawa Barat","ID","http://www.tratikacomputer.com/","+62 851-0150-2788","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tratika%20Computer&query_place_id=ChIJ-VATBP3naC4RclRAWaWG53o","Toko Komputer"
"Jiwalu.com","4.1","22","Balubur Town Square Lantai 1 Blok B-11, Jalan Tamansari","Kota Bandung","Jawa Barat","ID","https://jiwalu.com/","+62 899-8987-555","Toko Aksesori Komputer","Toko Aksesori Ponsel","Toko Ponsel","Toko Komputer","Toko Bahan Bangunan",,,,,,"https://www.google.com/maps/search/?api=1&query=Jiwalu.com&query_place_id=ChIJOSKubkXmaC4RHSoLaf2uO90","Toko Aksesori Komputer"
"Power steering & transmisi matic pasteur bandung","3.7","10","Jl. Dr. Djunjunan No.68","Kota Bandung","Jawa Barat","ID",,"+62 823-1555-8080","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Power%20steering%20%26%20transmisi%20matic%20pasteur%20bandung&query_place_id=ChIJyYB6qzDnaC4RE_JGuTHi1sc","Bengkel Mobil"
"Jasa Instal Jual Software PC &Leptop , Aplikasi,Depan ITB","3.9","10",,"Kota Bandung","Jawa Barat","ID",,"+62 812-2036-4868","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jasa%20Instal%20Jual%20Software%20PC%20%26Leptop%20%2C%20Aplikasi%2CDepan%20ITB&query_place_id=ChIJYWLpzGznaC4RB3b_6Zc0-hg","Toko Komputer"
"Sun Electronic Bandung","4.5","331","Jl. ABC No.10","Kota Bandung","Jawa Barat","ID","https://www.tokopedia.com/sun-electronic?source=universe&st=product","+62 811-1112-0972","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sun%20Electronic%20Bandung&query_place_id=ChIJv7v-tiTmaC4RXbe3TaPGhHs","Toko Elektronik"
"Bengkel Mobil Pa Ujang Auto Car","2.4","12","Depan Auto2000, Jl. Khp Hasan Mustopa","Kota Bandung","Jawa Barat","ID",,"+62 881-4512-972","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Mobil%20Pa%20Ujang%20Auto%20Car&query_place_id=ChIJKdh-_6bnaC4Rcdmf1Lw2lQ4","Bengkel Mobil"
"Bengkel Mobil Dan Motor Yayat Abeg","5","3","4J35+C49","Kota Bandung","Jawa Barat","ID",,"+62 857-2109-3233","Bengkel Bongkar Pasang Mesin",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Mobil%20Dan%20Motor%20Yayat%20Abeg&query_place_id=ChIJfZF8IwDnaC4RfAskleFPjGs","Bengkel Bongkar Pasang Mesin"
"Bright Olimart Dago","3.7","19","SPBU Dago, Jl. Insinyur Haji Djuanda No.442","Kota Bandung","Jawa Barat","ID",,"","Bengkel Ganti Oli",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bright%20Olimart%20Dago&query_place_id=ChIJ7wq7_FbmaC4RnZRdxEdnVB8","Bengkel Ganti Oli"
"venus notebook - service laptop/pc - maintenance - sparepart - hardware dan software","5","4","lantai d1 blok T no. 17 Balubur Town Square ID, Jl. Kb. Kembang","Kota Bandung","Jawa Barat","ID",,"+62 899-7896-325","Servis Komputer","Konsultan Komputer","Pusat jaringan komputer","Jasa Reparasi Komputer","Toko Komputer",,,,,,"https://www.google.com/maps/search/?api=1&query=venus%20notebook%20-%20service%20laptop%2Fpc%20-%20maintenance%20-%20sparepart%20-%20hardware%20dan%20software&query_place_id=ChIJdT1BXUXmaC4RPa4FLBg0c7M","Servis Komputer"
"Bengkel Panggilan Bandung","4.6","9","Jl. Cikutra Barat.97A, Cikutra, Kec. Cibeunying Kaler","Kota Bandung","Jawa Barat","ID",,"+62 821-1844-5814","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Panggilan%20Bandung&query_place_id=ChIJGQ5UulHnaC4R0y7BTu6g1Ts","Bengkel Sepeda Motor"
"KURNIA AC MOBIL","4.9","410","Jl. Khp Hasan Mustopa No.141","Kota Bandung","Jawa Barat","ID",,"+62 812-2280-0376","Bengkel AC",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KURNIA%20AC%20MOBIL&query_place_id=ChIJvc5FD6fnaC4R-FI3E1TX6XQ","Bengkel AC"
"Setiabudi Garage","4.8","33","Jl. Cipaganti Permai No.3","Kota Bandung","Jawa Barat","ID",,"+62 877-5297-3621","Bengkel Perbaikan Bodi Mobil","Pengecatan Mobil","Bengkel Perawatan Bodi Mobil","Bengkel Mobil","Bengkel Fiberglass",,,,,,"https://www.google.com/maps/search/?api=1&query=Setiabudi%20Garage&query_place_id=ChIJzbTO6VnnaC4R-4YPLuMlI1U","Bengkel Perbaikan Bodi Mobil"
"dodo bengkel mobil","5","8","jl hegarmanah, kulon Gg. Ranim","Kota Bandung","Jawa Barat","ID",,"+62 821-1715-7771","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=dodo%20bengkel%20mobil&query_place_id=ChIJzT0HQ1HnaC4Rj-NWM7M57vo","Bengkel Mobil"
"RDN Service Station Bandung","4.6","31","Jl. Terusan Cigadung No.19","Kota Bandung","Jawa Barat","ID",,"+62 813-1399-6389","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=RDN%20Service%20Station%20Bandung&query_place_id=ChIJHyJPRQDnaC4RJ8MPYyEuVhM","Bengkel Mobil"
"Servis radiator Kurnia Blora","4.9","543","Jl. Khp Hasan Mustopa No.141","Kota Bandung","Jawa Barat","ID","https://serviceradiatorkurnia.biz.id/","+62 812-2280-0376","Bengkel Radiator Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Servis%20radiator%20Kurnia%20Blora&query_place_id=ChIJXVsvzcTnaC4RJm4SdEhabeI","Bengkel Radiator Mobil"
"Bandung Electronics Center","4.5","48065","Jl. Purnawarman No.13-15","Kota Bandung","Jawa Barat","ID",,"","Pusat Perbelanjaan","Toko Elektronik",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bandung%20Electronics%20Center&query_place_id=ChIJOQRB-c3naC4RskJSO-o7Xtc","Pusat Perbelanjaan"
"Bengkel panggilan 24jam bandung","4.6","9","Jl. Karang Tineung Indah Dalam.rt 05, Cipedes, gg. Sarirasa X No.42 blok 5","Kota Bandung","Jawa Barat","ID",,"+62 882-0025-25121","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20panggilan%2024jam%20bandung&query_place_id=ChIJJUKMH5XnaC4RfD9qhjs3g4Q","Bengkel Sepeda Motor"
"Bengkel Mercedes-Benz Classic Kang Doddy","4.2","20","4H6P+4HW, Jl. Sukamulya","Kota Bandung","Jawa Barat","ID",,"+62 878-2335-2334","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Mercedes-Benz%20Classic%20Kang%20Doddy&query_place_id=ChIJSxmvLWTnaC4RVSH2b-hVui0","Bengkel Mobil"
"IMOVED STORE Service dan Jual iphone MacBook pro Macbook Air iMac Apple watch Original Resmi indonesia","5","140","Balubur Town Square, Jl. Tamansari No.1 Blok F10","Kota Bandung","Jawa Barat","ID","https://imoved.co.id/","+62 878-7963-5153","Servis Komputer","Konsultan Komputer","Jasa Reparasi Komputer","Toko Komputer",,,,,,,"https://www.google.com/maps/search/?api=1&query=IMOVED%20STORE%20Service%20dan%20Jual%20iphone%20MacBook%20pro%20Macbook%20Air%20iMac%20Apple%20watch%20Original%20Resmi%20indonesia&query_place_id=ChIJE0W2R9_naC4RHaNWq69MfRg","Servis Komputer"
"Matra Computer Baltos","3.5","6","Balubur Town Square, Jl. Tamansari No.07 Lt. D1, Blok R","Kota Bandung","Jawa Barat","ID",,"+62 815-6037-849","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Matra%20Computer%20Baltos&query_place_id=ChIJhagMn5TnaC4RhQLs1pCAUFo","Toko Komputer"
"Asterix Computer - Sukajadi","4.7","18","Jalan Sukajadi.223, Belakang No.77 182A","Kota Bandung","Jawa Barat","ID",,"+62 821-2652-7751","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Asterix%20Computer%20-%20Sukajadi&query_place_id=ChIJFwauRCrnaC4RQWdtN6soilo","Toko Komputer"
"Service motor dan mobil panggilan Bandung Jawa barat","5","9","Jl. DR. Djunjunan Dalam","Kota Bandung","Jawa Barat","ID",,"+62 895-1545-8357","Montir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Service%20motor%20dan%20mobil%20panggilan%20Bandung%20Jawa%20barat&query_place_id=ChIJjeRx6yznaC4R2a_4KNAIoFc","Montir"
"Service dinamo mobil 24 jam panggilan bandung","5","10","Jl. Dr. Djundjunan samping No.64a, Jl. Dr. Djunjunan","Kota Bandung","Jawa Barat","ID",,"+62 821-2612-5375","Bengkel Kelistrikan Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Service%20dinamo%20mobil%2024%20jam%20panggilan%20bandung&query_place_id=ChIJMwslWUHnaC4Rp1bNOXbgELM","Bengkel Kelistrikan Mobil"
"D&S AUTOWORK BANDUNG","4.8","26","Jl. Dr. Setiabudi No.96A","Kota Bandung","Jawa Barat","ID","https://instagram.com/dnsautoworkbandung?igshid=MmJiY2I4NDBkZg==","+62 812-8432-860","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=D%26S%20AUTOWORK%20BANDUNG&query_place_id=ChIJ4ZQwg5DoaC4RTyagKR6gqrI","Bengkel Mobil"
"Toko Komputer & Laptop","4.7","3","Jl. Terusan Cimuncang","Kota Bandung","Jawa Barat","ID",,"+62 838-2018-8375","Toko",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Komputer%20%26%20Laptop&query_place_id=ChIJUX21x3nnaC4R1bKNK_FqN7U","Toko"
"Hadi Motor Bandung","4.4","152","Jl. Khp Hasan Mustopa No.153","Kota Bandung","Jawa Barat","ID",,"+62 22 7200108 ext. 7232403","Bengkel Mobil","Bengkel Mobil Antik","Bengkel Rem","Toko Aki Mobil","Layanan reparasi","Toko Ban",,,,,"https://www.google.com/maps/search/?api=1&query=Hadi%20Motor%20Bandung&query_place_id=ChIJTcpN7pPnaC4RpvkiDwQnfik","Bengkel Mobil"
"Signature Vision Auto","4.9","121","Jl. Sukajadi No.164","Kota Bandung","Jawa Barat","ID","https://instagram.com/signaturevision_auto","+62 813-9531-8005","Toko Aksesori Mobil","Toko Suku Cadang Mobil",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Signature%20Vision%20Auto&query_place_id=ChIJsTjVL4TnaC4R_PyBG07T0xM","Toko Aksesori Mobil"
"Bengkel mobil panggilan Bandung","5","25","Jl. Sukajadi","Kota Bandung","Jawa Barat","ID",,"+62 822-1780-8333","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20mobil%20panggilan%20Bandung&query_place_id=ChIJrQfTzavnaC4RIx8a3qHcj8g","Bengkel Mobil"
"LUXAS Auto Detailing | Salon Mobil Bandung | Poles Mobil Bandung | Salon Mobil Panggilan | Detailing Mobil Bandung","4.9","28","Jl. Sekeloa Tengah No.29.A","Kota Bandung","Jawa Barat","ID","https://luxas.id/","+62 852-6315-1572","Bengkel Mobil","Dealer mobil","Tempat Pencucian Mobil",,,,,,,,"https://www.google.com/maps/search/?api=1&query=LUXAS%20Auto%20Detailing%20%7C%20Salon%20Mobil%20Bandung%20%7C%20Poles%20Mobil%20Bandung%20%7C%20Salon%20Mobil%20Panggilan%20%7C%20Detailing%20Mobil%20Bandung&query_place_id=ChIJjYo0l8HnaC4RNN03GnPbY0U","Bengkel Mobil"
"Service Radiator Veteran","4.9","62","Jl. Cihampelas No.278","Kota Bandung","Jawa Barat","ID",,"+62 813-9486-0789","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Service%20Radiator%20Veteran&query_place_id=ChIJtc8jqljmaC4RQzgzHO98DZo","Bengkel Mobil"
"Bengkel Mobil Saputra Jaya Motor","4.7","10","Jl. Gegerkalong Hilir No.135","Kota Bandung","Jawa Barat","ID",,"+62 812-2110-7009","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Mobil%20Saputra%20Jaya%20Motor&query_place_id=ChIJccnZq5jmaC4RfBRlbsDpNUA","Bengkel Mobil"
"USAuto Prime Bandung Pasteur : Bengkel dan Toko Sparepart Mobil CBU Premium",,,"Jl. Babakan Jeruk III No.42","Kota Bandung","Jawa Barat","ID","https://usautoprime.com/","+62 822-6182-2956","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=USAuto%20Prime%20Bandung%20Pasteur%20%3A%20Bengkel%20dan%20Toko%20Sparepart%20Mobil%20CBU%20Premium&query_place_id=ChIJt929OADnaC4RElyv_yB09EI","Bengkel Mobil"
"Universal Auto Service","4.8","112","Jl. Cihampelas No.203","Kota Bandung","Jawa Barat","ID",,"+62 877-0877-2691","Bengkel Mobil","Jasa Balancing Roda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Universal%20Auto%20Service&query_place_id=ChIJ4_EZAPbmaC4RXkbIyiAWVPA","Bengkel Mobil"
"BENGKEL MOBIL 123 BANDUNG","4.3","11","Jl. Khp Hasan Mustopa No.82","Kota Bandung","Jawa Barat","ID",,"+62 812-2019-3232","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BENGKEL%20MOBIL%20123%20BANDUNG&query_place_id=ChIJvSLBxFXnaC4RrinI4Me9doo","Bengkel Mobil"
"Bengkel Mobil Bandung 24 Jam Melayani Panggilan (SJM AUTOCAR)","5","30","Jl. Dr. Djunjunan No.Kav No.178","Kota Bandung","Jawa Barat","ID","http://bengkelmobilbandungpanggilan24jam.com/","+62 857-1035-4354","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Mobil%20Bandung%2024%20Jam%20Melayani%20Panggilan%20(SJM%20AUTOCAR)&query_place_id=ChIJEacbDZbnaC4RkmE0joYQKUU","Bengkel Mobil"
"Acosys Bandung","4","3","Jl. Sukasari II Jl. Dipati Ukur No.N0. 58","Kota Bandung","Jawa Barat","ID",,"+62 22 2532782","Toko Software Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Acosys%20Bandung&query_place_id=ChIJSdmDRlPmaC4RxEwL4Izl-Yk","Toko Software Komputer"
"Bengkel dan montir mobil panggilan bandung/cimahi","4.9","101","Pasteur, Jl. Dr. Djunjunan No.180","Kota Bandung","Jawa Barat","ID","http://bengkeldanmontirmobilpanggilan.websites.co.in/","+62 896-7058-6085","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20dan%20montir%20mobil%20panggilan%20bandung%2Fcimahi&query_place_id=ChIJOSHz2vLnaC4R8XnyJzlm1FM","Bengkel Mobil"
"Bengkel mobil Desalsil","5","3","Jl. Terusan Cigadung","Kota Bandung","Jawa Barat","ID",,"+62 888-0636-8432","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20mobil%20Desalsil&query_place_id=ChIJhfRUTvnnaC4R-j-8I0O_aBo","Bengkel Mobil"
"MEKAR BARU BAN","4.4","285","Jl. Ir. H. Juanda No.58","Kota Bandung","Jawa Barat","ID",,"+62 22 4207890","Toko Ban","Toko","Toko Pelek",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MEKAR%20BARU%20BAN&query_place_id=ChIJBf6T_k7maC4RWGD0zNZqKvI","Toko Ban"
"Trimedia Komputer","4.2","10","Jl. Intan IV No.4","Kota Bandung","Jawa Barat","ID","https://tokopedia.link/trimediakom","+62 821-1634-0275","Toko Komputer","Pusat jaringan komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Trimedia%20Komputer&query_place_id=ChIJUxP022bnaC4RLsharce6cmI","Toko Komputer"
"Bengkel Mobil Bandung Jawa Barat Layani 24 Jam (PCM AUTO)","5","13","Jl. Dr. Setiabudi No.61","Kota Bandung","Jawa Barat","ID","http://bengkeldanmontirpanggilanbandung24jam.com/","+62 895-6347-40716","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Mobil%20Bandung%20Jawa%20Barat%20Layani%2024%20Jam%20(PCM%20AUTO)&query_place_id=ChIJT0ftHtOTlmwRK4yIIMzhqho","Bengkel Mobil"
"Pahlawan Gadget Dipatiukur (Service Laptop, Macbook, iMac & Service HP Android Iphone Ipad Bandung)","4.9","1764","Jl. Dipati Ukur No.96","Kota Bandung","Jawa Barat","ID","http://pahlawangadget.com/","+62 811-2430-600","Jasa Reparasi Komputer","Toko Aksesori Ponsel","Toko Aksesori Komputer","Toko Komputer","Toko Reparasi Elektronik","Toko Perbaikan Ponsel","Layanan reparasi","Bengkel Elektronik",,,"https://www.google.com/maps/search/?api=1&query=Pahlawan%20Gadget%20Dipatiukur%20(Service%20Laptop%2C%20Macbook%2C%20iMac%20%26%20Service%20HP%20Android%20Iphone%20Ipad%20Bandung)&query_place_id=ChIJeRdkVWTnaC4RUC97pIuZ9XA","Jasa Reparasi Komputer"
"Centra Computer Bandung",,,,"Kota Bandung","Jawa Barat","ID",,"+62 851-6686-3384","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Centra%20Computer%20Bandung&query_place_id=ChIJE7mp24znaC4R3P7StAZcQbo","Toko Komputer"
"Ultima Computer","5","17","Jl. Cihampelas No.186","Kota Bandung","Jawa Barat","ID","http://ultima.co.id/","+62 22 2031715","Toko Komputer","Layanan dan Dukungan Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ultima%20Computer&query_place_id=ChIJ_8NeYFvmaC4RqcDFvIDsgGk","Toko Komputer"
"Yoma Computer","4.8","11","Jl. Dipati Ukur No.120","Kota Bandung","Jawa Barat","ID",,"+62 22 2505174","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Yoma%20Computer&query_place_id=ChIJX-1-QFTmaC4RGjO1vuraziY","Toko Komputer"
"Rif komputer","4.8","66","Gg. Darmawinata No.42c","Kota Bandung","Jawa Barat","ID",,"+62 896-4459-6452","Servis Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rif%20komputer&query_place_id=ChIJAftwBvTnaC4RR27Lr5HZtI0","Servis Komputer"
"Visi computer","5","12","Balubur Town Square, Jl. Tamansari No.19 Lantai D1 Blok T","Kota Bandung","Jawa Barat","ID",,"+62 813-1225-2920","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Visi%20computer&query_place_id=ChIJJ5ERQ0XmaC4RC2CjUdRW10A","Toko Komputer"
"Gaming house 98","5","2","3JXM+865, Jl. Sukaluyu III","Kota Bandung","Jawa Barat","ID",,"+62 812-2571-4900","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gaming%20house%2098&query_place_id=ChIJ00hhBA7naC4RpDfrt57LPZs","Toko Komputer"
"Bartech","4.8","41","4HPQ+72C, Jl. Pak Gatot Raya","Kota Bandung","Jawa Barat","ID",,"+62 811-2225-080","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bartech&query_place_id=ChIJs0xn57zmaC4RnF9qBqaNjQw","Bengkel Mobil"
"Gamo Cat Oven & Body Repair","4.7","162","Jl. Cihampelas No.92","Kota Bandung","Jawa Barat","ID",,"+62 22 2032066","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gamo%20Cat%20Oven%20%26%20Body%20Repair&query_place_id=ChIJ_8NeYFvmaC4RmfgwVYiEKRY","Bengkel Mobil"
"Tianet Computer","4.6","384","Jl. Sidomukti No.99d","Kota Bandung","Jawa Barat","ID",,"+62 821-2929-7300","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tianet%20Computer&query_place_id=ChIJA8zevaXnaC4RwXUoriHJwt4","Toko Komputer"
"Diky jaya motor panggilan (Home service Bmw Bandung)","4.9","99","samping baso ojo dumeh, Jl. Cibeunying Kolot","Kota Bandung","Jawa Barat","ID",,"+62 852-2228-2144","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Diky%20jaya%20motor%20panggilan%20(Home%20service%20Bmw%20Bandung)&query_place_id=ChIJHw4QjOTnaC4RLGpxUw348DU","Bengkel Mobil"
"Bengkel Mobil Sini Suka","4.9","42","Jl. Cikutra No.211C","Kota Bandung","Jawa Barat","ID",,"+62 812-8000-6613","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Mobil%20Sini%20Suka&query_place_id=ChIJx5MAh6TnaC4RqEUjvCO38CM","Bengkel Mobil"
