"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Bengkel motor racing","5","3","Jl. Wastukencana No.1533","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%20racing&query_place_id=ChIJFSXwfBrnaC4R3NsDoTzS1Qw","Bengkel Sepeda Motor"
"Bengkel mobil panggilan 24 jam Bandung BY RIYAN AUTO SERVICE","4.9","28","Jl. Moch. Toha No.98","Kota Bandung","Jawa Barat","ID",,"+62 822-4010-3536","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20mobil%20panggilan%2024%20jam%20Bandung%20BY%20RIYAN%20AUTO%20SERVICE&query_place_id=ChIJhXB_zWXpaC4RjxVzYRAQ1pA","Bengkel Mobil"
"Motor klasik Bandung",,,"Jl. Cihampelas Gg. Margalaksana No.34, RT.03/RW.09","Kota Bandung","Jawa Barat","ID",,"+62 831-1314-0444","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Motor%20klasik%20Bandung&query_place_id=ChIJMywAEwDnaC4RQcZZYoUrYDQ","Bengkel Sepeda Motor"
"Tunas Motor. PD","4.8","32","Jl. Suniaraja No.104","Kota Bandung","Jawa Barat","ID",,"+62 22 4203562","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tunas%20Motor.%20PD&query_place_id=ChIJk4CHNDvmaC4RRJbsqG_l9hE","Bengkel Sepeda Motor"
"Bengkel Motor Pa Asep","5","2","Jl. Cipedes Tengah","Kota Bandung","Jawa Barat","ID","https://www.tiktok.com/@bengkelpasep?_r=1&_t=ZS-9566j3VOAJs","+62 882-0018-17331","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Pa%20Asep&query_place_id=ChIJJRuUxZ3naC4RyA8XauY8RVE","Bengkel Sepeda Motor"
"Planet Ban Cikutra Barat Sadang serang","4.5","365","Jl. Cikutra Barat, RT.006/RW.19, Kelurahan :, Coblong","Kota Bandung","Jawa Barat","ID","https://lokasi.planetban.com/planet-ban-cikutra-barat-sadang-serang-motorcycle-repair-shop-coblong-bandung-389640/Home?utm_source=locator&utm_medium=googleplaces","+62 817-0006-055","Bengkel Sepeda Motor","Bengkel Motor Skuter","Toko Suku Cadang Motor","Layanan ban","Toko Ban",,,,,,"https://www.google.com/maps/search/?api=1&query=Planet%20Ban%20Cikutra%20Barat%20Sadang%20serang&query_place_id=ChIJE5K1HpjnaC4RF6VH15Bq4kw","Bengkel Sepeda Motor"
"DU Motor","3.2","33","Jl. Dipati Ukur No.232","Kota Bandung","Jawa Barat","ID",,"+62 857-9512-7075","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DU%20Motor&query_place_id=ChIJUxE1cVTmaC4RG3e6v6i3nBc","Bengkel Sepeda Motor"
"Bandung Aksesoris","4.4","292","Sebrang Masjid Besar Baitun Nur, Pas depan gerbang GUPUSPAL / GUPUSMU, Jl. Cikutra No.201","Kota Bandung","Jawa Barat","ID",,"+62 853-5196-3096","Toko Suku Cadang Motor","Bengkel Kelistrikan Mobil","Toko Reparasi Lampu","Toko Lampu","Toko Sepeda Motor","Toko Lampu Neon",,,,,"https://www.google.com/maps/search/?api=1&query=Bandung%20Aksesoris&query_place_id=ChIJGZTt3KLnaC4RIUg8oIFMJLY","Toko Suku Cadang Motor"
"Jawara Bengkel Motor / Cortex","4.5","15","Jl. Surapati No.86","Kota Bandung","Jawa Barat","ID",,"+62 811-2234-185","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jawara%20Bengkel%20Motor%20%2F%20Cortex&query_place_id=ChIJS-ge9IvnaC4RFAl9oGN7zdw","Bengkel Sepeda Motor"
"Bengkel motor mocin bandung","1","1","Jl. Gagak No.17, RT.04","Kota Bandung","Jawa Barat","ID",,"+62 821-2925-1474","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%20mocin%20bandung&query_place_id=ChIJI89uKwvnaC4REOhC48OSO-Q","Bengkel Motor Skuter"
"Bengkel Motor Honda Ahass 06298 Tunas Cemara Motor","4.6","560","Jl. Moch. Toha No.347","Kota Bandung","Jawa Barat","ID",,"+62 821-8687-8383","Bengkel Sepeda Motor","Bengkel Ganti Oli",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Honda%20Ahass%2006298%20Tunas%20Cemara%20Motor&query_place_id=ChIJhXcFivHoaC4RxYbWkCf1si4","Bengkel Sepeda Motor"
"Samudra Motor","4.5","12","Jl. Cikutra No.233","Kota Bandung","Jawa Barat","ID",,"+62 22 7218253","Bengkel Sepeda Motor","Toko Suku Cadang Motor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Samudra%20Motor&query_place_id=ChIJX3jUqqXnaC4RBRBgSPZtd2U","Bengkel Sepeda Motor"
"Fam Motor","4.5","88","Jl. Gegerkalong Hilir No.56","Kota Bandung","Jawa Barat","ID",,"+62 22 2015611","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fam%20Motor&query_place_id=ChIJF0l4r5fmaC4RSTFuQLwFvyQ","Bengkel Sepeda Motor"
"Bacip Moto Shop","4.8","772","Jl. Kebon Jati No.214/216","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/bacipmotoshop/","+62 811-2002-773","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bacip%20Moto%20Shop&query_place_id=ChIJOZeXZLLoaC4RClZfJPajRxo","Bengkel Sepeda Motor"
"Habemotor","4.3","142","Jl. Raya Kopo No.378","Kota Bandung","Jawa Barat","ID","https://linktr.ee/habemotor","+62 878-2587-5461","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Habemotor&query_place_id=ChIJKXcuWorpaC4R0YyGlP5lEtc","Bengkel Sepeda Motor"
"Bengkel Sukasari Motor","3.5","51","Jl. Suparmin Jl. Sukawarna No.36 a","Kota Bandung","Jawa Barat","ID",,"+62 856-2420-7790","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Sukasari%20Motor&query_place_id=ChIJ7fps8vznaC4RCLJv7HrTF6Q","Bengkel Sepeda Motor"
"Maisan jaya motor","3.8","4","Jl. Cihampelas No.292","Kota Bandung","Jawa Barat","ID",,"+62 898-7188-055","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maisan%20jaya%20motor&query_place_id=ChIJAVKeDvbmaC4RvKn11JSLXaE","Bengkel Sepeda Motor"
"WheelsLab - Bengkel Servis Repaint Repair Velg Mobil Motor Bandung","5","133","Jl. Aksan No.57","Kota Bandung","Jawa Barat","ID","https://instagram.com/wheelslab_/","+62 821-1501-5014","Toko Pelek","Pengecatan Mobil","Layanan reparasi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=WheelsLab%20-%20Bengkel%20Servis%20Repaint%20Repair%20Velg%20Mobil%20Motor%20Bandung&query_place_id=ChIJ-x4ECS7naC4RSNVeq8_10aI","Toko Pelek"
"Bintang Sembilan Motor Nissan Datsun Bandung","4.7","130","Jl. Cidurian Utara No.1","Kota Bandung","Jawa Barat","ID",,"+62 811-8888-8580","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bintang%20Sembilan%20Motor%20Nissan%20Datsun%20Bandung&query_place_id=ChIJwzE0WtbpaC4RYkb6LvJBHJ0","Bengkel Mobil"
"Bengkel Motor Bandung MM","5","4","Jl. Parakan Saat No.27","Kota Bandung","Jawa Barat","ID",,"+62 821-1864-4182","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Bandung%20MM&query_place_id=ChIJvQ54zc3DaC4RROQ3TAn8dgE","Bengkel Sepeda Motor"
"Willys Motor","4.5","550","Jl. Pungkur No.65","Kota Bandung","Jawa Barat","ID",,"+62 857-9444-4047","Toko Suku Cadang Motor","Dealer Honda","Bengkel Bubut","Toko Cat","Grosir",,,,,,"https://www.google.com/maps/search/?api=1&query=Willys%20Motor&query_place_id=ChIJNxLIcyfmaC4R4tOQ2FkzoEc","Toko Suku Cadang Motor"
"Honda Naga Mas Bandung","4.8","5190","Jl. Soekarno-Hatta No.529","Kota Bandung","Jawa Barat","ID","http://linktr.ee/Honda_Nagamas","+62 813-1220-6150","Dealer Sepeda Motor","Konsultan Teknik",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Honda%20Naga%20Mas%20Bandung&query_place_id=ChIJP2goA2voaC4RvEGWJ_gy3NU","Dealer Sepeda Motor"
"Karya Motor","4.4","13","Jl. Cikutra Barat No.6","Kota Bandung","Jawa Barat","ID","https://youtube.com/andriosamah","+62 852-3445-6428","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Karya%20Motor&query_place_id=ChIJa8dW6qXnaC4Rd4TMJQPgxZA","Bengkel Sepeda Motor"
"Ahass Top Speed Motor","4.1","579","Jl. Gegerkalong Hilir No.30","Kota Bandung","Jawa Barat","ID",,"+62 851-3515-8278","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ahass%20Top%20Speed%20Motor&query_place_id=ChIJv-j_gJbmaC4R4yvxpHaNtys","Bengkel Sepeda Motor"
"Nurholis Motor 2","1.3","19","Jl. Cikutra No.232","Kota Bandung","Jawa Barat","ID",,"","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nurholis%20Motor%202&query_place_id=ChIJJ84rxk_naC4RL8yqicJ-D-M","Bengkel Motor Skuter"
"Indo Sarana Bandung","4.4","230","Jl. Soekarno-Hatta No.773","Kota Bandung","Jawa Barat","ID",,"+62 851-2654-3372","Dealer Motor suzuki",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indo%20Sarana%20Bandung&query_place_id=ChIJy49KuqXCaC4R5i-auEKSbXw","Dealer Motor suzuki"
"Dealer Resmi Honda Setia Abadi Mitra Motor Bandung","4.9","1102","Jl. Margacinta No.216","Kota Bandung","Jawa Barat","ID","https://linktr.ee/hondasambandung","+62 898-0557-518","Dealer Sepeda Motor","Dealer Honda","Bengkel Sepeda Motor",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dealer%20Resmi%20Honda%20Setia%20Abadi%20Mitra%20Motor%20Bandung&query_place_id=ChIJl5CEATnoaC4RWiOJXZVXdTQ","Dealer Sepeda Motor"
"Cianjur Motor","2.8","92","Jl. Gatot Subroto No.178A","Kota Bandung","Jawa Barat","ID",,"+62 22 7310977","Toko Suku Cadang Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cianjur%20Motor&query_place_id=ChIJB09oe3boaC4RLQKltHLF7pc","Toko Suku Cadang Mobil"
"PADA JAYA MOTOR BANDUNG DISTRIBUTOR RESMI SPARE PART KHUSUS MOBIL ISUZU","4.8","198","Jl. Lengkong Besar No.111A","Kota Bandung","Jawa Barat","ID",,"","Toko Suku Cadang Mobil","Bengkel Perawatan Bodi Mobil",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PADA%20JAYA%20MOTOR%20BANDUNG%20DISTRIBUTOR%20RESMI%20SPARE%20PART%20KHUSUS%20MOBIL%20ISUZU&query_place_id=ChIJBbaQ1ynmaC4RGoO2hUGe3J8","Toko Suku Cadang Mobil"
"Bj Bengkel Motor",,,"Jl. Dr. Djunjunan No.24","Kota Bandung","Jawa Barat","ID",,"+62 813-2429-5767","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bj%20Bengkel%20Motor&query_place_id=ChIJzTS9-WTmaC4R0d8uhdWQsXU","Bengkel Mobil"
"Milan Motor","4.4","236","Jl. Pungkur No.109A","Kota Bandung","Jawa Barat","ID",,"+62 813-1237-9800","Toko Suku Cadang Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Milan%20Motor&query_place_id=ChIJZYyeVJ3oaC4RmK3NFTF9Zug","Toko Suku Cadang Mobil"
"Bengkel Cipagalo Motor","4.6","24","Jl. Terusan Buah Batu No.187","Kota Bandung","Jawa Barat","ID",,"+62 882-0008-88903","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Cipagalo%20Motor&query_place_id=ChIJqU30rUjoaC4R0NssbgG55NY","Bengkel Sepeda Motor"
"Bengkel Motor BEMSSPEED","5","6","2JQM+9HW","Kota Bandung","Jawa Barat","ID",,"+62 895-8010-35757","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20BEMSSPEED&query_place_id=ChIJMbAoBlLpaC4RKvmN5kje3hI","Bengkel Sepeda Motor"
"Ahass Aceh 0503","4.5","380","Jl. Aceh No.25","Kota Bandung","Jawa Barat","ID",,"+62 823-1793-3708","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ahass%20Aceh%200503&query_place_id=ChIJpVJ2VTjmaC4RIvZAaaHLlxY","Bengkel Sepeda Motor"
"Panorama Motor","4.5","40","Jl. Dr. Setiabudi No.234","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Panorama%20Motor&query_place_id=ChIJxSeE-L7maC4R66rKZool9ck","Bengkel Sepeda Motor"
"Bengkel mobil panggilan bandung 24 jam (RJ AUTO CAR)","4.8","74","Jl.djunjunan No.154","Kota Bandung","Jawa Barat","ID","https://maps.app.goo.gl/iJeGbrikSY9tmyor6?g_st=aw","+62 895-3958-64950","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20mobil%20panggilan%20bandung%2024%20jam%20(RJ%20AUTO%20CAR)&query_place_id=ChIJtWtMRg3naC4RBWqL6nJ8Uec","Bengkel Mobil"
"Wuling Maju Motor Bandung","4.6","204","Jl. Dr. Setiabudi No.43","Kota Bandung","Jawa Barat","ID","https://wulingmajumotor.id/bandung/","+62 22 82045555","Dealer mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wuling%20Maju%20Motor%20Bandung&query_place_id=ChIJSVbIMinnaC4Rv4a2T6kzhT8","Dealer mobil"
"2 putra Bengkel motor",,,"4JC5+HMQ, Jl. Sangkuriang","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=2%20putra%20Bengkel%20motor&query_place_id=ChIJtasfMADnaC4R97aKEP9J3Z4","Bengkel Sepeda Motor"
"Champion sederhana motor","2.8","30","Bengkel Sederhana Motor, Jl. Sederhana No.32","Kota Bandung","Jawa Barat","ID",,"+62 22 64404031","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Champion%20sederhana%20motor&query_place_id=ChIJAxOEfaXnaC4RyKIdO8SEovM","Bengkel Motor Skuter"
"ASIA MOTOR Mochammad Toha","2.8","34","Jl. Moch. Toha No.316","Kota Bandung","Jawa Barat","ID",,"+62 812-2068-9990","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ASIA%20MOTOR%20Mochammad%20Toha&query_place_id=ChIJXxMhafLoaC4RPDiYekxadyI","Bengkel Sepeda Motor"
"Benz motorsport","5","29","Dago pojok tanggulan","Kota Bandung","Jawa Barat","ID",,"+62 821-2080-3771","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Benz%20motorsport&query_place_id=ChIJhRdA2-XnaC4RHCsyELEJjNA","Bengkel Sepeda Motor"
"Bengkel Motor Arif All","4.1","24","Dekat Masjid Al-Hidayah, Jalan Kebon Kembang Gang Panca indra No.222 Tamansari","Kota Bandung","Jawa Barat","ID",,"+62 858-2611-2739","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Arif%20All&query_place_id=ChIJbVmHc0XmaC4R6CI6ybtaIH8","Bengkel Sepeda Motor"
"Cahaya Motor","4.6","5","4J69+FWX, Jl. Tubagus Ismail Dalam","Kota Bandung","Jawa Barat","ID",,"+62 857-1055-7424","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cahaya%20Motor&query_place_id=ChIJjRgCGVXmaC4RzxyQc3k5OzQ","Bengkel Sepeda Motor"
"dnf motorworks","4.6","25","Jl. Siliwangi No.31 A","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=dnf%20motorworks&query_place_id=ChIJ--mVCSvnaC4REHLnkv28YtQ","Bengkel Sepeda Motor"
"Fas Motor","4.1","35","Jl. Terusan Pak Gatot Raya No.7","Kota Bandung","Jawa Barat","ID",,"+62 857-2287-7822","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fas%20Motor&query_place_id=ChIJY-n94LzmaC4RqLGgnEKkywk","Bengkel Sepeda Motor"
"Bengkel Motor UngProject","5","1","4M35+M84, Jl. Jatihandap","Kota Bandung","Jawa Barat","ID","https://www.tiktok.com/@ungproject_?_r=1&_t=ZS-91XOhLEdYe8","+62 812-8757-8681","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20UngProject&query_place_id=ChIJgZX4XQDnaC4RxBjdeZULXVw","Bengkel Sepeda Motor"
"Sentosa.Auto (Jasa Restorasi Motor Bandung)","5","7","Jl. H. Sumarni Dalam II No.2","Kota Bandung","Jawa Barat","ID",,"+62 812-2217-8932","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sentosa.Auto%20(Jasa%20Restorasi%20Motor%20Bandung)&query_place_id=ChIJC7BCCADpaC4RUCyFlU3df_c","Bengkel Sepeda Motor"
"Bengkel Panggilan Bandung","4.6","9","Jl. Cikutra Barat.97A, Cikutra, Kec. Cibeunying Kaler","Kota Bandung","Jawa Barat","ID",,"+62 821-1844-5814","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Panggilan%20Bandung&query_place_id=ChIJGQ5UulHnaC4R0y7BTu6g1Ts","Bengkel Sepeda Motor"
"Bengkel Motor CHAMPION Bandung","3.7","3","Jl. A. Yani No.384","Kota Bandung","Jawa Barat","ID",,"","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20CHAMPION%20Bandung&query_place_id=ChIJRZIiBADnaC4Rb7_eBpQVNF8","Bengkel Motor Skuter"
"Hasian Motor Bandung","2.8","54",,"Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hasian%20Motor%20Bandung&query_place_id=ChIJWybp0R7oaC4RUbBntukPozg","Bengkel Sepeda Motor"
"Deartofmine & Co.","5","6","Jl. Ir. H. Juanda No.273a","Kota Bandung","Jawa Barat","ID","http://instagram.com/deartofmine","+62 813-2440-0954","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Deartofmine%20%26%20Co.&query_place_id=ChIJW_JfcfzmaC4RHiFhSNogrHA","Bengkel Sepeda Motor"
"Bengkel spesialis komstir motor","4.7","35","Jl. Bojong Koneng No.28","Kota Bandung","Jawa Barat","ID",,"+62 822-9890-3680","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20spesialis%20komstir%20motor&query_place_id=ChIJf4TQBwDnaC4RC0BqEcUYtGw","Bengkel Sepeda Motor"
"Bengkel Damai Motor 95","5","35","Jl. Sukarajin I No.3 RT 08/13","Kota Bandung","Jawa Barat","ID","https://www.google.com/localservices/preprofile?spp=Cg0vZy8xMXNndmh0NHA4GhQSEgkHKE4mqOdoLhEAQI1NzwulATp8V2hzUUFCQUJFQUlpRTJKbGJtZHJaV3dnWkdGdFlXa2diVzkwYjNLcUFUd1FBU29YSWhOaVpXNW5hMlZzSUdSaGJXRnBJRzF2ZEc5eUtDWXlIeEFCSWh0Rmw1S0xDdnpRVXNwSHdFV2pTS2pmMldobGNlVVVTSzJsUTdJPQ%3D%3D&scp=ChtnY2lkOm1vdG9yY3ljbGVfcmVwYWlyX3Nob3ASFBISCQcoTiao52guEQBAjU3PC6UBGhNiZW5na2VsIGRhbWFpIG1vdG9yIhNiZW5na2VsIGRhbWFpIG1vdG9yKhNiZW5na2VsIGRhbWFpIG1vdG9y&q=bengkel%20damai%20motor&gfved=2ahUKEwip952w8eT9AhURpo4KHX5kB1IQm68HegQIABAa&ved=2ahUKEwip952w8eT9AhURpo4KHX5kB1IQhIwIKAF6BAgAEBk&vet=12ahUKEwip952w8eT9AhURpo4KHX5kB1IQhIwIKAF6BAgAEBk..i&hl=id-ID&gl=id&g2lbs=ALIxsqqQwE_dVvzwN9C1tVYi5llZgyahPkrz6UVanVbOu2yZh-NbLIlL1keYYNtH634Z1rLU62ZScZ1XVWajQmXlBcF9JyEd6FnSXfbiWmbMY8Der24bs1uZeQ5x2","+62 882-1817-4560","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Damai%20Motor%2095&query_place_id=ChIJ8Vh0SuXnaC4R0mVhP7gtLyI","Bengkel Sepeda Motor"
"GarageTechSpeed","4.8","36","Jl. Cisitu Lama gang 4 No.57","Kota Bandung","Jawa Barat","ID",,"+62 898-8688-192","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GarageTechSpeed&query_place_id=ChIJuytcMfrmaC4RWwz4tj8aERw","Bengkel Sepeda Motor"
"Hadi Motor Bandung","4.4","152","Jl. Khp Hasan Mustopa No.153","Kota Bandung","Jawa Barat","ID",,"+62 22 7200108 ext. 7232403","Bengkel Mobil","Bengkel Mobil Antik","Bengkel Rem","Toko Aki Mobil","Layanan reparasi","Toko Ban",,,,,"https://www.google.com/maps/search/?api=1&query=Hadi%20Motor%20Bandung&query_place_id=ChIJTcpN7pPnaC4RpvkiDwQnfik","Bengkel Mobil"
"Gumz Customz Motorcycle,bengkel custom bandung","4.7","79","Jl. Propelat Tim. I komp.permata rancasawo No.B1","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gumz%20Customz%20Motorcycle%2Cbengkel%20custom%20bandung&query_place_id=ChIJWeJ1R53CaC4RZxjXryGZWLQ","Bengkel Sepeda Motor"
"Bengkel Motor","3","3","Jl. Soekarno-Hatta No.574","Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor&query_place_id=ChIJxWQszRboaC4RxjZbFFuNm3Q","Bengkel Mobil"
"Montir Mobil Panggilan 24 Jam Bandung Pramudana Motor","4.9","54","Jl. Dr. Setiabudi No.254","Kota Bandung","Jawa Barat","ID","http://www.montirmobilpanggilan22.web.id/","+62 896-6821-6861","Montir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Montir%20Mobil%20Panggilan%2024%20Jam%20Bandung%20Pramudana%20Motor&query_place_id=ChIJJXmG9XzlaC4RxjRe0TZPNcw","Montir"
"RAJA BAN BANDUNG Gateway Cicadas | Maxxis, FDR, Corsa, Zeneos, Mizzle","5","227","Jl. A. Yani No.640","Kota Bandung","Jawa Barat","ID","https://taplink.cc/rajaban","+62 851-7997-6092","Toko Ban","Bengkel Motor Skuter","Toko Ban Bekas",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RAJA%20BAN%20BANDUNG%20Gateway%20Cicadas%20%7C%20Maxxis%2C%20FDR%2C%20Corsa%2C%20Zeneos%2C%20Mizzle&query_place_id=ChIJbTgPjbLnaC4RK-a5d0XQrGA","Toko Ban"
"JOKER Variasi + Modifikasi motor Bandung. Rek BCA: . . . . 0176. a/n. Andre Wiguna (selain nama ini palsu).","4.2","321","Jl. Sukamaju No.45","Kota Bandung","Jawa Barat","ID",,"+62 813-2030-8008","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=JOKER%20Variasi%20%2B%20Modifikasi%20motor%20Bandung.%20Rek%20BCA%3A%20.%20.%20.%20.%200176.%20a%2Fn.%20Andre%20Wiguna%20(selain%20nama%20ini%20palsu).&query_place_id=ChIJXSmEs1_maC4R2ld7SxZ8fck","Bengkel Sepeda Motor"
"Fen Motor 52","4.5","34","Jl. Pelesiran No.52","Kota Bandung","Jawa Barat","ID",,"+62 813-2279-7767","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fen%20Motor%2052&query_place_id=ChIJGz8FHVvmaC4R-3biWAQyHdE","Bengkel Sepeda Motor"
"Sinar Motor","4","74","Jalan TBS. Ismail No.1 A","Kota Bandung","Jawa Barat","ID",,"+62 882-1838-8499","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sinar%20Motor&query_place_id=ChIJBedu86rnaC4R9ymwGzNOnvM","Bengkel Sepeda Motor"
"Sriwijaya Motor","4.4","204","Jl. Sriwijaya No.110C","Kota Bandung","Jawa Barat","ID",,"+62 898-6465-899","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sriwijaya%20Motor&query_place_id=ChIJ5UgfNozoaC4ReaixOInwPj4","Bengkel Sepeda Motor"
"Bengkel CTS","4.6","103","4J69+FHJ, Jl. Sekeloa Sel. I No.1","Kota Bandung","Jawa Barat","ID","http://shopee.co.id/bengkelcts","+62 821-1921-8286","Bengkel Sepeda Motor","Tempat Ibadah",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20CTS&query_place_id=ChIJTeGEBlXmaC4R-bhUU0hGLcI","Bengkel Sepeda Motor"
"Bengkel motor","2.3","3","4J44+V8G, Jl. Kebun Binatang","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor&query_place_id=ChIJJ9I1P47naC4RBBTzGTJzQmY","Bengkel Sepeda Motor"
"Bengkel panggilan mobil dan motor kota bandung jawa barat","4.9","192","jln","Kota Bandung","Jawa Barat","ID","http://www.montirmotordanmobil24jam.com/","+62 895-2688-3592","Montir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20panggilan%20mobil%20dan%20motor%20kota%20bandung%20jawa%20barat&query_place_id=ChIJ9_EW3A7naC4Rc77C96DdQ6Y","Montir"
"Planet Ban Jalan Leuwipanjang Situsaeur","4.4","580","Jl. Leuwi Panjang No.99","Kota Bandung","Jawa Barat","ID","https://lokasi.planetban.com/planet-ban-jalan-leuwipanjang-situsaeur-motorcycle-repair-shop-situsaeur-bandung-389623/Home?utm_source=locator&utm_medium=googleplaces","+62 817-0006-055","Bengkel Sepeda Motor","Bengkel Motor Skuter","Toko Suku Cadang Motor","Layanan ban","Toko Ban",,,,,,"https://www.google.com/maps/search/?api=1&query=Planet%20Ban%20Jalan%20Leuwipanjang%20Situsaeur&query_place_id=ChIJJ21dvaLoaC4RF_piX3pbtf4","Bengkel Sepeda Motor"
